nutrition_id,ingredient_id,ingredient_name,representative_food_name,standard_amount,energy_kcal,water_g,protein_g,fat_g,ash_g,carbohydrate_g,sugar_g,fiber_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,cholesterol_mg,saturated_fat_g,trans_fat_g
nutrition_0505,ingredient_0506,고추참치캔,고추참치,100g,170.000,,13.33,8.67,,10.0,10.0,,,,,,260.000,,16.67,2.33
nutrition_0506,ingredient_0507,김자반,김자반,100g,610.000,,16.0,52.0,,26.0,8.0,12.0,80.00,4.8,,,"1,720.000",,40.0,5.2
nutrition_0507,ingredient_0508,꽁치통조림,"꽁치, 통조림",100g,113.000,78.8,13.12,6.76,1.27,0.0,0.0,0.0,125.000,0.62,166.0,174.0,262.000,0.0,47.23,1.5
nutrition_0508,ingredient_0509,먹태,먹태채,100g,328.000,,59.0,2.0,,17.0,0.0,,,,,,334.000,,159.0,0.2
nutrition_0509,ingredient_0510,아귀포,아귀,100g,65.00,,15.8,0.2,,0.0,0.0,,,,,,181.000,,10.8,0.0
nutrition_0510,ingredient_0511,자반김,해사랑자반김,100g,580.000,,17.0,41.0,,35.5,7.67,,,,,,"1,045.000",,23.0,0.33
nutrition_0511,ingredient_0512,참치캔,고추참치통조림,100g,129.000,71.0,10.59,4.59,2.02,11.76,8.24,,13.00,0.7,122.0,265.0,706.000,0.0,,41.18
nutrition_0512,ingredient_0513,고추기름,고추기름,100g,919.000,0.0,0.02,99.8,0.2,0.0,0.0,0.0,13.00,0.05,0.0,0.0,0.00,,0.0,14.97
nutrition_0513,ingredient_0514,버터,버터,100g,761.000,15.3,0.59,82.04,0.26,1.81,0.66,0.0,16.00,0.03,19.0,29.0,10.00,,232.12,48.05
nutrition_0514,ingredient_0515,아보카도오일,아보카도오일,100mL,837.000,,0.0,93.0,,0.0,0.0,,,,,,0.00,,0.0,13.0
nutrition_0515,ingredient_0516,옥수수유,옥수수유,100g,900.000,,0.0,100.0,,0.0,0.0,,,,,,0.00,,0.0,14.0
nutrition_0516,ingredient_0517,올리브,그린올리브,100g,898.000,,0.07,99.66,,0.23,0.0,,,,,,1.00,,0.0,13.71
nutrition_0517,ingredient_0518,칠리오일,수리칠리오일,100mL,828.000,,0.0,92.0,,0.0,0.0,,,,,,0.00,,0.0,14.0
nutrition_0518,ingredient_0519,트러플오일,트러플오일,100g,900.000,,0.0,99.95,,0.05,0.0,,,,,,3.00,,0.0,20.47
nutrition_0519,ingredient_0520,화조유,화조유,100mL,896.000,,0.0,99.5,,0.0,0.0,,,,,,0.00,,0.0,0.0
nutrition_0520,ingredient_0521,건더기스프,건더기스프,100g,385.000,,0.0,38.46,,0.0,0.0,,,,,,769.000,,0.0,0.0
nutrition_0521,ingredient_0522,라면스프,라면 스프,100g,255.000,3.7,14.82,2.53,35.72,43.19,12.45,2.7,57.00,1.01,238.0,511.0,"13,212.000",,4.53,0.72
nutrition_0522,ingredient_0523,발효조미료,효모추출액,100g,31.00,,5.0,0.0,,3.0,0.0,,,,,,"6,800.000",,0.0,0.0
nutrition_0523,ingredient_0524,샤브샤브육수,샤브샤브육수,100g,79.00,,3.64,0.15,,15.77,3.12,0.1,19.00,0.9,,164.0,"3,364.000",0.0,2.79,0.03
nutrition_0524,ingredient_0525,소금장,소금,100g,0,0.3,0.0,0.0,99.7,0.0,,,40,0.2,0.0,135.0,33597,,,
nutrition_0525,ingredient_0526,액상스프,오뎅탕 액상스프,100g,95.00,,6.0,0.0,,18.0,10.0,,,,,,"6,160.000",,0.0,0.0
nutrition_0526,ingredient_0527,양파당,양파당,100g,81.00,,1.92,0.31,,17.58,12.09,,,,,,385.000,,2.95,0.01
nutrition_0527,ingredient_0528,우동건더기스프,우동 건더기 스프,100g,514.000,4.0,9.32,28.57,3.13,55.03,5.27,13.1,90.00,0.66,113.0,315.0,"1,035.000",0.0,17.49,14.42
nutrition_0528,ingredient_0529,치킨파우더,치킨 파우더,100g,221.000,,10.4,0.0,,44.7,17.22,,,,,,"14,229.000",,0.0,0.0
nutrition_0529,ingredient_0530,카라멜소스,카라멜소스,100g,299.000,,0.91,1.65,,70.01,57.83,,,,,,115.000,,1.81,0.64
nutrition_0530,ingredient_0531,피클스파이스,하우하우 피클링 스파이스,100g,385.000,,0.6,1.3,,92.6,81.3,,,,,,"6,713.000",,0.0,0.2
nutrition_0531,ingredient_0532,혼다시,혼다시,100g,225.000,,24.0,1.2,,30.0,20.0,,,,,,"16,000.000",,17.0,0.0
nutrition_0532,ingredient_0533,홀스래디쉬,홀스래디쉬,100mL,95.00,,2.8,4.8,,11.0,7.1,,,,,,240.000,,0.0,0.0
nutrition_0533,ingredient_0534,후리가케,후리가케미니,100g,417.000,,25.0,8.33,,50.0,33.33,,,,,,"6,562.000",,33.33,0.0
nutrition_0534,ingredient_0535,너겟,닭튀김_너겟,100g,332.000,43.4,15.3,22.7,1.94,16.63,1.12,1.6,61.00,1.12,255.0,195.0,516.000,0.0,43.28,4.91
nutrition_0535,ingredient_0536,만두소,만두소,100g,119.000,,1.0,13.0,,5.5,1.0,,,,,,5.00,,10.0,1.0
nutrition_0536,ingredient_0537,불고기,불고기,100g,210.000,,25.0,9.0,,13.0,4.0,,,,,,380.000,,42.0,2.7
nutrition_0537,ingredient_0538,사골국물,사골국물,100g,13.00,,2.2,0.42,,0.0,0.0,,,,,,25.00,,2.2,0.24
nutrition_0538,ingredient_0539,소고기 스지,소힘줄,100g,190.000,,26.0,4.0,,16.0,2.0,,,,,,620.000,,34.0,3.0
nutrition_0539,ingredient_0540,육포,육포,100g,360.000,15.2,33.6,10.8,7.4,32.0,26.4,,13.00,6.4,606.0,700.0,620.000,0.0,,56.0
nutrition_0540,ingredient_0541,족발,돼지 부산물_족발_생것,100g,212,65.0,23.16,12.59,0.68,0.0,0.0,0.0,70,0.58,75.0,63.0,132,88.0,3.57,0.0
nutrition_0541,ingredient_0542,치킨가라아게,치킨가라아게,100g,289.000,49.4,22.54,17.35,1.3,9.42,0.0,0.3,21.00,1.37,155.0,185.0,292.000,0.0,0.2,87.0
nutrition_0542,ingredient_0543,편육,편육,100g,247.000,,22.66,16.67,,1.67,0.0,,,,,,347.000,,78.33,8.0
nutrition_0543,ingredient_0544,고체육수,한알육수,100g,244.000,,14.84,1.38,,43.04,19.98,,,,,,"13,455.000",,39.67,0.78
nutrition_0544,ingredient_0545,곰탕육수,진곰탕육수,100g,13.00,,0.8,0.62,,1.0,0.16,,,,,,225.000,,0.0,0.28
nutrition_0545,ingredient_0546,다시마육수,다시마 육수,100g,1.00,99.4,0.1,0.0,0.2,0.3,,,2.00,0.0,3.0,86.0,31.00,,,
nutrition_0546,ingredient_0547,다시육수팩,다시육수,100g,29.00,,2.53,0.23,,4.3,1.31,,,,,,"3,973.000",,7.41,0.06
nutrition_0547,ingredient_0548,다시팩,멸치다시팩,100g,295.000,,48.5,3.2,,18.0,0.63,,,,,,"3,164.000",,535.0,0.7
nutrition_0548,ingredient_0549,닭육수,닭 육수,100g,12,98.0,1.3,0.7,0.2,0.0,,,17,0.3,23.0,71.0,13,,,
nutrition_0549,ingredient_0550,동치미육수,동치미육수,100g,17.00,,0.29,0.23,,3.71,3.71,,,,,,911.000,,0.0,0.0
nutrition_0550,ingredient_0551,멸치다시마육수,다시마멸치육수,100g,2.00,,0.2,0.0,,0.2,0.0,,,,,,0.00,,0.0,0.0
nutrition_0551,ingredient_0552,멸치육수,멸치육수,100g,0.00,99.8,0.1,0.0,0.1,0.0,,,3.00,0.1,4.0,16.0,19.00,,,
nutrition_0552,ingredient_0553,멸치육수 코인,멸치 육수,100g,1.00,99.5,0.14,0.01,0.14,0.19,0.0,0.0,2.00,0.49,11.0,29.0,52.00,0.0,0.0,0.0
nutrition_0553,ingredient_0554,멸치육수티백,멸치 육수,100g,1.00,99.5,0.14,0.01,0.14,0.19,0.0,0.0,2.00,0.49,11.0,29.0,52.00,0.0,0.0,0.0
nutrition_0554,ingredient_0555,멸치육수팩,멸치 육수,100g,1.00,99.5,0.14,0.01,0.14,0.19,0.0,0.0,2.00,0.49,11.0,29.0,52.00,0.0,0.0,0.0
nutrition_0555,ingredient_0556,양지육수,진한양지육수,100g,436.000,,3.34,41.03,,13.43,0.53,,,,,,"3,669.000",,47.59,13.72
nutrition_0556,ingredient_0557,육수분말,육수분말,100g,193.000,,18.0,2.3,,25.0,0.0,,,,,,"20,456.000",,7.0,0.8
nutrition_0557,ingredient_0558,육수팩,육수,100g,12.00,,0.6,1.0,,0.2,0.1,,,,,,252.000,,0.0,0.0
nutrition_0558,ingredient_0559,조개멸치육수,멸치 육수,100g,1.00,99.5,0.14,0.01,0.14,0.19,0.0,0.0,2.00,0.49,11.0,29.0,52.00,0.0,0.0,0.0
nutrition_0559,ingredient_0560,코인육수,한알육수,100g,244.000,,14.84,1.38,,43.04,19.98,,,,,,"13,455.000",,39.67,0.78
nutrition_0560,ingredient_0561,해물육수,해물육수,100g,66.00,,1.0,0.0,,15.0,12.0,,,,,,"2,130.000",,0.0,0.0
nutrition_0561,ingredient_0562,해물육수팩,해물육수,100g,66.00,,1.0,0.0,,15.0,12.0,,,,,,"2,130.000",,0.0,0.0
nutrition_0562,ingredient_0563,황태채소육수,황태육수,100g,5.00,,0.65,0.13,,0.38,0.19,,,,,,417.000,,2.52,0.02
nutrition_0563,ingredient_0564,녹차티백,녹차_추출,100ml,2,99.5,0.05,0.0,0.05,0.4,0.0,0.0,1,0.01,2.0,33.0,0,0.0,0.0,0.0
nutrition_0564,ingredient_0565,레몬생강차,레몬생강차,100mL,249.000,,0.5,0.2,,61.4,61.3,,,,,,26.00,,0.0,0.0
nutrition_0565,ingredient_0566,막걸리,막걸리,100mL,63.00,90.0,1.0,0.18,0.09,1.3,0.0,0.6,2.00,0.04,13.0,11.0,1.00,0.0,0.0,0.06
nutrition_0566,ingredient_0567,말차가루,말차,100g,466.000,,9.11,20.86,,60.14,8.57,,,,,,444.000,,52.77,11.7
nutrition_0567,ingredient_0568,망고주스,망고주스,100mL,50.00,92.2,0.0,0.0,0.04,12.0,12.0,0.0,4.00,0.02,1.0,11.0,25.00,13.77,0.0,0.0
nutrition_0568,ingredient_0569,배음료,배음료,100mL,47.00,88.2,0.0,0.0,0.04,11.0,9.5,1.0,0.00,0.0,1.0,13.0,2.00,15.01,0.0,0.0
nutrition_0569,ingredient_0570,보리차티백,보리차_추출,100mL,0.00,99.9,0.0,0.0,0.03,0.07,0.0,0.0,2.00,0.0,0.0,2.0,1.00,0.0,0.0,0.0
nutrition_0570,ingredient_0571,사과청,사과청,100g,245.000,,0.0,0.0,,55.0,0.0,,,,,,60.00,,0.0,0.0
nutrition_0571,ingredient_0572,아몬드브리즈,아몬드브리즈 커피,100mL,16.00,,0.53,1.11,,0.84,0.0,,116.000,,,,47.00,,0.0,0.11
nutrition_0572,ingredient_0573,양파즙,양파즙,100mL,23.00,,0.0,0.0,,5.0,4.17,,,,,,17.00,,0.0,0.0
nutrition_0573,ingredient_0574,양파청,양파,100mL,43.00,,0.0,0.0,,11.43,7.14,,,,,,14.00,,0.0,0.0
nutrition_0574,ingredient_0575,얼그레이,얼그레이,100g,339.000,,4.36,21.81,,31.41,17.3,,,,,,46.00,,118.59,13.97
nutrition_0575,ingredient_0576,얼그레이티백,얼그레이,100g,339.000,,4.36,21.81,,31.41,17.3,,,,,,46.00,,118.59,13.97
nutrition_0576,ingredient_0577,에스프레소,커피_원두_에스프레소_용액,100ml,22,93.9,0.2,0.22,0.79,4.93,0.04,0.0,7,0.0,19.0,443.0,1,0.0,0.05,0.0
nutrition_0577,ingredient_0578,오트밀크,오트밀크,100mL,89.00,,3.78,3.11,,11.56,4.89,,,,,,31.00,,12.0,1.96
nutrition_0578,ingredient_0579,완두콩 우유,스프라우드완두콩드링크바리스타,100mL,42.00,,2.0,3.0,,1.8,1.8,,,,,,80.00,,0.0,0.3
nutrition_0579,ingredient_0580,위스키,위스키(알코올 40),100g,284.000,60.3,0.03,0.0,0.0,0.07,0.02,0.0,0.00,0.0,0.0,2.0,1.00,,0.0,0.0
nutrition_0580,ingredient_0581,진저에일,진저에일,100mL,40.00,,0.0,0.0,,10.0,10.0,,,,,,0.00,,0.0,0.0
nutrition_0581,ingredient_0582,코코넛밀크,코코넛밀크,100g,230.000,67.62,2.29,23.84,0.72,5.54,3.34,2.2,16.00,1.64,100.0,263.0,15.00,0.0,0.0,21.14
nutrition_0582,ingredient_0583,핫초코가루,핫초코,100g,425.000,,10.0,7.5,,80.0,50.0,,,,,,100.000,,0.0,7.0
nutrition_0583,ingredient_0584,히비스커스티백,히비스커스핑크티,100mL,138.000,,0.0,0.0,,33.33,22.5,,,,,,0.00,,0.0,0.0
nutrition_0584,ingredient_0585,감자튀김,감자튀김,100g,293.000,39.3,3.54,11.3,1.7,44.16,0.19,3.0,22.00,0.69,143.0,604.0,258.000,0.0,0.0,2.52
nutrition_0585,ingredient_0586,드라이이스트,팽창제_효모_말린것,100g,307,8.7,37.1,6.8,4.3,43.1,0.1,32.6,19,13.0,840.0,1600.0,120,0.0,0.79,
nutrition_0586,ingredient_0587,번데기,번데기(누에)_생것,100g,126,76.7,12.62,7.55,1.23,1.95,0.0,0.4,36,0.73,243.0,365.0,2,85.21,2.11,0.02
nutrition_0587,ingredient_0588,베이크드빈,베이크드 빈스,100g,105.000,72.6,4.8,0.4,1.71,20.5,7.78,5.5,50.00,0.29,104.0,296.0,1.00,3.1,0.0,0.0
nutrition_0588,ingredient_0589,부라타치즈,부라타 치즈,100g,205.000,,13.0,17.0,,1.0,0.5,,,,,,204.000,,61.5,11.0
nutrition_0589,ingredient_0590,브라운치즈,티네 브라운치즈 마일드,100g,430.000,,11.0,26.0,,38.0,33.0,,,,,,350.000,,75.0,17.0
nutrition_0590,ingredient_0591,브리치즈,데니쉬 브리 치즈,100g,295.000,,19.0,24.0,,0.5,0.5,,,,,,600.000,,79.0,15.0
nutrition_0591,ingredient_0592,선드라이 토마토,선드라이 토마토,100g,205.000,,5.0,14.0,,12.0,10.0,,,,,,960.000,,,1.5
nutrition_0592,ingredient_0593,이스트,팽창제_효모_말린것,100g,307,8.7,37.1,6.8,4.3,43.1,0.1,32.6,19,13.0,840.0,1600.0,120,0.0,0.79,
nutrition_0593,ingredient_0594,잡채,잡채,100g,146.000,,4.71,3.3,,24.26,0.73,,,,,,360.000,,22.66,0.55
nutrition_0594,ingredient_0595,젤라틴,"젤라틴, 디저트용, 가루",100g,381.000,1.0,7.8,0.0,0.7,90.5,86.04,0.0,3.00,0.13,141.0,7.0,466.000,0.0,0.0,0.0
nutrition_0595,ingredient_0596,짜장,짜장,100g,64.00,,2.87,1.49,,9.78,3.61,,,,,,329.000,,1.6,0.32
nutrition_0596,ingredient_0597,카레,카레,100g,90.00,,3.37,5.1,,7.62,2.02,,,,,,577.000,,8.66,3.15
nutrition_0597,ingredient_0598,타히니,타히니,100g,695.000,,24.0,61.0,,13.0,0.0,,,,,,30.00,,0.0,9.0
nutrition_0598,ingredient_0599,토마토퓨레,토마토 퓨레,100g,23.00,,1.4,0.1,,4.0,4.0,,,,,,140.000,,0.0,0.0
nutrition_0599,ingredient_0600,파인애플통조림국물,파인애플통조림,100g,78.00,80.3,0.31,0.04,0.17,19.18,15.81,1.7,8.00,0.17,4.0,74.0,1.00,7.91,0.0,0.0
nutrition_0600,ingredient_0601,후르츠칵테일,후르츠칵테일,100g,75.00,,0.34,0.13,,17.95,15.5,,,,,,4.00,,0.0,0.03
nutrition_0601,ingredient_0602,마시멜로,마시멜로,100g,325.000,,3.0,0.0,,78.18,59.27,,,,,,5.00,,0.0,0.0
nutrition_0602,ingredient_0603,블랙코코아파우더,코코아파우더,100g,438.000,,19.5,21.0,,42.8,1.0,,,,,,30.00,,0.0,12.8
nutrition_0603,ingredient_0604,빈츠,빈츠,100g,563.000,,8.75,28.75,,62.5,37.5,2.9,147.000,2.35,,265.0,188.000,0.0,0.0,17.5
nutrition_0604,ingredient_0605,쌀튀밥,쌀튀밥,100g,395.000,,9.0,1.1,,87.0,14.0,,,,,,35.00,,0.0,0.0
nutrition_0605,ingredient_0606,연양갱,연양갱,100g,291.000,,4.0,0.0,,69.09,50.91,,,,,,0.00,,0.0,0.0
nutrition_0606,ingredient_0607,오란다,오란다,100g,441.000,,5.88,12.94,,76.47,18.82,,,,,,282.000,,0.0,1.06
nutrition_0607,ingredient_0608,코코아가루,코코아 가루,100g,360.000,,25.0,23.0,,15.0,1.0,,,,,,2.00,,0.0,15.0
nutrition_0608,ingredient_0609,코코아파우더,코코아파우더,100g,438.000,,19.5,21.0,,42.8,1.0,,,,,,30.00,,0.0,12.8
nutrition_0609,ingredient_0610,마,마_단마_생것,100g,63,83.1,1.84,0.12,0.89,14.05,1.0,2.4,9,0.44,52.0,417.0,4,0.0,0.02,0.0
nutrition_0610,ingredient_0611,비트,비트_잎_생것,100g,16,92.9,2.2,0.1,2.0,2.8,,,57,4.0,54.0,494.0,254,,,
nutrition_0611,ingredient_0612,알타리무,총각무_뿌리_생것,100g,25,92.7,1.06,0.06,0.67,5.51,2.63,1.6,34,0.34,40.0,234.0,27,0.0,0.02,0.0
nutrition_0612,ingredient_0613,총각무,총각무_잎_생것,100g,23,92.2,1.97,0.31,1.26,4.25,1.08,3.0,215,1.36,48.0,273.0,48,0.0,0.06,0.0
nutrition_0613,ingredient_0614,칡뿌리,칡뿌리_생것,100g,137,63.7,2.48,0.1,1.67,32.05,3.58,4.4,383,2.0,61.0,243.0,0,0.0,0.04,0.0
nutrition_0614,ingredient_0615,퀴노아,퀴노아_쪄서 말린것,100g,363,12.5,9.56,3.26,2.02,72.62,1.34,7.7,63,3.54,308.0,645.0,0,0.0,0.4,0.03
nutrition_0615,ingredient_0616,곶감,곶감_말린것,100g,219,38.1,1.76,0.07,1.17,58.93,27.0,9.7,18,0.68,69.0,567.0,1,0.0,0.02,0.0
nutrition_0616,ingredient_0617,코코넛,코코넛_말린것,100g,660,3.0,6.88,64.53,1.94,23.65,7.35,16.3,26,3.32,206.0,543.0,37,0.0,57.22,
nutrition_0617,ingredient_0618,고춧잎,고춧잎_잎_생것,100g,45,83.6,5.07,0.32,2.52,8.49,0.0,2.8,369,4.35,62.0,589.0,4,0.0,0.14,0.0
nutrition_0618,ingredient_0619,무청우거지,우거지,100g,15.00,,1.16,0.14,,3.04,1.13,,,,,,7.00,,0.0,0.0
nutrition_0619,ingredient_0620,우거지,"배추, 우거지, 생것",100g,18.00,93.9,1.35,0.14,0.85,3.71,1.81,1.9,141.000,0.44,29.0,306.0,9.00,0.0,0.0,0.02
nutrition_0620,ingredient_0621,껍질콩,그린빈,100g,37.00,,3.0,0.0,,6.0,0.0,,,,,,7.00,,0.0,0.0
nutrition_0621,ingredient_0622,콩잎,콩잎_잎_생것,100g,94,69.9,6.6,0.3,2.2,21.0,,,33,1.6,120.0,,,,,
nutrition_0622,ingredient_0623,노루궁뎅이버섯,노루궁뎅이버섯_생것,100g,13,93.3,2.57,0.41,0.79,2.89,0.54,2.5,1,0.76,71.0,362.0,2,0.0,0.07,0.0
nutrition_0623,ingredient_0624,만송이버섯,송이버섯_생것,100g,21,89.0,2.05,0.15,0.68,8.12,0.31,4.6,1,1.85,33.0,317.0,1,0.0,0.04,0.0
nutrition_0624,ingredient_0625,목이버섯,목이버섯_생것,100g,13,93.6,0.79,0.19,0.24,5.22,0.12,3.6,45,0.28,15.0,55.0,10,0.0,0.01,0.0
nutrition_0625,ingredient_0626,송이버섯,송이버섯_생것,100g,21,89.0,2.05,0.15,0.68,8.12,0.31,4.6,1,1.85,33.0,317.0,1,0.0,0.04,0.0
nutrition_0626,ingredient_0627,양송이버섯,양송이버섯_생것,100g,15,91.9,3.12,0.23,0.88,3.89,0.77,2.1,2,0.62,106.0,382.0,5,0.0,0.05,0.0
nutrition_0627,ingredient_0628,고구마순,국내산고구마줄기,100g,18.00,,1.25,0.15,,3.0,0.0,,,,,,5.00,,0.0,0.0
nutrition_0628,ingredient_0629,다래순,데침 다래순,100g,31.00,,2.28,0.25,,5.03,0.0,,,,,,9.00,,0.0,0.07
nutrition_0629,ingredient_0630,마늘종,마늘종_꽃줄기_생것,100g,53,84.1,1.86,0.06,0.59,13.39,5.46,4.6,49,0.51,48.0,214.0,1,0.0,0.04,0.0
nutrition_0630,ingredient_0631,엄나무순,엄나무(개두릅)_잎_생것,100g,41,86.0,6.94,0.67,1.19,5.2,0.36,4.0,47,0.9,159.0,435.0,1,0.0,0.19,0.0
nutrition_0631,ingredient_0632,오가피순,가시오가피_순_생것,100g,76,76.0,5.67,0.7,1.76,15.87,2.48,8.8,211,3.43,104.0,678.0,1,0.0,0.18,0.0
nutrition_0632,ingredient_0633,가시오가피,가시오가피_순_생것,100g,76,76.0,5.67,0.7,1.76,15.87,2.48,8.8,211,3.43,104.0,678.0,1,0.0,0.18,0.0
nutrition_0633,ingredient_0634,감초,감초농축액,100g,1.00,,0.05,0.01,,0.2,0.11,,,,,,0.00,,0.0,0.0
nutrition_0634,ingredient_0635,느릅나무,왕느릅나무추출분말(E50),100g,3.00,,0.0,0.0,,0.7,0.3,,,,,,0.00,,0.0,0.0
nutrition_0635,ingredient_0636,엄나무,엄나무(개두릅)_잎_생것,100g,41,86.0,6.94,0.67,1.19,5.2,0.36,4.0,47,0.9,159.0,435.0,1,0.0,0.19,0.0
nutrition_0636,ingredient_0637,황기,대추황기차,100mL,12.00,,0.0,0.0,,3.0,0.0,,,,,,50.00,,0.0,0.0
nutrition_0637,ingredient_0638,원두,커피_원두_에스프레소_용액,100ml,22,93.9,0.2,0.22,0.79,4.93,0.04,0.0,7,0.0,19.0,443.0,1,0.0,0.05,0.0
nutrition_0638,ingredient_0639,갓,갓_생것,100g,36,87.8,3.5,0.2,1.2,7.3,,,193,2.7,59.0,378.0,33,,,
nutrition_0639,ingredient_0640,개두릅,엄나무(개두릅)_잎_생것,100g,41,86.0,6.94,0.67,1.19,5.2,0.36,4.0,47,0.9,159.0,435.0,1,0.0,0.19,0.0
nutrition_0640,ingredient_0641,고들빼기,고들빼기_생것,100g,29,91.2,1.6,0.5,0.9,5.8,,,82,10.8,37.0,451.0,34,,,
nutrition_0641,ingredient_0642,공심채,공심채_생것,100g,17,93.0,2.2,0.1,1.4,3.1,0.5,3.1,74,1.5,44.0,380.0,26,0.0,,
nutrition_0642,ingredient_0643,궁채,맛궁채,100g,117.000,,0.0,1.0,,27.0,22.1,,,,,,"2,250.000",,0.0,0.2
nutrition_0643,ingredient_0644,근대,근대_생것,100g,18,93.0,1.78,0.2,1.74,3.28,0.0,2.7,49,0.53,34.0,562.0,173,0.0,0.05,0.0
nutrition_0644,ingredient_0645,망초나물,불린 망초나물,100g,32.00,,2.6,0.4,,5.5,0.0,,,,,,2.00,,0.0,0.1
nutrition_0645,ingredient_0646,머위대,머위대나물,100g,58.00,,3.96,2.56,,4.76,0.34,,,,,,363.000,,25.22,0.32
nutrition_0646,ingredient_0647,무청,무청_왜무_잎_생것,100g,22,91.9,2.3,0.7,2.2,2.9,,,329,7.3,78.0,328.0,38,,,
nutrition_0647,ingredient_0648,방울양배추,냉동방울양배추,100g,25.00,,0.6,0.0,,5.3,5.0,,,,,,31.00,,0.0,0.0
nutrition_0648,ingredient_0649,방풍나물,방풍나물,100g,95.00,,4.0,6.0,,7.0,2.5,,,,,,430.000,,0.0,1.0
nutrition_0649,ingredient_0650,부지갱이,부지갱이(섬쑥부쟁이)_생것,100g,30,90.0,3.65,0.43,1.02,4.9,1.21,4.6,75,0.93,72.0,371.0,15,0.0,0.07,0.0
nutrition_0650,ingredient_0651,비름나물,비름나물,100g,73.00,,3.46,4.05,,5.7,0.86,,,,,,335.000,,0.0,0.63
nutrition_0651,ingredient_0652,뽕잎나물,뽕잎_생것,100g,65,78.3,6.28,0.5,2.1,12.82,2.47,10.7,243,2.99,105.0,688.0,10,0.0,0.14,0.0
nutrition_0652,ingredient_0653,샐러리,김밥_샐러리,100mL,130.000,26.4,2.8,4.2,,19.75,0.88,1.1,22.00,0.27,44.0,93.0,255.000,0.04,12.33,0.7
nutrition_0653,ingredient_0654,샬롯,양파_샬롯_생것,100g,80,79.6,2.28,2.54,0.74,14.84,2.1,,6,0.48,56.0,333.0,0,0.0,0.02,0.0
nutrition_0654,ingredient_0655,세발나물,세발나물_생것,100g,18,93.1,1.61,0.14,1.56,3.59,0.0,2.7,51,0.83,38.0,322.0,321,0.0,0.03,0.0
nutrition_0655,ingredient_0656,셀러리,셀러리_생것,100g,17,93.9,1.04,0.07,1.04,3.95,0.0,2.2,88,0.28,36.0,343.0,70,0.0,0.02,0.0
nutrition_0656,ingredient_0657,쑥,쑥_생것,100g,37,87.3,3.4,0.38,1.88,7.04,0.0,5.9,109,8.14,69.0,652.0,3,0.0,0.09,0.0
nutrition_0657,ingredient_0658,아욱,아욱_생것,100g,37,87.4,3.08,0.31,1.57,7.64,0.0,4.5,267,0.57,76.0,426.0,37,0.0,0.07,0.0
nutrition_0658,ingredient_0659,아주까리나물,아주까리_순_말린것,100g,287.000,8.1,36.8,3.1,4.0,48.0,,,"1,128.000",25.1,444.0,815.0,50.00,,,
nutrition_0659,ingredient_0660,왕고들빼기,고들빼기_생것,100g,29,91.2,1.6,0.5,0.9,5.8,,,82,10.8,37.0,451.0,34,,,
nutrition_0660,ingredient_0661,유채나물,유채나물,100g,118.000,,4.2,9.6,,6.1,0.9,,,,,,285.000,,0.0,1.3
nutrition_0661,ingredient_0662,적겨자잎,겨자_적겨자_생것,100g,24,90.9,3.54,0.27,1.72,3.57,0.0,2.6,234,6.19,55.0,457.0,43,0.0,0.05,0.0
nutrition_0662,ingredient_0663,취나물,취나물_참취_생것,100g,51,83.9,2.61,0.38,1.45,11.66,2.55,4.8,134,5.99,63.0,556.0,5,0.0,0.07,0.0
nutrition_0663,ingredient_0664,콜리플라워,꽃양배추(콜리플라워)_생것,100g,27,91.4,2.17,0.48,1.09,4.84,2.28,4.6,14,0.33,62.0,403.0,13,0.0,0.07,0.0
nutrition_0664,ingredient_0665,파채,파채,100g,34.00,,1.9,0.4,,6.5,0.0,,,,,,17.00,,0.0,0.0
nutrition_0665,ingredient_0666,풋마늘,풋마늘_잎줄기_생것,100g,29,89.9,1.9,0.17,0.7,7.33,4.01,3.7,63,0.55,36.0,287.0,2,0.0,0.06,0.0
nutrition_0666,ingredient_0667,피마자잎,데침 피마자잎,100g,39.00,,4.3,0.6,,4.0,0.0,,,,,,80.00,,0.0,0.0
nutrition_0667,ingredient_0668,피망,피망_빨간색_생것,100g,28,91.2,1.17,0.09,0.6,6.94,3.02,2.0,9,0.35,28.0,257.0,1,0.0,0.03,0.0
nutrition_0668,ingredient_0669,호박고지,호박고지,100g,173.000,,5.0,1.0,,36.0,22.0,,,,,,2.00,,0.0,0.0
nutrition_0669,ingredient_0670,호박잎,된장국_호박잎,100g,7.00,98.2,0.4,0.32,0.52,0.54,0.07,0.2,8.00,0.23,10.0,34.0,163.000,0.0,0.0,0.02
nutrition_0670,ingredient_0671,홍갓,갓_생것,100g,36,87.8,3.5,0.2,1.2,7.3,,,193,2.7,59.0,378.0,33,,,
nutrition_0671,ingredient_0672,겨자,겨자_적겨자_생것,100g,24,90.9,3.54,0.27,1.72,3.57,0.0,2.6,234,6.19,55.0,457.0,43,0.0,0.05,0.0
nutrition_0672,ingredient_0673,넛맥,육두구_ 가루,100g,302,12.0,9.66,4.01,5.76,68.57,0.0,56.6,1538,14.2,191.0,1220.0,7,0.0,0.74,0.04
nutrition_0673,ingredient_0674,딜,파슬리_생것,100g,20,92.6,2.36,0.26,1.45,3.37,0.44,2.2,149,2.8,56.0,638.0,10,0.0,0.06,0.0
