guide_id,source_id,relationship
guide_0339,source_0102,SOURCED_FROM
guide_0340,source_0103,SOURCED_FROM
guide_0341,source_0103,SOURCED_FROM
guide_0342,source_0015,SOURCED_FROM
guide_0343,source_0103,SOURCED_FROM
guide_0344,source_0064,SOURCED_FROM
guide_0345,source_0104,SOURCED_FROM
guide_0346,source_0015,SOURCED_FROM
guide_0347,source_0104,SOURCED_FROM
guide_0348,source_0106,SOURCED_FROM
guide_0349,source_0106,SOURCED_FROM
guide_0350,source_0015,SOURCED_FROM
guide_0351,source_0106,SOURCED_FROM
guide_0352,source_0107,SOURCED_FROM
guide_0353,source_0107,SOURCED_FROM
guide_0354,source_0015,SOURCED_FROM
guide_0355,source_0107,SOURCED_FROM
guide_0356,source_0109,SOURCED_FROM
guide_0357,source_0109,SOURCED_FROM
guide_0358,source_0015,SOURCED_FROM
guide_0359,source_0109,SOURCED_FROM
guide_0360,source_0013,SOURCED_FROM
guide_0361,source_0013,SOURCED_FROM
guide_0362,source_0013,SOURCED_FROM
guide_0363,source_0013,SOURCED_FROM
guide_0364,source_0110,SOURCED_FROM
guide_0365,source_0110,SOURCED_FROM
guide_0366,source_0015,SOURCED_FROM
guide_0367,source_0110,SOURCED_FROM
guide_0368,source_0111,SOURCED_FROM
guide_0369,source_0111,SOURCED_FROM
guide_0370,source_0015,SOURCED_FROM
guide_0371,source_0111,SOURCED_FROM
guide_0372,source_0112,SOURCED_FROM
guide_0373,source_0112,SOURCED_FROM
guide_0374,source_0113,SOURCED_FROM
guide_0375,source_0112,SOURCED_FROM
guide_0376,source_0114,SOURCED_FROM
guide_0377,source_0114,SOURCED_FROM
guide_0378,source_0015,SOURCED_FROM
guide_0379,source_0114,SOURCED_FROM
guide_0380,source_0115,SOURCED_FROM
guide_0381,source_0116,SOURCED_FROM
guide_0382,source_0015,SOURCED_FROM
guide_0383,source_0115,SOURCED_FROM
guide_0384,source_0013,SOURCED_FROM
guide_0385,source_0013,SOURCED_FROM
guide_0386,source_0013,SOURCED_FROM
guide_0387,source_0013,SOURCED_FROM
guide_0388,source_0117,SOURCED_FROM
guide_0389,source_0117,SOURCED_FROM
guide_0390,source_0015,SOURCED_FROM
guide_0391,source_0117,SOURCED_FROM
guide_0392,source_0118,SOURCED_FROM
guide_0393,source_0118,SOURCED_FROM
guide_0394,source_0015,SOURCED_FROM
guide_0395,source_0118,SOURCED_FROM
guide_0396,source_0119,SOURCED_FROM
guide_0397,source_0119,SOURCED_FROM
guide_0398,source_0015,SOURCED_FROM
guide_0399,source_0119,SOURCED_FROM
guide_0400,source_0120,SOURCED_FROM
guide_0401,source_0121,SOURCED_FROM
guide_0402,source_0015,SOURCED_FROM
guide_0403,source_0120,SOURCED_FROM
guide_0404,source_0122,SOURCED_FROM
guide_0405,source_0122,SOURCED_FROM
guide_0406,source_0015,SOURCED_FROM
guide_0407,source_0122,SOURCED_FROM
guide_0408,source_0123,SOURCED_FROM
guide_0409,source_0123,SOURCED_FROM
guide_0410,source_0015,SOURCED_FROM
guide_0411,source_0123,SOURCED_FROM
guide_0412,source_0124,SOURCED_FROM
guide_0413,source_0124,SOURCED_FROM
guide_0414,source_0015,SOURCED_FROM
guide_0415,source_0124,SOURCED_FROM
guide_0416,source_0125,SOURCED_FROM
guide_0417,source_0125,SOURCED_FROM
guide_0418,source_0015,SOURCED_FROM
guide_0419,source_0125,SOURCED_FROM
guide_0420,source_0116,SOURCED_FROM
guide_0421,source_0116,SOURCED_FROM
guide_0422,source_0015,SOURCED_FROM
guide_0423,source_0116,SOURCED_FROM
guide_0424,source_0064,SOURCED_FROM
guide_0425,source_0097,SOURCED_FROM
guide_0426,source_0015,SOURCED_FROM
guide_0427,source_0097,SOURCED_FROM
guide_0428,source_0116,SOURCED_FROM
guide_0429,source_0116,SOURCED_FROM
guide_0430,source_0015,SOURCED_FROM
guide_0431,source_0116,SOURCED_FROM
guide_0432,source_0126,SOURCED_FROM
guide_0433,source_0126,SOURCED_FROM
guide_0434,source_0015,SOURCED_FROM
guide_0435,source_0126,SOURCED_FROM
guide_0436,source_0127,SOURCED_FROM
guide_0437,source_0127,SOURCED_FROM
guide_0438,source_0015,SOURCED_FROM
guide_0439,source_0127,SOURCED_FROM
guide_0440,source_0128,SOURCED_FROM
guide_0441,source_0128,SOURCED_FROM
guide_0442,source_0015,SOURCED_FROM
guide_0443,source_0128,SOURCED_FROM
guide_0444,source_0129,SOURCED_FROM
guide_0445,source_0129,SOURCED_FROM
guide_0446,source_0015,SOURCED_FROM
guide_0447,source_0129,SOURCED_FROM
guide_0448,source_0130,SOURCED_FROM
guide_0449,source_0130,SOURCED_FROM
guide_0450,source_0015,SOURCED_FROM
guide_0451,source_0130,SOURCED_FROM
guide_0452,source_0064,SOURCED_FROM
guide_0453,source_0132,SOURCED_FROM
guide_0454,source_0015,SOURCED_FROM
guide_0455,source_0132,SOURCED_FROM
guide_0456,source_0133,SOURCED_FROM
guide_0457,source_0133,SOURCED_FROM
guide_0458,source_0015,SOURCED_FROM
guide_0459,source_0133,SOURCED_FROM
guide_0460,source_0135,SOURCED_FROM
guide_0461,source_0135,SOURCED_FROM
guide_0462,source_0135,SOURCED_FROM
guide_0463,source_0135,SOURCED_FROM
guide_0464,source_0137,SOURCED_FROM
guide_0465,source_0137,SOURCED_FROM
guide_0466,source_0138,SOURCED_FROM
guide_0467,source_0137,SOURCED_FROM
guide_0468,source_0135,SOURCED_FROM
guide_0469,source_0135,SOURCED_FROM
guide_0470,source_0135,SOURCED_FROM
guide_0471,source_0135,SOURCED_FROM
guide_0472,source_0139,SOURCED_FROM
guide_0473,source_0139,SOURCED_FROM
guide_0474,source_0140,SOURCED_FROM
guide_0475,source_0139,SOURCED_FROM
guide_0476,source_0135,SOURCED_FROM
guide_0477,source_0135,SOURCED_FROM
guide_0478,source_0135,SOURCED_FROM
guide_0479,source_0135,SOURCED_FROM
guide_0480,source_0135,SOURCED_FROM
guide_0481,source_0135,SOURCED_FROM
guide_0482,source_0135,SOURCED_FROM
guide_0483,source_0135,SOURCED_FROM
guide_0484,source_0135,SOURCED_FROM
guide_0485,source_0135,SOURCED_FROM
guide_0486,source_0135,SOURCED_FROM
guide_0487,source_0135,SOURCED_FROM
guide_0488,source_0135,SOURCED_FROM
guide_0489,source_0135,SOURCED_FROM
guide_0490,source_0135,SOURCED_FROM
guide_0491,source_0135,SOURCED_FROM
guide_0492,source_0135,SOURCED_FROM
guide_0493,source_0135,SOURCED_FROM
guide_0494,source_0135,SOURCED_FROM
guide_0495,source_0135,SOURCED_FROM
guide_0496,source_0141,SOURCED_FROM
guide_0497,source_0141,SOURCED_FROM
guide_0498,source_0142,SOURCED_FROM
guide_0499,source_0141,SOURCED_FROM
guide_0500,source_0143,SOURCED_FROM
guide_0501,source_0143,SOURCED_FROM
guide_0502,source_0142,SOURCED_FROM
guide_0503,source_0143,SOURCED_FROM
guide_0504,source_0135,SOURCED_FROM
guide_0505,source_0135,SOURCED_FROM
guide_0506,source_0135,SOURCED_FROM
guide_0507,source_0135,SOURCED_FROM
guide_0508,source_0135,SOURCED_FROM
guide_0509,source_0135,SOURCED_FROM
guide_0510,source_0135,SOURCED_FROM
guide_0511,source_0135,SOURCED_FROM
guide_0512,source_0144,SOURCED_FROM
guide_0513,source_0144,SOURCED_FROM
guide_0514,source_0142,SOURCED_FROM
guide_0515,source_0144,SOURCED_FROM
guide_0516,source_0135,SOURCED_FROM
guide_0517,source_0135,SOURCED_FROM
guide_0518,source_0135,SOURCED_FROM
guide_0519,source_0135,SOURCED_FROM
guide_0520,source_0135,SOURCED_FROM
guide_0521,source_0135,SOURCED_FROM
guide_0522,source_0135,SOURCED_FROM
guide_0523,source_0135,SOURCED_FROM
guide_0524,source_0135,SOURCED_FROM
guide_0525,source_0135,SOURCED_FROM
guide_0526,source_0135,SOURCED_FROM
guide_0527,source_0135,SOURCED_FROM
guide_0528,source_0135,SOURCED_FROM
guide_0529,source_0135,SOURCED_FROM
guide_0530,source_0135,SOURCED_FROM
guide_0531,source_0135,SOURCED_FROM
guide_0532,source_0135,SOURCED_FROM
guide_0533,source_0135,SOURCED_FROM
guide_0534,source_0135,SOURCED_FROM
guide_0535,source_0135,SOURCED_FROM
guide_0536,source_0142,SOURCED_FROM
guide_0537,source_0142,SOURCED_FROM
guide_0538,source_0142,SOURCED_FROM
guide_0539,source_0142,SOURCED_FROM
guide_0540,source_0147,SOURCED_FROM
guide_0541,source_0147,SOURCED_FROM
guide_0542,source_0148,SOURCED_FROM
guide_0543,source_0147,SOURCED_FROM
guide_0544,source_0149,SOURCED_FROM
guide_0545,source_0149,SOURCED_FROM
guide_0546,source_0142,SOURCED_FROM
guide_0547,source_0149,SOURCED_FROM
guide_0548,source_0135,SOURCED_FROM
guide_0549,source_0135,SOURCED_FROM
guide_0550,source_0135,SOURCED_FROM
guide_0551,source_0135,SOURCED_FROM
guide_0552,source_0150,SOURCED_FROM
guide_0553,source_0150,SOURCED_FROM
guide_0554,source_0148,SOURCED_FROM
guide_0555,source_0150,SOURCED_FROM
guide_0556,source_0151,SOURCED_FROM
guide_0557,source_0151,SOURCED_FROM
guide_0558,source_0142,SOURCED_FROM
guide_0559,source_0151,SOURCED_FROM
guide_0560,source_0135,SOURCED_FROM
guide_0561,source_0135,SOURCED_FROM
guide_0562,source_0135,SOURCED_FROM
guide_0563,source_0135,SOURCED_FROM
guide_0564,source_0135,SOURCED_FROM
guide_0565,source_0135,SOURCED_FROM
guide_0566,source_0135,SOURCED_FROM
guide_0567,source_0135,SOURCED_FROM
guide_0568,source_0135,SOURCED_FROM
guide_0569,source_0135,SOURCED_FROM
guide_0570,source_0135,SOURCED_FROM
guide_0571,source_0135,SOURCED_FROM
guide_0572,source_0135,SOURCED_FROM
guide_0573,source_0135,SOURCED_FROM
guide_0574,source_0135,SOURCED_FROM
guide_0575,source_0135,SOURCED_FROM
guide_0576,source_0135,SOURCED_FROM
guide_0577,source_0135,SOURCED_FROM
guide_0578,source_0135,SOURCED_FROM
guide_0579,source_0135,SOURCED_FROM
guide_0580,source_0152,SOURCED_FROM
guide_0581,source_0152,SOURCED_FROM
guide_0582,source_0142,SOURCED_FROM
guide_0583,source_0152,SOURCED_FROM
guide_0584,source_0153,SOURCED_FROM
guide_0585,source_0153,SOURCED_FROM
guide_0586,source_0142,SOURCED_FROM
guide_0587,source_0153,SOURCED_FROM
guide_0588,source_0135,SOURCED_FROM
guide_0589,source_0135,SOURCED_FROM
guide_0590,source_0135,SOURCED_FROM
guide_0591,source_0135,SOURCED_FROM
guide_0592,source_0135,SOURCED_FROM
guide_0593,source_0135,SOURCED_FROM
guide_0594,source_0135,SOURCED_FROM
guide_0595,source_0135,SOURCED_FROM
guide_0596,source_0135,SOURCED_FROM
guide_0597,source_0135,SOURCED_FROM
guide_0598,source_0135,SOURCED_FROM
guide_0599,source_0135,SOURCED_FROM
guide_0600,source_0135,SOURCED_FROM
guide_0601,source_0135,SOURCED_FROM
guide_0602,source_0135,SOURCED_FROM
guide_0603,source_0135,SOURCED_FROM
guide_0604,source_0154,SOURCED_FROM
guide_0605,source_0154,SOURCED_FROM
guide_0606,source_0155,SOURCED_FROM
guide_0607,source_0154,SOURCED_FROM
guide_0608,source_0135,SOURCED_FROM
guide_0609,source_0135,SOURCED_FROM
guide_0610,source_0135,SOURCED_FROM
guide_0611,source_0135,SOURCED_FROM
guide_0612,source_0013,SOURCED_FROM
guide_0613,source_0013,SOURCED_FROM
guide_0614,source_0013,SOURCED_FROM
guide_0615,source_0013,SOURCED_FROM
guide_0616,source_0156,SOURCED_FROM
guide_0617,source_0156,SOURCED_FROM
guide_0618,source_0156,SOURCED_FROM
guide_0619,source_0156,SOURCED_FROM
guide_0620,source_0013,SOURCED_FROM
guide_0621,source_0013,SOURCED_FROM
guide_0622,source_0013,SOURCED_FROM
guide_0623,source_0013,SOURCED_FROM
guide_0624,source_0135,SOURCED_FROM
guide_0625,source_0135,SOURCED_FROM
guide_0626,source_0135,SOURCED_FROM
guide_0627,source_0135,SOURCED_FROM
guide_0628,source_0135,SOURCED_FROM
guide_0629,source_0135,SOURCED_FROM
guide_0630,source_0135,SOURCED_FROM
guide_0631,source_0135,SOURCED_FROM
guide_0632,source_0135,SOURCED_FROM
guide_0633,source_0135,SOURCED_FROM
guide_0634,source_0135,SOURCED_FROM
guide_0635,source_0135,SOURCED_FROM
guide_0636,source_0013,SOURCED_FROM
guide_0637,source_0013,SOURCED_FROM
guide_0638,source_0013,SOURCED_FROM
guide_0639,source_0013,SOURCED_FROM
guide_0640,source_0013,SOURCED_FROM
guide_0641,source_0013,SOURCED_FROM
guide_0642,source_0013,SOURCED_FROM
guide_0643,source_0013,SOURCED_FROM
guide_0644,source_0157,SOURCED_FROM
guide_0645,source_0158,SOURCED_FROM
guide_0646,source_0157,SOURCED_FROM
guide_0647,source_0157,SOURCED_FROM
guide_0648,source_0157,SOURCED_FROM
guide_0649,source_0157,SOURCED_FROM
guide_0650,source_0157,SOURCED_FROM
guide_0651,source_0157,SOURCED_FROM
guide_0652,source_0135,SOURCED_FROM
guide_0653,source_0135,SOURCED_FROM
guide_0654,source_0159,SOURCED_FROM
guide_0655,source_0135,SOURCED_FROM
guide_0656,source_0157,SOURCED_FROM
guide_0657,source_0158,SOURCED_FROM
guide_0658,source_0157,SOURCED_FROM
guide_0659,source_0157,SOURCED_FROM
guide_0660,source_0135,SOURCED_FROM
guide_0661,source_0135,SOURCED_FROM
guide_0662,source_0135,SOURCED_FROM
guide_0663,source_0135,SOURCED_FROM
guide_0664,source_0157,SOURCED_FROM
guide_0665,source_0157,SOURCED_FROM
