guide_id,ingredient_id,ingredient_name,type,content
guide_0797,ingredient_0350,돼지등갈비,보관,"돼지고기는 얇게 썬 단면이 넓어 상하기 쉬우므로 종이타월로 수분을 한 번 닦아 내고 100g씩 나누어 밀봉해서 보관하면 쉽게 상하지 않는다. 두껍게 썬 고기는 식초와 식용유를 같은 비율로 섞어 고기에 바른 다음 랩이나 비닐을 끼우고 평평한 그릇에 보관한다. 다진 고기는 구입 즉시 종이 타월로 꼭꼭 눌러 물기를 제거하고 랩이나 지퍼 팩에 밀봉해서 보관한다.

포장된 햄과 소시지는 상온에서 1~3개월 정도 두어도 괜찮으나 위생적인 면을 고려해 저온 저장한다.

남은 햄이나 소시지는 빨리 먹는 것이 좋고, 칼로 썬 햄이나 소시지는 랩으로 여러 겹 싸서 공기를 완전히 차단한다. 돼지고기는 쇠고기에 비해 보존성이 떨어지므로 얇게 다진 고기 등은 빨리 이용해야 한다. 만약 남는 양이 있으면 밀봉하여 냉동이나 특선실에서 보존한다.

냉장 보존 기간은 슬라이스는 3일, 블록은 5일 정도이다. '쇠고기는 밖으로부터, 돼지고기는 안으로부터 변질된다'라고 말해진다. 냉동하는 경우 냉동고의 온도는 마이너스 15℃ 이하, 가능하면 18℃ 이하에 보존하는 것이 좋다.

품질 저하가 일어나기 쉽기 때문에 냉동 보존 기간은 1개월 정도가 기준이다. 블록육은 어는 데 시간이 걸리므로 냉동에는 그다지 적합하지 않다. 그럼에도 냉동하는 경우는 5cm 정도 두께로 잘라 빈틈없이 랩을 걸쳐 알루미늄 호일 등으로 싸고 나서 냉동 팩에 넣어 보존한다."
guide_0798,ingredient_0350,돼지등갈비,손질,"돼지고기는 손으로 만지는 것보다는 젓가락을 이용하는 것이 세균 감염을 줄이는 방법이다.

햄 등은 공기와 접촉하면 그 부분이 말라서 딱딱해지므로 사용하고 남은 햄은 반드시 비닐봉지에 담아 두어야 한다. 소시지는 끓는 물에 살짝 데쳐 기름기를 제거한 후 섭취하면 좋다."
guide_0799,ingredient_0350,돼지등갈비,신선도체크,"돼지고기는 변색된 부위가 없고 지방이 근육 사이에 적당히 분포되어 있으며 조직이 탄력적이어야 한다. 주변에 드립이 보이지 않고 다즙이 많으며 연하고 이취가 없어야 한다.

숯불이나 석쇠 구이는 6~8mm 다소 두꺼운 것을, 철판 솥뚜껑, 후라이팬 구이는 3~5mm 다소 얇게 썬 것을 선택한다. 수육용은 삼겹살이나 목심, 앞다리와 쫄깃한 조직감이 적당한 사태살도 좋다. 간장조림용은 안심 부위, 뒷다리 부위 또는 사태살을 선택한다.

돈까스용은 등심살 부위가 적합하며 뒷다리 부위의 살코기도 이용한다. 찌개용은 잔여육을 이용하는 것이 가장 적합하다.

햄은 손가락으로 눌러보아 탄력이 있고 겉에 곰팡이나 점액 등이 붙어있지 않으며 제조연월이 최근인 것을 고른다. 포장이 터졌거나 오래된 것은 피하고 훈연색이 고르고 윤기가 흐르는 것이 좋다. 소시지는 깨끗한 연분홍색으로 빛깔이 선명한 것이 좋다.

엷은 선홍색이나 밝은 미홍색을 띠는 것이 좋으며 육색이 창백하거나 암적색이 아니어야 한다. 또한 고기에 탄력이 있고 윤기가 나면서 지방색은 희고 단단한 것이 좋다. 변색 부위가 없고 신선하며 지방이 근육 사이에 적당히 분포되어 있는 것을 선택한다."
guide_0800,ingredient_0351,돼지목살,보관,"돼지고기는 얇게 썬 단면이 넓어 상하기 쉬우므로 종이타월로 수분을 한 번 닦아 내고 100g씩 나누어 밀봉해서 보관하면 쉽게 상하지 않는다. 두껍게 썬 고기는 식초와 식용유를 같은 비율로 섞어 고기에 바른 다음 랩이나 비닐을 끼우고 평평한 그릇에 보관한다. 다진 고기는 구입 즉시 종이 타월로 꼭꼭 눌러 물기를 제거하고 랩이나 지퍼 팩에 밀봉해서 보관한다.

포장된 햄과 소시지는 상온에서 1~3개월 정도 두어도 괜찮으나 위생적인 면을 고려해 저온 저장한다.

남은 햄이나 소시지는 빨리 먹는 것이 좋고, 칼로 썬 햄이나 소시지는 랩으로 여러 겹 싸서 공기를 완전히 차단한다. 돼지고기는 쇠고기에 비해 보존성이 떨어지므로 얇게 다진 고기 등은 빨리 이용해야 한다. 만약 남는 양이 있으면 밀봉하여 냉동이나 특선실에서 보존한다.

냉장 보존 기간은 슬라이스는 3일, 블록은 5일 정도이다. '쇠고기는 밖으로부터, 돼지고기는 안으로부터 변질된다'라고 말해진다. 냉동하는 경우 냉동고의 온도는 마이너스 15℃ 이하, 가능하면 18℃ 이하에 보존하는 것이 좋다.

품질 저하가 일어나기 쉽기 때문에 냉동 보존 기간은 1개월 정도가 기준이다. 블록육은 어는 데 시간이 걸리므로 냉동에는 그다지 적합하지 않다. 그럼에도 냉동하는 경우는 5cm 정도 두께로 잘라 빈틈없이 랩을 걸쳐 알루미늄 호일 등으로 싸고 나서 냉동 팩에 넣어 보존한다."
guide_0801,ingredient_0351,돼지목살,손질,"돼지고기는 손으로 만지는 것보다는 젓가락을 이용하는 것이 세균 감염을 줄이는 방법이다.

햄 등은 공기와 접촉하면 그 부분이 말라서 딱딱해지므로 사용하고 남은 햄은 반드시 비닐봉지에 담아 두어야 한다. 소시지는 끓는 물에 살짝 데쳐 기름기를 제거한 후 섭취하면 좋다."
guide_0802,ingredient_0351,돼지목살,신선도체크,"돼지고기는 변색된 부위가 없고 지방이 근육 사이에 적당히 분포되어 있으며 조직이 탄력적이어야 한다. 주변에 드립이 보이지 않고 다즙이 많으며 연하고 이취가 없어야 한다.

숯불이나 석쇠 구이는 6~8mm 다소 두꺼운 것을, 철판 솥뚜껑, 후라이팬 구이는 3~5mm 다소 얇게 썬 것을 선택한다. 수육용은 삼겹살이나 목심, 앞다리와 쫄깃한 조직감이 적당한 사태살도 좋다. 간장조림용은 안심 부위, 뒷다리 부위 또는 사태살을 선택한다.

돈까스용은 등심살 부위가 적합하며 뒷다리 부위의 살코기도 이용한다. 찌개용은 잔여육을 이용하는 것이 가장 적합하다.

햄은 손가락으로 눌러보아 탄력이 있고 겉에 곰팡이나 점액 등이 붙어있지 않으며 제조연월이 최근인 것을 고른다. 포장이 터졌거나 오래된 것은 피하고 훈연색이 고르고 윤기가 흐르는 것이 좋다. 소시지는 깨끗한 연분홍색으로 빛깔이 선명한 것이 좋다.

엷은 선홍색이나 밝은 미홍색을 띠는 것이 좋으며 육색이 창백하거나 암적색이 아니어야 한다. 또한 고기에 탄력이 있고 윤기가 나면서 지방색은 희고 단단한 것이 좋다. 변색 부위가 없고 신선하며 지방이 근육 사이에 적당히 분포되어 있는 것을 선택한다."
guide_0803,ingredient_0352,삼겹살,보관,"돼지고기는 얇게 썬 단면이 넓어 상하기 쉬우므로 종이타월로 수분을 한 번 닦아 내고 100g씩 나누어 밀봉해서 보관하면 쉽게 상하지 않는다. 두껍게 썬 고기는 식초와 식용유를 같은 비율로 섞어 고기에 바른 다음 랩이나 비닐을 끼우고 평평한 그릇에 보관한다. 다진 고기는 구입 즉시 종이 타월로 꼭꼭 눌러 물기를 제거하고 랩이나 지퍼 팩에 밀봉해서 보관한다.

포장된 햄과 소시지는 상온에서 1~3개월 정도 두어도 괜찮으나 위생적인 면을 고려해 저온 저장한다.

남은 햄이나 소시지는 빨리 먹는 것이 좋고, 칼로 썬 햄이나 소시지는 랩으로 여러 겹 싸서 공기를 완전히 차단한다. 돼지고기는 쇠고기에 비해 보존성이 떨어지므로 얇게 다진 고기 등은 빨리 이용해야 한다. 만약 남는 양이 있으면 밀봉하여 냉동이나 특선실에서 보존한다.

냉장 보존 기간은 슬라이스는 3일, 블록은 5일 정도이다. '쇠고기는 밖으로부터, 돼지고기는 안으로부터 변질된다'라고 말해진다. 냉동하는 경우 냉동고의 온도는 마이너스 15℃ 이하, 가능하면 18℃ 이하에 보존하는 것이 좋다.

품질 저하가 일어나기 쉽기 때문에 냉동 보존 기간은 1개월 정도가 기준이다. 블록육은 어는 데 시간이 걸리므로 냉동에는 그다지 적합하지 않다. 그럼에도 냉동하는 경우는 5cm 정도 두께로 잘라 빈틈없이 랩을 걸쳐 알루미늄 호일 등으로 싸고 나서 냉동 팩에 넣어 보존한다."
guide_0804,ingredient_0352,삼겹살,손질,"돼지고기는 손으로 만지는 것보다는 젓가락을 이용하는 것이 세균 감염을 줄이는 방법이다.

햄 등은 공기와 접촉하면 그 부분이 말라서 딱딱해지므로 사용하고 남은 햄은 반드시 비닐봉지에 담아 두어야 한다. 소시지는 끓는 물에 살짝 데쳐 기름기를 제거한 후 섭취하면 좋다."
guide_0805,ingredient_0352,삼겹살,신선도체크,"돼지고기는 변색된 부위가 없고 지방이 근육 사이에 적당히 분포되어 있으며 조직이 탄력적이어야 한다. 주변에 드립이 보이지 않고 다즙이 많으며 연하고 이취가 없어야 한다.

숯불이나 석쇠 구이는 6~8mm 다소 두꺼운 것을, 철판 솥뚜껑, 후라이팬 구이는 3~5mm 다소 얇게 썬 것을 선택한다. 수육용은 삼겹살이나 목심, 앞다리와 쫄깃한 조직감이 적당한 사태살도 좋다. 간장조림용은 안심 부위, 뒷다리 부위 또는 사태살을 선택한다.

돈까스용은 등심살 부위가 적합하며 뒷다리 부위의 살코기도 이용한다. 찌개용은 잔여육을 이용하는 것이 가장 적합하다.

햄은 손가락으로 눌러보아 탄력이 있고 겉에 곰팡이나 점액 등이 붙어있지 않으며 제조연월이 최근인 것을 고른다. 포장이 터졌거나 오래된 것은 피하고 훈연색이 고르고 윤기가 흐르는 것이 좋다. 소시지는 깨끗한 연분홍색으로 빛깔이 선명한 것이 좋다.

엷은 선홍색이나 밝은 미홍색을 띠는 것이 좋으며 육색이 창백하거나 암적색이 아니어야 한다. 또한 고기에 탄력이 있고 윤기가 나면서 지방색은 희고 단단한 것이 좋다. 변색 부위가 없고 신선하며 지방이 근육 사이에 적당히 분포되어 있는 것을 선택한다."
guide_0806,ingredient_0353,돼지항정살,보관,"돼지고기는 얇게 썬 단면이 넓어 상하기 쉬우므로 종이타월로 수분을 한 번 닦아 내고 100g씩 나누어 밀봉해서 보관하면 쉽게 상하지 않는다. 두껍게 썬 고기는 식초와 식용유를 같은 비율로 섞어 고기에 바른 다음 랩이나 비닐을 끼우고 평평한 그릇에 보관한다. 다진 고기는 구입 즉시 종이 타월로 꼭꼭 눌러 물기를 제거하고 랩이나 지퍼 팩에 밀봉해서 보관한다.

포장된 햄과 소시지는 상온에서 1~3개월 정도 두어도 괜찮으나 위생적인 면을 고려해 저온 저장한다.

남은 햄이나 소시지는 빨리 먹는 것이 좋고, 칼로 썬 햄이나 소시지는 랩으로 여러 겹 싸서 공기를 완전히 차단한다. 돼지고기는 쇠고기에 비해 보존성이 떨어지므로 얇게 다진 고기 등은 빨리 이용해야 한다. 만약 남는 양이 있으면 밀봉하여 냉동이나 특선실에서 보존한다.

냉장 보존 기간은 슬라이스는 3일, 블록은 5일 정도이다. '쇠고기는 밖으로부터, 돼지고기는 안으로부터 변질된다'라고 말해진다. 냉동하는 경우 냉동고의 온도는 마이너스 15℃ 이하, 가능하면 18℃ 이하에 보존하는 것이 좋다.

품질 저하가 일어나기 쉽기 때문에 냉동 보존 기간은 1개월 정도가 기준이다. 블록육은 어는 데 시간이 걸리므로 냉동에는 그다지 적합하지 않다. 그럼에도 냉동하는 경우는 5cm 정도 두께로 잘라 빈틈없이 랩을 걸쳐 알루미늄 호일 등으로 싸고 나서 냉동 팩에 넣어 보존한다."
guide_0807,ingredient_0353,돼지항정살,손질,"돼지고기는 손으로 만지는 것보다는 젓가락을 이용하는 것이 세균 감염을 줄이는 방법이다.

햄 등은 공기와 접촉하면 그 부분이 말라서 딱딱해지므로 사용하고 남은 햄은 반드시 비닐봉지에 담아 두어야 한다. 소시지는 끓는 물에 살짝 데쳐 기름기를 제거한 후 섭취하면 좋다."
guide_0808,ingredient_0353,돼지항정살,신선도체크,"돼지고기는 변색된 부위가 없고 지방이 근육 사이에 적당히 분포되어 있으며 조직이 탄력적이어야 한다. 주변에 드립이 보이지 않고 다즙이 많으며 연하고 이취가 없어야 한다.

숯불이나 석쇠 구이는 6~8mm 다소 두꺼운 것을, 철판 솥뚜껑, 후라이팬 구이는 3~5mm 다소 얇게 썬 것을 선택한다. 수육용은 삼겹살이나 목심, 앞다리와 쫄깃한 조직감이 적당한 사태살도 좋다. 간장조림용은 안심 부위, 뒷다리 부위 또는 사태살을 선택한다.

돈까스용은 등심살 부위가 적합하며 뒷다리 부위의 살코기도 이용한다. 찌개용은 잔여육을 이용하는 것이 가장 적합하다.

햄은 손가락으로 눌러보아 탄력이 있고 겉에 곰팡이나 점액 등이 붙어있지 않으며 제조연월이 최근인 것을 고른다. 포장이 터졌거나 오래된 것은 피하고 훈연색이 고르고 윤기가 흐르는 것이 좋다. 소시지는 깨끗한 연분홍색으로 빛깔이 선명한 것이 좋다.

엷은 선홍색이나 밝은 미홍색을 띠는 것이 좋으며 육색이 창백하거나 암적색이 아니어야 한다. 또한 고기에 탄력이 있고 윤기가 나면서 지방색은 희고 단단한 것이 좋다. 변색 부위가 없고 신선하며 지방이 근육 사이에 적당히 분포되어 있는 것을 선택한다."
guide_0809,ingredient_0354,등심,보관,"얇게 썬 소고기나 돼지고기는 단면이 넓어 상하기 쉽다.

구입 후 즉시 요리하지 않을 때는 종이타월로 수분을 닦아내고 100g씩 나누어 밀봉해 보관하면 쉽게 상하지 않는다. 손질할 때는 손으로 만지기보다 젓가락을 이용해 세균 감염을 줄인다. 냉장 보관 시에는 랩을 씌운 상태로 냉장고 냉기 분출구 입구에 보관하면 2~3일 정도 보관 가능하며, 양념한 후 가열해 완전히 익힌 뒤 밀봉해 보관하면 4~5일 보관할 수 있다.

냉동 보관 시에는 고기가 서로 달라붙지 않도록 겹겹이 랩이나 비닐을 깔고 고기를 올린 뒤 다시 랩으로 밀봉하면 3주 정도 보관 가능하며, 고기 모양이 우그러지지 않도록 바닥이 평평한 그릇에 담아 보관하면 좋다. 두껍게 썬 소고기나 돼지고기는 냉장 보관 시 구입 즉시 조리하는 것이 가장 좋으나 냉장 보관해야 할 경우 1~2일을 넘기지 않도록 한다.

보관 전 식초와 식용유를 같은 비율로 섞어 고기에 바른 뒤 랩으로 밀봉하고 밀폐용기에 보관하면 3일 정도 냉장 보관 가능하다. 고기를 여러 장 겹쳐 보관하면 겹친 부분의 색이 검게 변하므로 고기 사이에 랩이나 비닐을 끼워 보관한다. 냉동 보관 시에는 쾌속 냉동하면 2주일 정도 맛이 유지된다.

냉동하기 전 고기에 기름을 바르면 해동 시 육즙이 덜 흘러나와 맛이 좋다."
guide_0810,ingredient_0354,등심,손질,"근육 조직의 수분은 -1℃에서 얼기 시작해 -5℃에서 동결 가능한 수분의 80%, -30℃에서는 90%가 동결된다.

동결 시 단백질 변성과 세포 기능 손상이 생기며, 해동하면 액체가 근육 조직에서 분리되어 육즙(drip)이 나온다. 육즙 발생은 중량 감소뿐 아니라 단백질, 비타민, 무기물 등의 영양 손실도 크다. 근육 조직이 동결될 때 세포 사이에 빙결정이 형성되는데 -1℃에서 -7℃를 통과하는 시간이 길수록 빙결정 크기가 커지고, 빙결정이 클수록 해동 시 육즙 발생이 많아진다.

따라서 고기를 냉동할 때는 급속 동결해야 육즙 발생을 줄일 수 있다.

씹을 때 적당히 배어 나오는 수분은 미각을 자극하고 식욕을 돋우는데 얼렸다 녹인 고기는 육즙이 빠져나가 수분이 줄어들어 씹을 때 퍽퍽한 느낌을 준다."
guide_0811,ingredient_0354,등심,신선도체크,"밝은 선홍색의 고기색과 유백색의 지방색, 섬세하면서 탄력 있는 고기결로 판단한다. 고기는 필요한 만큼 소량씩 구입하며 육질 등급은 원산지, 가격과 기호에 따라 선택한다. 한우고기는 도체 표면의 붉은색 도장 위생검사 도장으로 구분하고 식육소매점 진열장에서 개시한 등급판정 확인서로 생산일자, 품종 및 육질등급을 확인하고 구매한다."
guide_0812,ingredient_0355,소고기,보관,"얇게 썬 소고기나 돼지고기는 단면이 넓어 상하기 쉽다.

구입 후 즉시 요리하지 않을 때는 종이타월로 수분을 닦아내고 100g씩 나누어 밀봉해 보관하면 쉽게 상하지 않는다. 손질할 때는 손으로 만지기보다 젓가락을 이용해 세균 감염을 줄인다. 냉장 보관 시에는 랩을 씌운 상태로 냉장고 냉기 분출구 입구에 보관하면 2~3일 정도 보관 가능하며, 양념한 후 가열해 완전히 익힌 뒤 밀봉해 보관하면 4~5일 보관할 수 있다.

냉동 보관 시에는 고기가 서로 달라붙지 않도록 겹겹이 랩이나 비닐을 깔고 고기를 올린 뒤 다시 랩으로 밀봉하면 3주 정도 보관 가능하며, 고기 모양이 우그러지지 않도록 바닥이 평평한 그릇에 담아 보관하면 좋다. 두껍게 썬 소고기나 돼지고기는 냉장 보관 시 구입 즉시 조리하는 것이 가장 좋으나 냉장 보관해야 할 경우 1~2일을 넘기지 않도록 한다.

보관 전 식초와 식용유를 같은 비율로 섞어 고기에 바른 뒤 랩으로 밀봉하고 밀폐용기에 보관하면 3일 정도 냉장 보관 가능하다. 고기를 여러 장 겹쳐 보관하면 겹친 부분의 색이 검게 변하므로 고기 사이에 랩이나 비닐을 끼워 보관한다. 냉동 보관 시에는 쾌속 냉동하면 2주일 정도 맛이 유지된다.

냉동하기 전 고기에 기름을 바르면 해동 시 육즙이 덜 흘러나와 맛이 좋다."
guide_0813,ingredient_0355,소고기,손질,"근육 조직의 수분은 -1℃에서 얼기 시작해 -5℃에서 동결 가능한 수분의 80%, -30℃에서는 90%가 동결된다.

동결 시 단백질 변성과 세포 기능 손상이 생기며, 해동하면 액체가 근육 조직에서 분리되어 육즙(drip)이 나온다. 육즙 발생은 중량 감소뿐 아니라 단백질, 비타민, 무기물 등의 영양 손실도 크다. 근육 조직이 동결될 때 세포 사이에 빙결정이 형성되는데 -1℃에서 -7℃를 통과하는 시간이 길수록 빙결정 크기가 커지고, 빙결정이 클수록 해동 시 육즙 발생이 많아진다.

따라서 고기를 냉동할 때는 급속 동결해야 육즙 발생을 줄일 수 있다.

씹을 때 적당히 배어 나오는 수분은 미각을 자극하고 식욕을 돋우는데 얼렸다 녹인 고기는 육즙이 빠져나가 수분이 줄어들어 씹을 때 퍽퍽한 느낌을 준다."
guide_0814,ingredient_0355,소고기,신선도체크,"밝은 선홍색의 고기색과 유백색의 지방색, 섬세하면서 탄력 있는 고기결로 판단한다. 고기는 필요한 만큼 소량씩 구입하며 육질 등급은 원산지, 가격과 기호에 따라 선택한다. 한우고기는 도체 표면의 붉은색 도장 위생검사 도장으로 구분하고 식육소매점 진열장에서 개시한 등급판정 확인서로 생산일자, 품종 및 육질등급을 확인하고 구매한다."
guide_0815,ingredient_0356,소부채살,보관,"얇게 썬 소고기나 돼지고기는 단면이 넓어 상하기 쉽다.

구입 후 즉시 요리하지 않을 때는 종이타월로 수분을 닦아내고 100g씩 나누어 밀봉해 보관하면 쉽게 상하지 않는다. 손질할 때는 손으로 만지기보다 젓가락을 이용해 세균 감염을 줄인다. 냉장 보관 시에는 랩을 씌운 상태로 냉장고 냉기 분출구 입구에 보관하면 2~3일 정도 보관 가능하며, 양념한 후 가열해 완전히 익힌 뒤 밀봉해 보관하면 4~5일 보관할 수 있다.

냉동 보관 시에는 고기가 서로 달라붙지 않도록 겹겹이 랩이나 비닐을 깔고 고기를 올린 뒤 다시 랩으로 밀봉하면 3주 정도 보관 가능하며, 고기 모양이 우그러지지 않도록 바닥이 평평한 그릇에 담아 보관하면 좋다. 두껍게 썬 소고기나 돼지고기는 냉장 보관 시 구입 즉시 조리하는 것이 가장 좋으나 냉장 보관해야 할 경우 1~2일을 넘기지 않도록 한다.

보관 전 식초와 식용유를 같은 비율로 섞어 고기에 바른 뒤 랩으로 밀봉하고 밀폐용기에 보관하면 3일 정도 냉장 보관 가능하다. 고기를 여러 장 겹쳐 보관하면 겹친 부분의 색이 검게 변하므로 고기 사이에 랩이나 비닐을 끼워 보관한다. 냉동 보관 시에는 쾌속 냉동하면 2주일 정도 맛이 유지된다.

냉동하기 전 고기에 기름을 바르면 해동 시 육즙이 덜 흘러나와 맛이 좋다."
guide_0816,ingredient_0356,소부채살,손질,"근육 조직의 수분은 -1℃에서 얼기 시작해 -5℃에서 동결 가능한 수분의 80%, -30℃에서는 90%가 동결된다.

동결 시 단백질 변성과 세포 기능 손상이 생기며, 해동하면 액체가 근육 조직에서 분리되어 육즙(drip)이 나온다. 육즙 발생은 중량 감소뿐 아니라 단백질, 비타민, 무기물 등의 영양 손실도 크다. 근육 조직이 동결될 때 세포 사이에 빙결정이 형성되는데 -1℃에서 -7℃를 통과하는 시간이 길수록 빙결정 크기가 커지고, 빙결정이 클수록 해동 시 육즙 발생이 많아진다.

따라서 고기를 냉동할 때는 급속 동결해야 육즙 발생을 줄일 수 있다.

씹을 때 적당히 배어 나오는 수분은 미각을 자극하고 식욕을 돋우는데 얼렸다 녹인 고기는 육즙이 빠져나가 수분이 줄어들어 씹을 때 퍽퍽한 느낌을 준다."
guide_0817,ingredient_0356,소부채살,신선도체크,"밝은 선홍색의 고기색과 유백색의 지방색, 섬세하면서 탄력 있는 고기결로 판단한다. 고기는 필요한 만큼 소량씩 구입하며 육질 등급은 원산지, 가격과 기호에 따라 선택한다. 한우고기는 도체 표면의 붉은색 도장 위생검사 도장으로 구분하고 식육소매점 진열장에서 개시한 등급판정 확인서로 생산일자, 품종 및 육질등급을 확인하고 구매한다."
guide_0818,ingredient_0357,소살치살,보관,"얇게 썬 소고기나 돼지고기는 단면이 넓어 상하기 쉽다.

구입 후 즉시 요리하지 않을 때는 종이타월로 수분을 닦아내고 100g씩 나누어 밀봉해 보관하면 쉽게 상하지 않는다. 손질할 때는 손으로 만지기보다 젓가락을 이용해 세균 감염을 줄인다. 냉장 보관 시에는 랩을 씌운 상태로 냉장고 냉기 분출구 입구에 보관하면 2~3일 정도 보관 가능하며, 양념한 후 가열해 완전히 익힌 뒤 밀봉해 보관하면 4~5일 보관할 수 있다.

냉동 보관 시에는 고기가 서로 달라붙지 않도록 겹겹이 랩이나 비닐을 깔고 고기를 올린 뒤 다시 랩으로 밀봉하면 3주 정도 보관 가능하며, 고기 모양이 우그러지지 않도록 바닥이 평평한 그릇에 담아 보관하면 좋다. 두껍게 썬 소고기나 돼지고기는 냉장 보관 시 구입 즉시 조리하는 것이 가장 좋으나 냉장 보관해야 할 경우 1~2일을 넘기지 않도록 한다.

보관 전 식초와 식용유를 같은 비율로 섞어 고기에 바른 뒤 랩으로 밀봉하고 밀폐용기에 보관하면 3일 정도 냉장 보관 가능하다. 고기를 여러 장 겹쳐 보관하면 겹친 부분의 색이 검게 변하므로 고기 사이에 랩이나 비닐을 끼워 보관한다. 냉동 보관 시에는 쾌속 냉동하면 2주일 정도 맛이 유지된다.

냉동하기 전 고기에 기름을 바르면 해동 시 육즙이 덜 흘러나와 맛이 좋다."
guide_0819,ingredient_0357,소살치살,손질,"근육 조직의 수분은 -1℃에서 얼기 시작해 -5℃에서 동결 가능한 수분의 80%, -30℃에서는 90%가 동결된다.

동결 시 단백질 변성과 세포 기능 손상이 생기며, 해동하면 액체가 근육 조직에서 분리되어 육즙(drip)이 나온다. 육즙 발생은 중량 감소뿐 아니라 단백질, 비타민, 무기물 등의 영양 손실도 크다. 근육 조직이 동결될 때 세포 사이에 빙결정이 형성되는데 -1℃에서 -7℃를 통과하는 시간이 길수록 빙결정 크기가 커지고, 빙결정이 클수록 해동 시 육즙 발생이 많아진다.

따라서 고기를 냉동할 때는 급속 동결해야 육즙 발생을 줄일 수 있다.

씹을 때 적당히 배어 나오는 수분은 미각을 자극하고 식욕을 돋우는데 얼렸다 녹인 고기는 육즙이 빠져나가 수분이 줄어들어 씹을 때 퍽퍽한 느낌을 준다."
guide_0820,ingredient_0357,소살치살,신선도체크,"밝은 선홍색의 고기색과 유백색의 지방색, 섬세하면서 탄력 있는 고기결로 판단한다. 고기는 필요한 만큼 소량씩 구입하며 육질 등급은 원산지, 가격과 기호에 따라 선택한다. 한우고기는 도체 표면의 붉은색 도장 위생검사 도장으로 구분하고 식육소매점 진열장에서 개시한 등급판정 확인서로 생산일자, 품종 및 육질등급을 확인하고 구매한다."
guide_0821,ingredient_0358,소안심,보관,"얇게 썬 소고기나 돼지고기는 단면이 넓어 상하기 쉽다.

구입 후 즉시 요리하지 않을 때는 종이타월로 수분을 닦아내고 100g씩 나누어 밀봉해 보관하면 쉽게 상하지 않는다. 손질할 때는 손으로 만지기보다 젓가락을 이용해 세균 감염을 줄인다. 냉장 보관 시에는 랩을 씌운 상태로 냉장고 냉기 분출구 입구에 보관하면 2~3일 정도 보관 가능하며, 양념한 후 가열해 완전히 익힌 뒤 밀봉해 보관하면 4~5일 보관할 수 있다.

냉동 보관 시에는 고기가 서로 달라붙지 않도록 겹겹이 랩이나 비닐을 깔고 고기를 올린 뒤 다시 랩으로 밀봉하면 3주 정도 보관 가능하며, 고기 모양이 우그러지지 않도록 바닥이 평평한 그릇에 담아 보관하면 좋다. 두껍게 썬 소고기나 돼지고기는 냉장 보관 시 구입 즉시 조리하는 것이 가장 좋으나 냉장 보관해야 할 경우 1~2일을 넘기지 않도록 한다.

보관 전 식초와 식용유를 같은 비율로 섞어 고기에 바른 뒤 랩으로 밀봉하고 밀폐용기에 보관하면 3일 정도 냉장 보관 가능하다. 고기를 여러 장 겹쳐 보관하면 겹친 부분의 색이 검게 변하므로 고기 사이에 랩이나 비닐을 끼워 보관한다. 냉동 보관 시에는 쾌속 냉동하면 2주일 정도 맛이 유지된다.

냉동하기 전 고기에 기름을 바르면 해동 시 육즙이 덜 흘러나와 맛이 좋다."
guide_0822,ingredient_0358,소안심,손질,"근육 조직의 수분은 -1℃에서 얼기 시작해 -5℃에서 동결 가능한 수분의 80%, -30℃에서는 90%가 동결된다.

동결 시 단백질 변성과 세포 기능 손상이 생기며, 해동하면 액체가 근육 조직에서 분리되어 육즙(drip)이 나온다. 육즙 발생은 중량 감소뿐 아니라 단백질, 비타민, 무기물 등의 영양 손실도 크다. 근육 조직이 동결될 때 세포 사이에 빙결정이 형성되는데 -1℃에서 -7℃를 통과하는 시간이 길수록 빙결정 크기가 커지고, 빙결정이 클수록 해동 시 육즙 발생이 많아진다.

따라서 고기를 냉동할 때는 급속 동결해야 육즙 발생을 줄일 수 있다.

씹을 때 적당히 배어 나오는 수분은 미각을 자극하고 식욕을 돋우는데 얼렸다 녹인 고기는 육즙이 빠져나가 수분이 줄어들어 씹을 때 퍽퍽한 느낌을 준다."
guide_0823,ingredient_0358,소안심,신선도체크,"밝은 선홍색의 고기색과 유백색의 지방색, 섬세하면서 탄력 있는 고기결로 판단한다. 고기는 필요한 만큼 소량씩 구입하며 육질 등급은 원산지, 가격과 기호에 따라 선택한다. 한우고기는 도체 표면의 붉은색 도장 위생검사 도장으로 구분하고 식육소매점 진열장에서 개시한 등급판정 확인서로 생산일자, 품종 및 육질등급을 확인하고 구매한다."
