guide_id,ingredient_id,ingredient_name,type,content
guide_0036,ingredient_0141,감자,보관,"바람이 잘 통하는 곳에 보관하며, 검은 봉지나 신문지, 상자에 넣어 보관한다. 그 안에 사과를 넣으면 감자의 싹트임이 억제된다. 껍질을 깐 감자는 찬물에 담가 물기를 뺀 후 물기를 제거하고 비닐봉지나 랩에 싸서 냉장(1~2℃) 보관한다.

섭씨 7~10도가 적당하며 이 온도에서는 몇 주간 저장 가능하다.

섭씨 7도 이하에 보관하면 녹말이 당으로 전환되어 단맛이 나고, 당도가 높아지면 조리 시 색이 어두워진다. 상온에 보관할 경우 1주일 안에 섭취하는 것이 좋다."
guide_0037,ingredient_0141,감자,손질,껍질을 깐 감자는 갈변이 일어나기 때문에 물에 넣어 두어 갈변을 방지한다.
guide_0038,ingredient_0141,감자,세척,"흙을 털어내고 흐르는 물에서 표면을 문질러 씻는다.

껍질을 벗겨 사용하는 경우에는 껍질을 제거한 뒤 한 번 더 가볍게 헹군다."
guide_0039,ingredient_0141,감자,신선도체크,"병에 강하고 저장하기에 적당하며 척박한 땅에서도 잘 적응한다.

구입 시 감자의 표면에 흠집이 적고 눈이 얇으며 매끄러운 것을 선택한다.

무겁고 단단한 것이 좋으며 싹이 나거나 녹색 빛깔이 도는 것은 피한다."
guide_0040,ingredient_0142,고구마,보관,"부패하거나 싹이 트기 쉬워 직사광선이 들지 않고 통기가 잘되며 온도가 낮지 않은 곳에 저장한다. 고구마는 냉해를 입으면 부패하기 쉬워 겨울철 베란다에 저장하는 것은 부적합하다. 끓는 소금물에 데쳐 찬물에 헹군 뒤 물기를 빼고 밀폐용기에 담아 냉장 보관한다.

장기간 보관할 경우에는 잎을 잘라내고 끓는 소금물에 데쳐 찬물에 헹군 뒤 건조시켜 보관한다."
guide_0041,ingredient_0142,고구마,손질,"흙을 털어내고 깨끗이 세척하여 용도에 맞게 사용한다. 껍질을 벗겼을 때에는 엷은 설탕물에 담가두면 갈변 현상을 방지할 수 있다. 생고구마는 껍질을 벗겨 끓는 소금물에 데친 후 찬물에 헹구고 물기를 빼서 조리에 이용한다.

건고구마는 물에 불려 데친 후 조리에 이용한다."
guide_0042,ingredient_0142,고구마,세척,"흙을 털어내고 흐르는 물에서 표면을 문질러 씻는다. 껍질을 벗겨 사용하는 경우에는 껍질을 제거한 뒤 한 번 더 가볍게 헹군다. 흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다.

잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다."
guide_0043,ingredient_0142,고구마,신선도체크,"모양이 고르고 표면이 매끈하며 단단하고 흠집이 없는 것이 좋다.

마르지 않고 통통하며 색이 연하고 무르지 않은 것을 고른다."
guide_0044,ingredient_0143,귀리,보관,습기와 직사광선을 피해 밀폐하여 서늘한 곳에 보관한다.
guide_0045,ingredient_0143,귀리,손질,덩어리나 이물질이 있으면 체에 내려 사용한다.
guide_0046,ingredient_0143,귀리,세척,세척하지 않는다.
guide_0047,ingredient_0143,귀리,신선도체크,"습기, 뭉침, 곰팡이, 이취, 벌레 발생 여부를 확인한다."
guide_0048,ingredient_0144,기장,보관,습기와 직사광선을 피해 밀폐하여 서늘한 곳에 보관한다.
guide_0049,ingredient_0144,기장,손질,덩어리나 이물질이 있으면 체에 내려 사용한다.
guide_0050,ingredient_0144,기장,세척,세척하지 않는다.
guide_0051,ingredient_0144,기장,신선도체크,"습기, 뭉침, 곰팡이, 이취, 벌레 발생 여부를 확인한다."
guide_0052,ingredient_0145,메밀,보관,"메밀은 일반 잡곡류와 마찬가지로 밀폐 용기에 담아 직사광선이 들지 않는 서늘한 곳에 보관하는 것이 좋다. 메밀을 가루로 구입한 경우에는 냉동 보관을 하고, 메밀묵의 경우에는 물에 담가 밀폐 용기에 넣은 후 냉장 보관하면 며칠은 보관할 수 있지만 쉽게 상하므로 빨리 섭취하는 것이 좋다. 냉장 보관한 메밀묵은 끓인 물에 잠깐 담갔다가 꺼내면 말랑해져서 먹기가 좋다."
guide_0053,ingredient_0145,메밀,손질,물에 여러 번 씻어서 이물질을 걸러내고 사용하면 된다.
guide_0054,ingredient_0145,메밀,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0055,ingredient_0145,메밀,신선도체크,"메밀은 삼각형으로 각이 져 있는데, 모서리가 뾰족하고 낱알이 잘 여문 것이 좋다. 윤기가 돌면서 광택이 나는 것이 싱싱한 메밀이다.

수입 메밀은 크기도 일정하지 않고, 상대적으로 긴 유통과정을 거쳐야 하다 보니 잘 여물지 않은 것이 섞여 있으며, 삼각형의 모서리가 뾰족하지 않고 껍질의 색도 국산 메밀보다 짙은 편이다."
guide_0056,ingredient_0146,보리,보관,습기와 직사광선을 피해 밀폐하여 서늘한 곳에 보관한다.
guide_0057,ingredient_0146,보리,손질,덩어리나 이물질이 있으면 체에 내려 사용한다.
guide_0058,ingredient_0146,보리,세척,세척하지 않는다.
guide_0059,ingredient_0146,보리,신선도체크,"습기, 뭉침, 곰팡이, 이취, 벌레 발생 여부를 확인한다."
guide_0060,ingredient_0147,수수,보관,습기와 직사광선을 피해 밀폐하여 서늘한 곳에 보관한다.
guide_0061,ingredient_0147,수수,손질,덩어리나 이물질이 있으면 체에 내려 사용한다.
guide_0062,ingredient_0147,수수,세척,세척하지 않는다.
guide_0063,ingredient_0147,수수,신선도체크,"습기, 뭉침, 곰팡이, 이취, 벌레 발생 여부를 확인한다."
guide_0064,ingredient_0148,쌀,보관,"쌀은 수분 증발 방지와 동시에 곰팡이나 벌레가 생기는 것을 방지하는 것이 중요하므로 밀봉하여 직사광선을 피해 서늘한 곳이나 김치냉장고에 보관하는 것이 좋다.

쌀통에 사과를 넣어 함께 보관하면 신선도를 오래 유지할 수 있으며 마늘과 함께 보관하면 벌레 퇴치 효과가 있다."
guide_0065,ingredient_0148,쌀,손질,쌀은 티 없이 골라 문질러 씻은 뒤 여러 번 헹궈낸다.
guide_0066,ingredient_0148,쌀,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0067,ingredient_0148,쌀,신선도체크,"쌀은 금이 가지 않고 투명한 것을 고른다. 쌀 고유의 향기로운 냄새가 나며 곰팡이 냄새가 섞이지 않았는지 살펴보아야 한다. 잘 여문 쌀은 손으로 한 줌 쥐었을 때 묵직한 느낌이 든다.

쌀알이 통통하고 광택이 있으며 가루가 묻어나지 않는 것이 신선하고 좋은 쌀이다. 쌀알이 부서지지 않고 입자가 고르며 깨물었을 때 색이 얼룩 없이 일정한 것이 좋다. 쌀알에 흰 골이 지지 않았는지, 겉면에 백색부가 없는지 확인한다."
guide_0068,ingredient_0149,오곡,보관,습기와 직사광선을 피해 밀폐하여 서늘한 곳에 보관한다.
guide_0069,ingredient_0149,오곡,손질,덩어리나 이물질이 있으면 체에 내려 사용한다.
guide_0070,ingredient_0149,오곡,세척,세척하지 않는다.
guide_0071,ingredient_0149,오곡,신선도체크,"습기, 뭉침, 곰팡이, 이취, 벌레 발생 여부를 확인한다."
guide_0072,ingredient_0151,옥수수,보관,수확한 옥수수는 시간이 지날수록 당분이 전분으로 변하여 단맛이 떨어지기 때문에 바로 먹지 않는 경우에는 냉동보관 하는 것이 좋다. 먼저 옥수수를 한 번 찐 다음 열이 식으면 굳기 전에 먹을 만큼 팩에 나누어 냉동실에 보관한다. 냉동한 옥수수는 알맹이를 따서 밥을 할 때 넣거나 찜통에 다시 쪄서 먹으면 1년 내내 맛있고 손쉽게 즐길 수 있다.
guide_0073,ingredient_0151,옥수수,손질,"옥수수는 영양 손실이 빠르기 때문에 먹기 직전에 껍질을 벗기고 손질하는 것이 좋다.

또한 배아 부분에 영양이 집중되어 있으므로 가급적 알맹이를 손으로 빼면 배아가 함께 떨어져 나와 영양 손실을 줄일 수 있고, 칼로 알맹이를 잘라낼 경우 숟가락 등을 이용해서 배아까지 긁어내어 사용하면 좋다.

찰옥수수는 삶는 것보다 찌는 것이 맛이 좋은데, 손질할 때 속껍질을 2~3장 정도 남겨둔 상태로 찌면 옥수수 특유의 풍미를 더해주고 수분이 유지되어 촉촉하고 쫄깃한 맛을 느낄 수 있다."
guide_0074,ingredient_0151,옥수수,세척,"흙을 털어내고 흐르는 물에서 표면을 문질러 씻는다.

껍질을 벗겨 사용하는 경우에는 껍질을 제거한 뒤 한 번 더 가볍게 헹군다."
guide_0075,ingredient_0151,옥수수,신선도체크,"겉껍질이 있는 옥수수를 구매할 때는 껍질의 색이 선명한 녹색이며 마르지 않고 모양이 타원형인 것을 고른다. 수염이 오그라져 있고 흑갈색을 띠는 것이 잘 익은 것이며, 수염이 낱알 하나하나에서 연결되어 나오므로 수염이 풍성하면 그만큼 옥수수 알도 많은 것이다. 껍질이 벗겨져 있는 옥수수를 고를 때는 알맹이가 굵고 촘촘히 박혀 있으며 알맹이 부분을 눌렀을 때 탄력이 있고 딱딱하지 않은 것을 고른다.

껍질에 수분이 적고 가장자리가 말라 있으면 옥수수 알이 딱딱해지기 시작한 것으로 피하는 것이 좋다."
guide_0076,ingredient_0152,율무,보관,습기와 직사광선을 피해 밀폐하여 서늘한 곳에 보관한다.
guide_0077,ingredient_0152,율무,손질,덩어리나 이물질이 있으면 체에 내려 사용한다.
guide_0078,ingredient_0152,율무,세척,세척하지 않는다.
guide_0079,ingredient_0152,율무,신선도체크,"습기, 뭉침, 곰팡이, 이취, 벌레 발생 여부를 확인한다."
guide_0080,ingredient_0153,조,보관,습기와 직사광선을 피해 밀폐하여 서늘한 곳에 보관한다.
guide_0081,ingredient_0153,조,손질,덩어리나 이물질이 있으면 체에 내려 사용한다.
guide_0082,ingredient_0153,조,세척,세척하지 않는다.
guide_0083,ingredient_0153,조,신선도체크,"습기, 뭉침, 곰팡이, 이취, 벌레 발생 여부를 확인한다."
guide_0084,ingredient_0154,찹쌀,보관,"찹쌀을 보관할 때 마른 홍고추나 통마늘 등을 함께 넣으면 독한 냄새 때문에 벌레들이 도망간다.

곡물을 저장할 때는 온도와 습도가 가장 중요한데, 10~12℃의 온도로 햇빛이 들지 않고 바람이 잘 통하는 곳에 보관한다."
guide_0085,ingredient_0154,찹쌀,손질,일반 쌀을 손질할 때와 마찬가지로 흐르는 물에 깨끗이 씻어 사용한다.
guide_0086,ingredient_0154,찹쌀,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0087,ingredient_0154,찹쌀,신선도체크,"부서지지 않고 입자가 고른 것, 쌀알이 투명하고 청결한 것, 쌀알에 골이 없으며 곰팡이에 의한 적색, 흑색 쌀알이 섞이지 않은 것이 좋은 찹쌀이다.

쌀알이 부서져서 생긴 가루가 많지 않아야 하고 도정일자가 최근일수록 밥을 지었을 때 맛이 좋다."
guide_0088,ingredient_0155,현미,보관,밀봉하여 직사광선을 피해 서늘한 곳에 보관한다.
guide_0089,ingredient_0155,현미,손질,흐르는 물에 여러 번 씻는다.
guide_0090,ingredient_0155,현미,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0091,ingredient_0155,현미,신선도체크,"빛깔이 고르고 윤기가 흐르며 까맣고 품질이 좋다.

낟알이 부서지지 않고 구수한 향이 나는 것이 좋다."
guide_0092,ingredient_0156,흑미,보관,직사광선을 피하고 서늘한 곳에서 보관한다(보관 온도: 10~15℃).
guide_0093,ingredient_0156,흑미,손질,깨끗한 물로 여러 번 헹궈내고 쌀알이 부서지지 않도록 주의한다.
guide_0094,ingredient_0156,흑미,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0095,ingredient_0156,흑미,신선도체크,"빛깔이 고르고 윤기가 흐르며 까맣고 품질이 좋다.

낟알이 부서지지 않고 구수한 향이 나는 것이 좋다."
guide_0096,ingredient_0157,건대추,보관,깨끗이 세척한 대추는 물기를 잘 말린 뒤 대추씨를 제거하고 필요한 만큼 비닐에 나눠 밀봉하여 냉동 보관한다.
guide_0097,ingredient_0157,건대추,손질,물에 담가 먼지를 씻어내고 마른 수건으로 물기를 제거한 뒤 사용한다.
guide_0098,ingredient_0157,건대추,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0099,ingredient_0157,건대추,신선도체크,대추는 흠이 없고 윤기가 나며 붉은색이 도는 탐스러운 것을 고른다. 표면에 얼룩이나 줄이 없고 속은 황백색인 것이 좋다. 말린 대추는 손으로 눌렀을 때 탄력이 있고 주름이 적은 것을 택한다.
guide_0100,ingredient_0158,건살구,보관,"완전 건조된 과일은 밀폐용기나 진공팩에 넣어 실온 보관이 가능하며, 70~80% 정도 건조된 과일은 냉장 보관한다.

보관 시 과자나 김에 들어 있는 방습제를 함께 넣으면 좋다."
guide_0101,ingredient_0158,건살구,손질,"당분이 많은 과일은 벌레가 꼬이기 쉬우므로 재빨리 말리는 것이 좋다. 선풍기나 건조기를 이용하면 좋다. 자연 건조 시에는 일회용 장갑을 끼고 하루에 한 번 이상 뒤집어 준다.

포도와 블루베리는 반으로 잘라 씨를 빼거나 살짝 데쳐 껍질을 벗긴다. 사과는 갈변을 막기 위해 레몬즙을 바르거나 식초 물에 살짝 담근다."
guide_0102,ingredient_0158,건살구,세척,"섭취 또는 조리 전 식재료 특성에 맞게 이물질을 제거하고, 세척이 필요한 경우 흐르는 물에 충분히 씻는다."
guide_0103,ingredient_0158,건살구,신선도체크,"다이어트용 간식으로 말린 과일을 섭취할 경우 당분이 비교적 적은 베리류 등을 선택한다.

구입 전 설탕이나 코코넛 오일 등 첨가물이 있는지 확인한다."
guide_0104,ingredient_0159,건포도,보관,"완전 건조된 과일은 밀폐용기나 진공팩에 넣어 실온 보관이 가능하며, 70~80% 정도 건조된 과일은 냉장 보관한다.

보관 시 과자나 김에 들어 있는 방습제를 함께 넣으면 좋다."
guide_0105,ingredient_0159,건포도,손질,"당분이 많은 과일은 벌레가 꼬이기 쉬우므로 재빨리 말리는 것이 좋다. 선풍기나 건조기를 이용하면 좋다. 자연 건조 시에는 일회용 장갑을 끼고 하루에 한 번 이상 뒤집어 준다.

포도와 블루베리는 반으로 잘라 씨를 빼거나 살짝 데쳐 껍질을 벗긴다. 사과는 갈변을 막기 위해 레몬즙을 바르거나 식초 물에 살짝 담근다."
guide_0106,ingredient_0159,건포도,세척,"섭취 또는 조리 전 식재료 특성에 맞게 이물질을 제거하고, 세척이 필요한 경우 흐르는 물에 충분히 씻는다."
guide_0107,ingredient_0159,건포도,신선도체크,"다이어트용 간식으로 말린 과일을 섭취할 경우 당분이 비교적 적은 베리류 등을 선택한다.

구입 전 설탕이나 코코넛 오일 등 첨가물이 있는지 확인한다."
guide_0108,ingredient_0160,귤,보관,"수분을 제거한 귤은 박스에 신문지와 귤의 순서로 쌓아두고 바람이 잘 드는 서늘한 곳에 보관하는 것이 좋다. 귤이 서로 맞닿지 않게 하나씩 떨어뜨려 보관해야 상하지 않고 오래 보관할 수 있다. 서늘하고 통풍이 잘되는 상온에 보관한다.

보관할수록 맛이 좋아진다."
guide_0109,ingredient_0160,귤,손질,"물 1L에 소금 2큰술을 희석시켜 3~5분간 씻은 다음 물기를 제거하면 농약도 없앨 수 있고 신선도를 유지할 수 있다. 식초나 소금으로 문질러 농약을 제거하여 이용한다. 연한 농도의 소금물에 1~2분가량 담가두면 보관 기간을 늘릴 수 있고, 더불어 농약까지 제거하는 효과가 있다."
guide_0110,ingredient_0160,귤,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0111,ingredient_0160,귤,신선도체크,"껍질이 얇고 껍질과 육질 사이에 공간이 없이 밀착된 것이 좋다. 꼭지 부분이 튀어나온 것보다 좌우로 둥글고 납작한 것이 당도가 높다. 감귤의 색깔은 짙은 주황색이며, 꼭지는 녹색이면서 단단하게 붙어 있는 것이 싱싱하다.

껍질에 지나치게 윤이 나는 것은 인공적으로 숙성시킨 후 코팅한 것이므로 피하는 것이 좋다. 껍질이 들뜨거나 주름이 많은 것은 싱겁거나 신맛이 강한 경우가 많으므로 피하는 것이 좋다. 껍질이 얇은 것이 당도가 높다.

금방 수확한 것은 푸석하고 즙이 적으므로 피하는 것이 좋다. 손으로 들었을 때 묵직한 느낌이 들고 위아래가 타원형인 것을 선택한다."
guide_0112,ingredient_0161,단감,보관,"감을 보관하기에 좋은 온도는 0~2℃이므로 차가운 곳에 보관하는 것이 좋다. 실내 온도가 맞지 않는다면 비닐팩에 넣어 냉장고에 보관하는 것이 가장 적당하다. 떫은맛이 가시지 않은 감은 종이로 하나씩 싸서 서늘하고 그늘진 곳에 2~3주 정도 보관하면 달고 맛있는 감이 된다.

종이상자나 장독에 감 30개 정도를 넣고 그 사이사이에 4등분한 사과 한 개를 넣어 공기가 들어가지 않도록 한 후 따뜻한 곳에 보관하면 3~4일 후 홍시로 변하며, 냉동실에 보관하여 아이스 홍시로도 즐길 수 있다. 곶감은 서늘하고 통풍이 잘되는 곳에 보관하거나 장기간 보관할 경우 비닐 팩 등에 담아 냉동실에 보관하여 하나씩 꺼내 먹는 것이 좋다."
guide_0113,ingredient_0161,단감,손질,"단감은 흐르는 물에 깨끗이 씻은 다음 꼭지를 따고 4등분해 먹거나 각종 요리에 응용한다.

이때 네 개의 홈을 따라 대각선으로 자르면 씨에 닿지 않게 나눌 수 있고, 안쪽의 스폰지 같은 부분은 도려낸다.

단감의 껍질에는 페놀 성분이 함유되어 있어 암 등 각종 질병의 원인이 되는 활성산소를 억제하는 효과가 있으므로 깨끗이 씻어 껍질째 먹는 것이 가장 좋다."
guide_0114,ingredient_0161,단감,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0115,ingredient_0161,단감,신선도체크,"단감은 꼭지와 과실 사이에 틈이 없이 붙어 있어야 한다. 전체적으로 얼룩이 없고 만졌을 때 과육이 단단한 것을 고르는 것이 좋다. 곶감을 고를 때는 곰팡이가 없이 깨끗한 것을 선택하고 색이 매우 검거나 지나치게 무른 것, 딱딱한 것은 피하는 것이 좋다."
guide_0116,ingredient_0162,대추,보관,"깨끗이 세척한 대추는 물기를 잘 말린 뒤 대추씨를 제거하고 필요한 만큼 비닐에 나눠 잘 밀봉하여 냉동 보관한다.

냄새가 배지 않도록 주의한다."
guide_0117,ingredient_0162,대추,손질,물에 담가 먼지를 씻어내고 마른 수건으로 물기를 제거한 후 사용한다.
guide_0118,ingredient_0162,대추,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0119,ingredient_0162,대추,신선도체크,"마른 대추는 색이 연한 황갈색으로 선명하고 윤이 나며 껍질이 깨끗한 것이 좋다. 대추껍질은 붉은색이고 속은 황백색이다. 크기가 적당히 굵고 주름이 고르며 눌렀을 때 탄력이 느껴지는 것을 고른다.

한 움큼 쥐고 흔들었을 때 속의 씨가 움직이는 소리가 나지 않는 것이 잘 곰팡이가 피지 않은 것이다. 국내산은 대부분 꼭지가 붙어 있고 과육과 씨가 잘 분리되지 않는다."
guide_0120,ingredient_0163,딸기,보관,구입 후 빨리 먹는 것이 좋으나 보관할 경우 랩을 씌워 보관한다. 랩을 씌우지 않으면 수분 증발로 빨리 시들어진다. 딸기는 상온에서 하루 이상 보존하기 어렵기 때문에 가능한 그때그때 섭취할 만큼 구입하는 것이 좋다.
guide_0121,ingredient_0163,딸기,손질,"흐르는 물에 빨리 씻어 소쿠리에 담아 물기를 제거하며 꼭지를 떼지 않고 씻는다.

물에 장기간 접촉하면 금방 시들고 비타민 C와 향이 사라지며, 꼭지를 떼고 씻으면 비타민 C가 파괴된다."
guide_0122,ingredient_0163,딸기,세척,물에 1분 동안 담근 후 흐르는 물에 30초 이상 헹군다.
guide_0123,ingredient_0163,딸기,신선도체크,"모양이 예쁘고 광택이 있으며 색깔이 곱고 붉은 기가 꼭지 부위까지 퍼져 있는 것이 좋다. 꼭지가 초록빛을 띠고 싱싱하며 독특한 향이 진하다. 꼭지가 마르지 않고 파릇하며 꽃받침이 뒤집혀 있는 것이 좋다.

울퉁불퉁하고 표면의 씨가 심하게 튀어나온 것은 피한다."
guide_0124,ingredient_0164,라임,보관,"수분을 제거한 귤은 박스에 신문지와 귤의 순서로 쌓아두고 바람이 잘 드는 서늘한 곳에 보관하는 것이 좋다. 귤이 서로 맞닿지 않게 하나씩 떨어뜨려 보관해야 상하지 않고 오래 보관할 수 있다. 서늘하고 통풍이 잘되는 상온에 보관한다.

보관할수록 맛이 좋아진다."
guide_0125,ingredient_0164,라임,손질,"물 1L에 소금 2큰술을 희석시켜 3~5분간 씻은 다음 물기를 제거하면 농약도 없앨 수 있고 신선도를 유지할 수 있다. 식초나 소금으로 문질러 농약을 제거하여 이용한다. 연한 농도의 소금물에 1~2분가량 담가두면 보관 기간을 늘릴 수 있고, 더불어 농약까지 제거하는 효과가 있다."
guide_0126,ingredient_0164,라임,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
