ingredient_id,name,display_name,classification,data_source_type,seasonal_source_name,seasonal_source_url
ingredient_0210,팽이버섯,팽이버섯,버섯류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0211,표고버섯,표고버섯,버섯류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0212,가지,가지,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0213,고수,고수,채소류,영양만 있음,,
ingredient_0214,고추,고추,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0215,깻잎,깻잎,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0216,냉이,냉이,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0217,단호박,단호박,채소류,영양만 있음,,
ingredient_0218,달래,달래,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0219,당근,당근,채소류,영양만 있음,,
ingredient_0220,더덕,더덕,채소류,가이드만 있음,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0221,도라지,도라지,채소류,가이드만 있음,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0222,돌나물,돌나물,채소류,영양만 있음,,
ingredient_0223,두릅,두릅,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0224,로메인,로메인,채소류,영양만 있음,,
ingredient_0225,루꼴라,루꼴라,채소류,영양만 있음,,
ingredient_0226,마늘,마늘,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0227,머위,건머위,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0228,무,무,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0229,미나리,미나리,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0230,배추,배추,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0231,부추,부추,채소류,영양만 있음,,
ingredient_0232,브로콜리,브로콜리,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0233,상추,상추,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0234,생강,생강,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0235,숙주나물,숙주,채소류,영양만 있음,,
ingredient_0236,시금치,시금치,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0237,쑥갓,쑥갓,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0238,아스파라거스,아스파라거스,채소류,영양만 있음,,
ingredient_0239,애호박,애호박,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0240,양배추,양배추,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0241,양상추,양상추,채소류,영양만 있음,,
ingredient_0242,양파,양파,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0243,연근,연근,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0244,열무,열무,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0245,오이,오이,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0246,우엉,우엉,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0247,인삼,인삼,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0248,죽순,죽순,채소류,가이드만 있음,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0249,참나물,참나물,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0250,청경채,청경채,채소류,영양만 있음,,
ingredient_0251,치커리,치커리,채소류,영양만 있음,,
ingredient_0252,케일,케일,채소류,영양만 있음,,
ingredient_0253,콩나물,콩나물,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0254,토란,토란,채소류,가이드만 있음,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0255,토란대,토란대,채소류,가이드만 있음,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0256,토마토,토마토,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0257,파,파,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0258,파프리카,파프리카,채소류,영양만 있음,,
ingredient_0259,호박,호박,채소류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0260,꽃게,게,해물류,영양만 있음,,
ingredient_0261,대게,대게,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0262,대하,대하,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
