ingredient_id,name,display_name,classification,data_source_type,seasonal_source_name,seasonal_source_url
ingredient_0642,공심채,공심채,,,,
ingredient_0643,궁채,궁채,,,,
ingredient_0644,근대,근대,,,,
ingredient_0645,망초나물,망초나물,,,,
ingredient_0646,머위대,머위대,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0647,무청,무청,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0648,방울양배추,방울양배추,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0649,방풍나물,방풍나물,,,,
ingredient_0650,부지갱이,부지갱이,,,,
ingredient_0651,비름나물,비름나물,,,,
ingredient_0652,뽕잎나물,뽕잎나물,,,,
ingredient_0654,샬롯,샬롯,,,,
ingredient_0655,세발나물,세발나물,,,,
ingredient_0656,셀러리,셀러리,,,,
ingredient_0657,쑥,쑥,,,,
ingredient_0658,아욱,아욱,,,,
ingredient_0659,아주까리나물,아주까리나물,,,,
ingredient_0660,왕고들빼기,왕고들빼기,,,,
ingredient_0661,유채나물,유채나물,,,,
ingredient_0662,적겨자잎,적겨자잎,,,,
ingredient_0663,취나물,취나물,,,,
ingredient_0664,콜리플라워,콜리플라워,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0665,파채,파채,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0666,풋마늘,풋마늘,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0667,피마자잎,피마자잎,,,,
ingredient_0668,피망,피망,,,,
ingredient_0669,호박고지,호박고지,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0670,호박잎,호박잎,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0671,홍갓,홍갓,,,,
ingredient_0672,겨자,겨자,,,,
ingredient_0673,넛맥,넛맥,,,,
ingredient_0674,딜,딜,,,,
ingredient_0675,레몬그라스,레몬그라스,,,,
ingredient_0676,방아잎,방아잎,,,,
ingredient_0677,베트남고추,베트남고추,,,,
ingredient_0678,스테비아,스테비아,,,,
ingredient_0680,랍스터,랍스터,,,,
ingredient_0681,보리새우,보리새우,,,,
ingredient_0682,킹크랩,킹크랩,,,,
ingredient_0683,알곤이,알곤이,,,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0684,미더덕,미더덕,,,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0685,성게알,성게알,,,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0687,청어알,청어알,,,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0688,해파리,해파리,,,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0689,가오리,가오리,,,,
ingredient_0690,갈치,갈치,,,,
ingredient_0691,곰치,곰치,,,,
ingredient_0692,광어,광어,,,,
ingredient_0693,도루묵,도루묵,,,,
ingredient_0694,도미,도미,,,,
ingredient_0695,양미리,양미리,,,,
ingredient_0696,옥돔,옥돔,,,,
ingredient_0697,조기,조기,,,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0698,학꽁치,학꽁치,,,,
ingredient_0699,꼴뚜기,꼴뚜기,,,,
ingredient_0700,주꾸미,주꾸미,,,,
ingredient_0701,대합,대합,,,,
ingredient_0702,동죽,동죽,,,,
ingredient_0703,맛조개,맛조개,,,,
ingredient_0704,백합,백합,,,,
ingredient_0705,보말,보말,,,,
ingredient_0706,뿔소라,뿔소라,,,,
ingredient_0707,새조개,새조개,,,,
ingredient_0708,우렁,우렁,,,,
ingredient_0709,참소라,참소라,,,,
ingredient_0710,감태,감태,,,,
ingredient_0711,꼬시래기,꼬시래기,,,,
ingredient_0712,청각,청각,,,,
ingredient_0713,톳,톳,,,,
ingredient_0714,돼지고기 안심,돼지고기 안심,,,,
ingredient_0715,돼지고기 앞다리살,돼지고기 앞다리살,,,,
ingredient_0716,돼지 사태,돼지 사태,,,,
ingredient_0717,오겹살,오겹살,,,,
ingredient_0718,닭똥집,닭똥집,,,,
ingredient_0719,닭발,닭발,,,,
ingredient_0720,도가니,도가니,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0721,돼지곱창,돼지곱창,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0722,돼지껍데기,돼지껍데기,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0723,돼지대창,돼지대창,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0724,사골,사골,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0725,선지,선지,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0726,소곱창,소곱창,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0727,소꼬리,소꼬리,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0728,소대창,소대창,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0729,소양,소양,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0730,스지,스지,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0731,오소리감투,오소리감투,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0732,소갈비,소갈비,,,,
ingredient_0733,소고기 사태,소고기 사태,,,,
ingredient_0734,아롱사태,아롱사태,,,,
ingredient_0735,우삼겹,우삼겹,,,,
ingredient_0736,토마호크,토마호크,,,,
ingredient_0737,티본스테이크,티본스테이크,,,,
ingredient_0738,양갈비,양갈비,,,,
ingredient_0381,휘핑크림,휘핑크림,달걀/유제품,영양만 있음,,
