bar_id,n,std,range,min,max
B0_legacy,529,0.20586585081319,1.92,0.06000000000000005,1.98
B1_sum_02,529,0.20586585081319,1.92,2.06,3.98
B2_prod_avg,529,0.41173170162638,3.84,0.1200000000000001,3.96
B3_prod_row,529,0.41173170162638,3.84,0.1200000000000001,3.96
