RCP_SNO,CKG_NM,CRAWL_COMMENT_CNT,CRAWL_COOK_REVIEW_CNT
7019588,머그컵밥,0.0,
7019591,마른오징어튀김,0.0,
7019594,봄동 배추겉절이,0.0,
7019596,병아리콩샐러드,0.0,
7019601,차돌박이 숙주볶음,0.0,
7019604,산적꼬치전,0.0,
7019614,시금치 나물,0.0,
7019621,계란 스팸볶음밥,0.0,
7019623,소고기 떡만두국,0.0,1.0
7019624,대패삼겹살김치전,0.0,
7019625,콩나물 해물찜,0.0,
7019628,연근전,0.0,1.0
7019630,사골 떡국,0.0,1.0
7019631,블루베리쨈,0.0,
7019657,도라지볶음,0.0,1.0
7019667,고추전,0.0,
7019668,새우전,0.0,
7019669,꽃게찜,0.0,
7019670,강황밥,0.0,
7019671,달래된장국,0.0,
7019672,허니머스타드 드래싱,0.0,
7019680,도라지나물,0.0,
7019693,맥앤치즈,0.0,
7019695,묵은파김치볶음,0.0,
7019698,레몬 케이크,0.0,
7019699,고추장 오리불고기,0.0,1.0
7019706,우삼겹 숙주찜,0.0,1.0
7019711,통새우 왕만두,0.0,
7019719,대추 레몬꿀차,0.0,
7019720,라자냐,0.0,
7019722,간장멸치볶음,0.0,3.0
7019729,바싹불고기,0.0,1.0
7019733,깐풍기,0.0,
7019735,소고기 버섯국,0.0,
7019741,신라면 알리오올리오,0.0,
7019749,꼬시래기무침,0.0,2.0
7019750,블루크림라떼,0.0,
7019751,피칸 초코칩쿠키,0.0,
7019753,오삼불고기,0.0,
7019754,닭다리 삼계탕,1.0,1.0
7019777,양배추 토스트,0.0,
7019783,배추볶음,0.0,
7019784,연두부 계란말이,0.0,
7019785,나물비빔밥,0.0,
7019786,게살스프,0.0,
7019788,닭고기덮밥,0.0,1.0
7019798,대패삼겹살 부추볶음,0.0,
7019801,김치 주먹밥,0.0,
7019807,돌체라떼,0.0,
7019810,참나물 겉절이,0.0,
7019812,나시고랭볶음,0.0,
7019813,치즈 닭갈비,0.0,
7019815,샐러드김밥,0.0,
7019827,가지덮밥,0.0,1.0
7019828,청어구이,0.0,
7019831,돼지고기 카레,0.0,1.0
7019834,야채 샌드위치,0.0,
7019840,과일샐러드 플레인요거트,0.0,
7019846,샤인머스켓 에이드,0.0,
7019850,들기름김치볶음,0.0,2.0
7019851,묵은지김치 닭도리탕,0.0,
7019856,훈제오리 야채찜,0.0,
7019857,상추나물,0.0,
7019861,들깨고사리나물볶음,0.0,
7019874,순두부덮밥,0.0,
7019883,얼큰 소고기 무국,0.0,
7019886,감자 에그마요 샌드위치,0.0,
7019888,당근 컵케이크,0.0,
7019890,김치전찌개,0.0,
7019892,돼지 등갈비구이,0.0,
7019911,짜장밥,0.0,
7019917,토마토 야채스튜,0.0,
7019918,고구마 찰깨빵,0.0,1.0
7019920,카레새우볶음밥,0.0,
7019922,사과 마들렌,0.0,
7019923,무생채 물미역초무침,0.0,1.0
7019931,새우 감자국,0.0,
7019936,계란국,0.0,3.0
7019939,베이컨 팽이버섯말이,0.0,
7019944,고추장버터파스타,2.0,
7019945,호두멸치볶음,0.0,
7019947,들기름 막국수,0.0,10.0
7019949,브뤼셀 스프라우트 미니양배추구이,0.0,1.0
7019955,양배추 초무침,0.0,
7019956,간장 닭구이,0.0,
7019960,그릭 요거트,0.0,
7019963,에그마요 샌드위치,0.0,
7019967,세발나물무침,0.0,
7019969,청경채무침,0.0,1.0
7019974,소고기 야채죽,0.0,
7019979,무 수프,0.0,1.0
7019983,명란젓볶음밥,0.0,
7019984,딸기 크림라떼,0.0,
7019985,짬뽕,0.0,
7019996,두반장파스타,0.0,
7019997,시래기 감자탕,0.0,
7019998,우삼겹찜,0.0,
7020003,돼지 순대국밥,0.0,1.0
7020008,고사리나물볶음,0.0,1.0
7020015,황태조림,0.0,
7020024,미나리 문어 초무침,0.0,
7020030,소고기 토마토파스타,0.0,1.0
7020032,아귀포무침,0.0,
7020033,토마토파스타,0.0,
7020039,소고기 두부찌개,1.0,2.0
7020040,딸기잼,0.0,
7020041,건취나물,0.0,
7020046,토마토파스타 스파게티,0.0,
7020048,소고기 밥전,0.0,
7020052,참치김치찌개,0.0,
7020057,해물야끼 우동,0.0,
7020059,아기오뎅볶음,0.0,
7020066,국물 떡볶이,0.0,
7020067,딸기 샌드위치,0.0,
7020068,알배추 소고기덮밥,0.0,
7020071,대파김치,0.0,
7020075,양념 소갈비살,2.0,
7020080,쪽파 겉절이,0.0,2.0
7020081,옥수수콘치즈,0.0,1.0
7020091,아기잔멸치볶음,0.0,1.0
7020094,신전치즈김밥,0.0,
7020097,소고기 파국,0.0,
7020102,돼지 불고기,0.0,
7020103,두반장 해물덮밥,0.0,
7020104,순대국,0.0,
7020106,소고기 순두부찌개,0.0,
7020107,고추장 삼겹살구이,0.0,
7020109,가지튀김,0.0,
7020111,어향동고,0.0,
7020113,샤브샤브 월남쌈,0.0,
7020114,들기름 신김치볶음,0.0,
7020124,바나나 크림라떼,0.0,
7020125,소고기 육회,0.0,
7020127,베이컨 숙주볶음,0.0,1.0
7020128,라볶이,0.0,
7020135,새우 솥밥,0.0,2.0
7020137,메로골드 자몽청,0.0,
7020140,또띠아 피자,0.0,2.0
7020145,땡초꼬마김밥,0.0,
7020148,해물 파전,0.0,
7020150,아보카도 달걀샐러드,0.0,1.0
7020163,토마토 아보카도샐러드,0.0,
7020165,나물볶음,0.0,
7020167,대패삼겹살 숙주볶음,0.0,
7020168,하이볼,0.0,
7020171,미숫가루빵,0.0,
7020174,간장 양념치킨,0.0,
7020176,에너지바,0.0,
7020179,토마토소스 오므라이스,0.0,1.0
7020180,육개장,0.0,
7020181,참치 두부조림,0.0,
7020183,밥솥 카스테라,1.0,
7020197,바나나 푸딩,0.0,
7020198,비타민볶음,0.0,
7020208,닭가슴살 야채볶음찜,0.0,
7020210,하와이안 햄버거 스테이크,0.0,
7020217,삼겹살김치말이찜,0.0,
7020218,고추튀김,0.0,
7020224,참치 고추장찌개,0.0,
7020225,참치 강된장,0.0,3.0
7020229,오징어채도라지초무침,0.0,
7020237,소꼬리 수육,0.0,
7020250,찹쌀탕수육,0.0,
7020251,닭가슴살 고추장볶음,0.0,
7020252,골뱅이무침,0.0,1.0
7020260,돼지고기 콩나물무침,1.0,3.0
7020262,홍차시럽,0.0,
7020264,차돌박이구이,0.0,2.0
7020265,차돌박이 고추장찌개,0.0,
7020269,김치 콩나물국밥,0.0,
7020275,바나나라떼,0.0,
7020278,두부 된장찌개,0.0,
7020283,돼지고기 안심 찹스테이크,0.0,
7020284,케이준치킨샐러드,0.0,
7020286,멸치볶음,0.0,1.0
7020288,순대 내장탕,0.0,1.0
7020292,참치비빔밥,0.0,
7020298,떡국 라볶이,0.0,
7020303,낙지전복내장 솥밥,0.0,
7020304,미역귀 튀각,0.0,
7020306,꽁치김치찌개,0.0,
7020309,맑은 숙주나물,0.0,
7020312,또띠아 사과파이,0.0,
7020314,알배추계란볶음,0.0,
7020315,양배추 코울슬로,0.0,
7020317,삼치 간장조림,0.0,3.0
7020331,감자 갈치조림,0.0,
7020332,호박전,0.0,
7020339,고추장 돼지짜글이,0.0,
7020342,북어 무국,0.0,
7020348,토란대 들깨볶음,0.0,
7020351,돼지고기 수육,0.0,
7020357,오이 두부비빔밥,0.0,
7020363,들깨 무채국,0.0,
7020364,표고버섯 무밥,0.0,
7020367,무파래무침,0.0,
7020369,들깨 계란떡국,0.0,
7020372,순두부 계란찜,0.0,
7020383,다래순 나물,0.0,
7020386,알배추찜,0.0,2.0
7020387,가자미조림,0.0,
7020389,잔멸치마늘볶음,0.0,1.0
7020393,감자채전,0.0,
7020398,풋마늘 장아찌,0.0,
7020401,꼬치어묵탕,0.0,
7020402,하이라이스,0.0,
7020404,오트 바닐라라떼,0.0,
7020411,미니 츄러스,0.0,
7020412,두부 콥샐러드,0.0,
7020418,건갈치조림,0.0,
7020419,닭안심구이,0.0,1.0
7020423,팥양갱,0.0,
7020424,쭈꾸미볶음,0.0,1.0
7020427,미니족발,1.0,
7020429,두부 스테이크,0.0,
7020445,해물볶음우동,0.0,
7020447,삼겹살 고추장 제육볶음,0.0,
7020449,대패 팽이버섯 숙주볶음,0.0,
7020452,시래기 나물볶음,0.0,
7020458,고사리 나물 들깨파스타,0.0,
7020461,유아 물김치,0.0,
7020468,건가지나물볶음,0.0,
7020470,건가지볶음,0.0,
7020471,건호박나물볶음,0.0,
7020473,호박 고지나물,2.0,
7020474,시래기들깨볶음,1.0,1.0
7020475,취나물볶음,0.0,
7020477,햄 달걀볶음밥,2.0,
7020481,치킨카레,0.0,
7020489,건곤드레나물볶음,0.0,
7020491,케일주스,0.0,
7020496,곤드레나물밥,0.0,
7020499,고사리나물,0.0,
7020503,계란샐러드,0.0,1.0
7020506,크림브륄레,0.0,1.0
7020508,닭가슴살 야채롤,0.0,2.0
7020509,또띠아 와퍼,0.0,
7020510,감자 명란짜글이,2.0,
7020512,스팸주먹밥,0.0,
7020515,부지갱이나물볶음,0.0,
7020518,간장 양파장아찌,0.0,1.0
7020521,간장 닭볶음,0.0,
7020523,양배추비빔밥,0.0,2.0
7020524,훈제오리배추찜,0.0,
7020525,차돌 쌀국수,0.0,
7020528,돼지안심 장조림,0.0,
7020538,돼지고기 앞다리살육전,0.0,
7020541,매운돼지갈비찜,0.0,
7020544,오색꼬지전,0.0,
7020548,표고버섯꽈리고추볶음,0.0,2.0
7020549,스팸땡초김밥,0.0,
7020551,베이컨 양배추볶음,,
7020555,아주까리나물,0.0,
7020556,조기매운탕,0.0,
7020558,훈제오리야채볶음,0.0,
7020559,소고기 야채말이,0.0,
7020561,오곡밥,0.0,
7020565,푸딩계란찜,0.0,
7020568,새조개샤브샤브,0.0,
7020583,스팸두부조림,0.0,
7020587,감자볶음,0.0,2.0
7020590,버터스카치 라떼,0.0,
7020591,소고기 버섯덮밥,0.0,1.0
7020593,들깨시래기국,0.0,
7020594,구운 계란빵,0.0,1.0
7020595,카스텔라 인절미,4.0,
7020597,뇨끼,0.0,
7020599,가오리 초무침,1.0,
7020605,가지 나물볶음,0.0,
7020606,건문어볶음,0.0,
7020609,닭다리간장조림,0.0,3.0
7020614,시금치 계란국,0.0,2.0
7020615,사골떡만두국,0.0,
7020620,팽이버섯전,0.0,
7020629,묵은지청국장찌개,0.0,1.0
7020632,새우 알리오올리오,0.0,3.0
7020640,깻잎당근 계란말이,0.0,1.0
7020641,소세지어묵볶음,0.0,1.0
7020646,건호박나물,0.0,
7020649,삼겹살 보쌈,0.0,1.0
7020652,소고기 쌈장,0.0,
7020655,생새우,0.0,
7020664,짜장라면,0.0,
7020665,고등어 회양념장,0.0,
7020666,모둠전찌개,0.0,
7020667,고등어 초밥,0.0,1.0
7020669,팥찰밥,0.0,
7020672,아몬드 크로칸트 휘낭시에,0.0,
7020673,유린기,0.0,
7020674,포두부그라탕,0.0,
7020675,고구마 두유라떼,,
7020684,들깨표고버섯볶음,0.0,
7020689,건고구마줄기볶음,0.0,
7020692,호박 채볶음,0.0,
7020694,야채샐러드,0.0,
7020703,구운야채샐러드,0.0,
7020705,멸치 꽈리고추볶음,0.0,5.0
7020713,la갈비구이,0.0,
7020715,계란 말이김밥,0.0,
7020716,간장굴소스어묵볶음,0.0,2.0
7020738,고등어 추어탕,0.0,
7020739,미역줄기볶음,0.0,2.0
7020741,돼지등뼈찜,0.0,
7020742,헤이즐넛초코크림라떼,0.0,
7020748,꽁치김치조림,0.0,
7020762,전복톳솥밥,0.0,
7020764,오징어김치전,0.0,
7020765,루꼴라샐러드,0.0,
7020779,커스터드푸딩,0.0,
7020782,쿠키컵,0.0,
7020794,전복내장죽,0.0,
7020798,묵은지김치찜,0.0,
7020801,짜파게티볶음밥,0.0,
7020802,순두부계란국,0.0,1.0
7020804,카레국물떡볶이,0.0,
7020805,얼큰 감자국,0.0,
7020808,단호박튀김,0.0,1.0
7020810,어묵탕,0.0,
7020811,계란 야채참치죽,0.0,
7020813,아욱된장무침,0.0,
7020818,두부 참치유부초밥,0.0,
7020828,날치알주먹밥,,
7020829,밥통카스테라,0.0,
7020830,초코마들렌,0.0,
7020831,콩나물 어묵볶음,0.0,
7020841,청경채찜,0.0,
7020842,돼지고기 마늘조림,0.0,3.0
7020848,사골 곰탕고기국수,0.0,
7020849,소고기 콩나물솥밥,0.0,
7020864,시금치덮밥,0.0,
7020868,계란 떡국,0.0,1.0
7020873,모짜렐라치즈계란말이,0.0,
7020874,마라샹궈,0.0,
7020878,대파 달걀볶음밥,0.0,1.0
7020883,계란 장,0.0,
7020886,들깨버섯탕,2.0,4.0
7020894,감태소스,0.0,
7020895,마스카포네티라미수,0.0,
7020896,애호박 새우젓볶음,0.0,1.0
7020902,꽈리고추된장무침,0.0,
7020906,토란대볶음,0.0,
7020912,삼계탕,0.0,
7020913,새우 부추전,0.0,
7020915,수제비,0.0,
7020922,오징어전,0.0,
7020924,칼국수,2.0,1.0
7020928,밤스프,0.0,
7020936,돼지쪽갈비간장조림,0.0,
7020937,골뱅이소면무침,0.0,2.0
7020954,일본식카레,0.0,
7020958,통밀빵,0.0,
7020960,스팸김치계란밥,0.0,
7020961,곤드레솥밥,0.0,
7020964,뉴욕르뱅쿠키,0.0,
7020968,해초무침,0.0,
7020969,참나물무침,0.0,2.0
7020973,백김치국물냉면,0.0,
7020975,미나리전,0.0,
7020978,빨간어묵볶음,0.0,
7020980,느타리버섯볶음,0.0,
7020984,양배추 계란찜,0.0,
7020989,묵은지닭볶음탕,,
7021000,양상추볶음,0.0,
7021009,오므라이스,4.0,16.0
7021010,유채나물겉절이,1.0,
7021011,꼬마김밥,0.0,
7021020,가래떡구이,0.0,
7021024,강황고등어구이,0.0,
7021028,아롱사태수육,0.0,
7021036,고수무침,0.0,
7021037,애호박 참치고추장찌개,0.0,
7021038,오징어실채볶음,0.0,
7021045,로투스아이스박스케이크,2.0,
7021053,양파 부추무침,0.0,
7021058,버섯 산적꼬치,0.0,
7021064,당근꼬마김밥,0.0,
7021066,해물찜,0.0,
7021068,알배추나물무침,2.0,1.0
7021070,생굴무침,0.0,
7021071,등갈비구이,0.0,
7021078,투움바파스타,0.0,
7021079,대패삼겹살 제육볶음,0.0,
7021080,대파 수육,0.0,1.0
7021084,스테이크,0.0,
7021088,치즈 크러스트피자,0.0,
7021089,들기름 비빔우동,0.0,
7021090,양파전,0.0,
7021091,양배추 크래미볶음,0.0,2.0
7021092,오징어실채 고추장볶음,0.0,
7021094,콩나물 무국,0.0,
7021105,새우 살채소두부동그랑땡,0.0,
7021106,티본스테이크,0.0,
7021110,양배추 들깨무침,0.0,9.0
7021114,알리오올리오,0.0,
7021115,느타리버섯,0.0,
7021116,참치김치라면,0.0,
7021140,옥돔구이,0.0,
7021141,땅콩조림,0.0,
7021143,고구마샐러드,0.0,
7021150,양송이 버섯볶음,1.0,
7021151,찐 단호박,0.0,
7021155,달가슴살치킨,0.0,
7021158,비빔쫄면,0.0,
7021161,양파절임,0.0,
7021162,스팸마요 주먹밥,0.0,1.0
7021164,표고버섯전복볶음,0.0,
7021166,버터감자,0.0,
7021167,브로콜리전,0.0,1.0
7021169,초코크로플,0.0,
7021173,꽈리고추 메추리알장조림,0.0,
7021184,돼지갈비,0.0,2.0
7021186,고등어조림,0.0,
7021194,대파 삼겹살찜,0.0,
7021195,율무보리밥,0.0,
7021205,소고기 당면전골,0.0,6.0
7021208,모짜렐라치즈,0.0,
7021209,얼큰 만두국,0.0,4.0
7021210,양송이스프,0.0,1.0
7021211,낙지볶음,0.0,
7021219,명란 감자 크림우동,0.0,
7021224,게살덮밥,0.0,1.0
7021229,누룽지,0.0,
7021230,시나몬크랙쿠키,4.0,
7021231,사과브로콜리당근계란샐러드,0.0,
7021243,두부볶음,0.0,
7021244,오트밀요거트,0.0,
7021249,냉이된장국,0.0,2.0
7021252,무계란찜,0.0,1.0
7021255,참치무침,0.0,
7021257,냉이무침,0.0,1.0
7021258,꿀무즙,0.0,
7021262,톳김밥,0.0,
7021263,두부덮밥,0.0,
7021267,병아리콩과자,0.0,2.0
7021268,삼겹살 미나리구이,0.0,
7021269,닭죽,0.0,
7021270,오이 명란마요,0.0,1.0
7021271,모닝빵 모카번,,
7021272,땡초부추전,0.0,
7021275,김치 콩나물국,0.0,
7021278,토마토 살사소스,0.0,
7021280,계란오믈렛,0.0,
7021282,토마토 계란볶음,0.0,
7021283,두부 강정,0.0,
7021288,퀴노아샐러드,0.0,
7021289,미나리생채비빔밥,0.0,
7021293,브로콜리 감자수프,0.0,
7021297,계란덮밥,0.0,1.0
7021303,비빔만두,0.0,
7021308,청경채볶음,0.0,
7021319,뽕잎나물볶음,,
7021322,어묵고추잡채,0.0,
7021324,모닝빵 계란빵,0.0,
7021327,햄 치즈토스트,0.0,
7021330,참치 마요 주먹밥,0.0,
7021333,민물새우시금치된장국,0.0,
7021336,표고버섯볶음,0.0,2.0
7021337,당근계란김밥,0.0,
7021338,고추장 돼지불고기,0.0,1.0
7021340,브로컬리숙회,0.0,
7021346,오버나이트오트밀,0.0,
7021347,무나물볶음,0.0,
7021349,짬뽕라면,0.0,
7021350,김치 녹두전,0.0,
7021351,돼지고기김치두루치기,0.0,
7021352,두부 참치전,0.0,
7021354,콩나물 밥,0.0,
7021359,깔라마리오징어튀김,0.0,
7021364,가지 된장구이,0.0,1.0
7021365,폭탄계란찜,0.0,4.0
7021366,연어 아보카도 포케샐러드,0.0,
7021367,수제피클,0.0,
7021371,종이컵 계란빵,0.0,
7021372,크림치즈 블루베리파이,0.0,
7021373,계란후라이,,
7021374,무밥,0.0,
7021375,수박 화채,0.0,
7021376,쌈장,0.0,
7021379,딸기잼 스무디,0.0,
7021382,군만두조림,0.0,1.0
7021385,돼지고기 목살김치찌개,0.0,
7021386,두부 유부초밥,0.0,
7021387,쑥된장국,0.0,
7021389,방풍나물무침,0.0,
7021400,가리비구이,0.0,
7021402,풋마늘무침,0.0,
7021403,건새우꽈리고추볶음,0.0,2.0
7021405,당근라페샐러드,0.0,
7021407,물미역,0.0,
7021408,사과양배추샐러드,0.0,1.0
7021409,에그계란마요샌드위치,0.0,
7021410,양배추찜,0.0,
7021411,닭안심 찹스테이크,0.0,
7021414,홍진미채볶음,0.0,1.0
7021416,미나리 제육볶음,0.0,
7021418,아스파라거스 햄볶음,0.0,1.0
7021421,토마토 카레,0.0,
7021423,감자칩,0.0,
7021425,참기름 미역국,0.0,
7021430,뚝배기 소불고기,0.0,
7021433,우삼겹 된장찌개,0.0,
7021434,버섯 만두전골,0.0,
7021436,새송이버섯장아찌,0.0,
7021444,묵은지,0.0,
7021445,마샐러드,0.0,
7021446,오트밀 참치미역국,0.0,
7021450,고추장 마늘쫑무침,0.0,
7021453,우렁쌈장,0.0,1.0
7021454,메밀 쪽파전,0.0,
7021461,매운 등뼈찜,0.0,
7021462,구운 계란장조림,0.0,
7021469,낙지탕탕이,0.0,
7021470,베이컨김밥,0.0,
7021472,새송이버섯볶음,0.0,2.0
7021474,치즈 감자채전,0.0,7.0
7021478,콜라 수육,0.0,
7021479,봄동물김치,2.0,
7021482,소고기 토마토스튜,0.0,1.0
7021485,가리비 초무침,0.0,
7021487,대파 베이컨 크림치즈,0.0,
7021489,유뷰 콩나물무침,0.0,
7021490,들기름 메밀면샐러드,0.0,
7021491,파절이,0.0,
7021492,토마토스프,,
7021493,달래 된장찌개,0.0,1.0
7021496,레몬쿠키,5.0,1.0
7021499,시금치 나물무침,0.0,
7021504,콩나물 오뎅탕,0.0,
7021506,매운 멸치볶음,1.0,
7021507,동죽 칼국수,0.0,2.0
7021510,가츠동,0.0,
7021512,소불고기전골,0.0,
7021513,팽이버섯 베이컨말이,0.0,
7021515,오버나잇 오트밀,0.0,
7021521,소고기 청국장,0.0,1.0
7021522,오징어조림,0.0,
7021523,애호박 건새우볶음,0.0,
7021525,간장 오징어볶음,0.0,
7021526,옥수수 치즈전,0.0,1.0
7021528,베이컨말이 주먹밥,0.0,1.0
7021530,히포크라테스스프,0.0,
7021531,표고버섯 어묵볶음,0.0,1.0
7021532,수플레 팬케이크,0.0,
7021534,마늘쫑 고추장무침,0.0,
7021535,건새우 무국,1.0,2.0
7021536,미나리겉절이,0.0,3.0
7021538,낙지국,0.0,
7021539,냉이 된장찌개,0.0,
7021543,만두 오뎅탕,0.0,3.0
7021544,브로콜리 숙회,0.0,
7021546,무생채무침,0.0,1.0
7021548,감자 수제비,0.0,
7021550,고등어 무조림,0.0,1.0
7021551,김치찌개,0.0,1.0
7021552,스팸두부짜글이,0.0,
7021556,궁채나물볶음,0.0,
7021561,쥐포볶음,0.0,
7021562,멸치무침,0.0,2.0
7021565,알배추스테이크,0.0,
7021566,빨간애호박볶음,0.0,1.0
7021569,부대찌개,0.0,1.0
7021574,양배추쌈밥,0.0,1.0
7021579,치자 단무지무침,0.0,
7021593,당근라페김밥,0.0,
7021595,아인슈페너,0.0,
7021597,견과류쌈장,0.0,
7021598,길거리토스트,0.0,1.0
7021599,두부 두루치기,0.0,
7021601,지코바치킨,0.0,
7021602,만두볶음밥,0.0,
7021606,오징어튀김,0.0,1.0
7021612,알리오올리오파스타,0.0,
7021617,머위나물무침,0.0,
7021620,명란구이 아보카도덮밥,0.0,
7021622,함박스테이크,0.0,
7021623,오징어찌개,0.0,
7021624,부채살스테이크,0.0,
7021630,홍합 부추전,0.0,
7021635,양배추 참치덮밥,,
7021640,들깨 미역국,0.0,
7021643,토마토주스,0.0,
7021644,바지락 쑥된장국,0.0,
7021645,돼지등갈비김치찜,0.0,
7021649,가문어 고추장무침,0.0,1.0
7021652,쌀강정,0.0,1.0
7021654,냉이 달래된장국,0.0,
7021661,닭 간장구이,0.0,
7021666,비엔나소세지볶음,0.0,
7021667,치킨랩,0.0,
7021674,미나리 대패삼겹살말이찜,0.0,
7021678,무청 시래기고등어조림,0.0,
7021679,미역 계란죽,0.0,1.0
7021700,팽이 달걀부침,0.0,
7021703,계란 감바스,0.0,
7021718,무청 시래기밥,0.0,
7021728,검은콩죽,0.0,
7021735,묵은지김치볶음,0.0,
7021743,감바스알아히요,0.0,
7021748,라떼,0.0,
7021775,짜장면,0.0,
7021776,아스파라거스,0.0,
7021797,양배추 샌드위치,0.0,
7021803,모카크림라떼,0.0,
7021833,갈비치킨,0.0,
7021836,계란 파국,1.0,
7021840,김치볶음,0.0,
7021843,오트밀밥,0.0,1.0
7021857,물미역나물,0.0,1.0
7021867,새송이버섯전,0.0,
7021868,명란 계란말이,0.0,
7021869,해물 순두부찌개,0.0,3.0
7021870,우삼겹숙주볶음,0.0,
7021871,팽이버섯덮밥,0.0,1.0
7021872,양배추롤,1.0,
7021873,불닭볶음밥,0.0,
7021874,미나리초무침,0.0,3.0
7021875,어향가지,0.0,
7021878,진미채 간장볶음,0.0,
7021879,팽이버섯 계란말이,0.0,
7021881,무닭볶음탕,,
7021882,소세지 야채볶음,0.0,3.0
7021883,닭 갈비,0.0,
7021884,또띠아달걀토스트,0.0,1.0
7021885,애호박 보트피자,2.0,
7021886,야채 계란말이,0.0,
7021889,떡국떡 떡볶이,0.0,
7021897,팝콘더블샷라떼,0.0,
7021898,미나리 오징어초무침,0.0,
7021899,깻잎참치전,0.0,
7021901,야채비빔밥,0.0,
7021908,카페라떼,0.0,
7021925,볶음우동,0.0,
7021927,알배추겉절이,0.0,
7021936,청경채새우볶음,0.0,1.0
7021940,나물김밥,0.0,
7021953,팽이버섯 소금구이,0.0,
7021957,오트밀크래미죽,0.0,
7021964,참치 마요유부초밥,0.0,
7021971,메추리알 고추장소세지볶음,0.0,
7021979,마른새우볶음,0.0,
7021989,콜리플라워라이스,0.0,
7022000,소세지빵,0.0,
7022011,고추바사삭,0.0,
7022014,닭튀김,0.0,
7022026,분모자 떡볶이,0.0,
7022030,귀리밥,0.0,
7022039,된장 제육볶음,0.0,
7022040,쑥부침개,0.0,
7022045,스지 된장찌개,0.0,2.0
7022068,묵은지등갈비찜,0.0,
7022070,소갈비탕,0.0,
7022072,돼지목살 간장조림,0.0,
7022079,명란 크림파스타,0.0,
7022085,오징어볶음이면,0.0,
7022099,토피크런치크림라떼,0.0,
7022117,무고등어조림,0.0,
7022119,더덕고추장무침,0.0,
7022121,갈비찜,1.0,
7022122,모닝빵,0.0,
7022125,봄동새우말이,0.0,
7022129,감태파스타,2.0,
7022132,레몬수,2.0,1.0
7022133,계란토스트,0.0,
7022135,간장어묵볶음,0.0,
7022143,고추장더덕구이,0.0,
7022151,상추부추겉절이,0.0,
7022164,어묵국,0.0,
7022165,김부각,0.0,
7022168,삼겹살볶음밥,0.0,
7022173,시래기솥밥,0.0,
7022180,탕국,0.0,
7022184,달고나토스트,0.0,
7022194,오징어숙회,0.0,
7022205,깍두기볶음밥,0.0,
7022210,포케샐러드,0.0,
7022212,스팸파전,0.0,
7022215,베트남쌀국수,0.0,
7022216,계란 미역국,0.0,
7022217,양배추 라페샌드위치,0.0,
7022220,돼지고기 고추장찌개,0.0,
7022229,일본식 소고기카레,0.0,
7022231,목살수육,0.0,
7022233,궁채장아찌,0.0,1.0
7022234,인절미,0.0,
7022239,마리네이드토마토,0.0,1.0
7022241,서리태 콩국수,0.0,
7022244,도토리묵 냉국,0.0,
7022247,떡국떡국물떡볶이,0.0,
7022249,닭 한마리 곰탕,0.0,
7022261,양지곰탕,0.0,
7022266,피스타치오 크림에스프레소,0.0,
7022270,돌문어숙회,0.0,1.0
7022273,전복찜,0.0,1.0
7022275,컵라면 계란찜,0.0,
7022279,빵,4.0,1.0
7022280,들기름 두부부침,0.0,
7022290,곱창김,0.0,
7022294,야채튀김,0.0,
7022297,멘치카츠,0.0,
7022298,소고기 강된장,0.0,
7022301,레몬청,0.0,
7022308,멸치김치 칼국수,0.0,
7022312,아귀찜,0.0,
7022313,간장찜닭볶음밥,0.0,
7022329,오징어채 간장볶음,0.0,
7022332,수육,0.0,
7022350,애플시나몬크럼블,0.0,
7022352,대패삼겹살김치볶음,0.0,
7022356,바질마요네즈,0.0,
7022364,쪽파장아찌,0.0,
7022365,오이김치,0.0,
7022373,번데기탕,0.0,
7022381,마녀스프,2.0,3.0
7022387,양파 쑥전,0.0,
7022396,검은콩두유,0.0,
7022409,오뎅탕,0.0,
7022422,된장냉이무침,0.0,
7022430,깻잎순나물,0.0,2.0
7022434,고추장 잔멸치볶음,0.0,
7022437,연어 스테이크,0.0,
7022442,양배추샐러드빵,0.0,
7022445,오트밀요거트스콘,0.0,
7022454,칠리새우볶음,0.0,
7022455,고추장 닭구이,2.0,
7022461,보리빵,0.0,
7022463,피자,0.0,1.0
7022465,치즈 갈릭토스트,0.0,
7022482,진미채무침,0.0,
7022483,쑥국,0.0,
7022484,생파래무침,0.0,
7022487,메추리알 버섯장조림,0.0,
7022489,간고등어조림,0.0,
7022490,양배추전,0.0,
7022498,꼬막무침,0.0,
7022503,창난젓무침,0.0,
7022510,취나물무침,0.0,
7022512,물미역무침,0.0,
7022515,소고기볶음고추장,2.0,
7022518,메추리알 소고기장조림,0.0,
7022521,브로콜리 들깨무침,0.0,
7022526,도다리쑥국,0.0,
7022534,두부부침,0.0,1.0
7022542,연어 회덮밥,0.0,
7022548,아보카도 명란비빔밥,0.0,
7022561,두부 고추참치쌈장,0.0,
7022569,칠리새우,0.0,
7022576,문어 솥밥,0.0,
7022592,새송이버섯 들깨볶음,0.0,
7022602,황태채볶음,0.0,
7022604,치아바타,0.0,1.0
7022605,대패삼겹살 순두부찌개,0.0,
7022610,매실잼,0.0,
7022624,자숙뿔소라 비빔국수,0.0,
7022627,시래기된장국,0.0,
7022630,참치 오이비빔밥,1.0,1.0
7022633,양배추장아찌,0.0,
7022639,나폴리탄스파게티,0.0,
7022641,닭가슴살데리야끼,0.0,
7022643,들깨바지락 쑥국,0.0,
7022648,김치 누룽지죽,0.0,
