RCP_SNO,CKG_NM,INQ_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,INQ_CNT_RATE,REVIEW_STAR_NORM_AVG,REVIEW_SENTIMENT_AVG,INQ_CNT_LOG,INQ_CNT_LOG_CENTERED,SRAP_CNT_LOG,SRAP_CNT_LOG_CENTERED,REVIEW_RANK_SCORE
7024119,간장제육볶음,3552,28,볶음,일상,돼지고기,메인반찬,"[['돼지고기 앞다리살', '500', 'g'], [' 대파', '150', 'g'], [' 양파', '2', '개'], [' 팽이버섯', '1', '개'], [' 청양고추', '1', '개'], [' 마늘', '12', '개'], [' 설탕', '2', 't'], [' 다진마늘', '1', 't'], [' 굴소스', '0.5', 't'], [' 후추', '', '적당량'], [' 사과식초', '1', 't']]",4인분,중급,30분이내,0.058443161,1.0,0.9666666666666667,8.175547596021026,0.4068475400832128,3.367295829986474,1.0556243567320216,1.9666666666666668
7024121,돼지등뼈 감자탕,1510,11,끓이기,영양식,돼지고기,국/탕,"[['냉장 돼지등뼈', '3', 'kg'], [' 시래기', '', ''], [' 대파', '2', '대'], [' 청양고추', '5', '개'], [' 깻잎', '50', '장'], [' 들깨가루', '10', 't'], [' 통후추', '1', 't'], [' 소주', '1', '컵'], [' 된장', '1', 't'], [' 국간장', '3', 't'], [' 멸치액젓', '4', 't'], [' 미림', '3', 't'], [' 다진마늘', '1.5', 't'], [' 다진생강', '1', 't'], [' 후춧가루', '', '톡톡'], [' 다시다', '1', 't'], [' 맛소금', '1', 't']]",6인분이상,고급,2시간이상,0.024844925,,,7.32052696227274,-0.44817309366507363,2.4849066497880004,0.1732351765335478,
7024127,알탕,1062,2,끓이기,일상,해물류,국/탕,"[['명란젓', '4', '줄'], [' 애호박', '1/3', '개'], [' 양파', '1/4', '개'], [' 나박썬무', '1', '줌'], [' 대파', '1/3', '개'], [' 청량고추', '1', '개'], [' 다진마늘', '1', 't'], [' 고추가루', '1.5', 't'], [' 물', '500', 'ml'], [' 코인육수', '1', '알'], [' 새우젓', '0.5', 't']]",4인분,초급,15분이내,0.017473715,,,6.968850378341948,-0.7998496775958657,1.0986122886681098,-1.2130591845863428,
7024129,늙은호박말랭이,4414,1,기타,기타,채소류,기타,"[['늙은호박', '', '']]",6인분이상,중급,2시간이상,0.072626158,,,8.392763113038061,0.6240630571002477,0.6931471805599453,-1.6185242926945071,
7024130,감자 붕생이,922,6,찜,간식,곡류,밥/죽/떡,"[['감자', '500', 'g'], [' 밀가루', '1.5', '컵'], [' 물', '2/3', '컵'], [' 소금', '1.5', 't'], [' 설탕', '1.5', 't']]",4인분,고급,60분이내,0.015170212,,,6.827629234502852,-0.9410708214349617,1.9459101490553132,-0.3657613241991393,
7024133,쭈꾸미샤브샤브,1938,35,끓이기,영양식,해물류,메인반찬,"[['양파', '1', '개'], [' 청양고추', '5', '개'], [' 마늘', '8-10', '개'], [' 대파', '2', '대'], [' 대파뿌리', '', ''], [' 간장', '3', 't'], [' 소금', '', ''], [' 청경채', '1', '봉지'], [' 숙주', '1', '봉지'], [' 미나리', '1', '줌'], [' 팽이버섯', '1', '개']]",4인분,고급,60분이내,0.031887063,,,7.569927655242652,-0.19877240069516144,3.58351893845611,1.2718474652016574,
7024137,콘옥수수샐러드,2358,14,무침,일상,채소류,샐러드,"[['옥수수 캔', '1', '개'], [' 빨강 파프리카', '1/4', '개'], [' 노랑 파프리카', '1/4', '개'], [' 양파', '1/4', '개'], [' 마요네즈', '3', '스푼'], [' 설탕', '1', '스푼'], [' 소금', '1/4', '스푼'], [' 후추', '', '약간']]",2인분,초급,5분이내,0.038797571,,,7.765993079407675,-0.0027069765301384052,2.70805020110221,0.3963787278477575,
7024143,엄나무순,1498,15,무침,일상,채소류,밑반찬,"[['엄나무순', '266', 'g'], [' 고춧가루', '1', 't'], [' 올리고당', '1', 't'], [' 국간장', '1', 't'], [' 다진 마늘', '2', 't'], [' 참기름', '1', 't'], [' 통깨', '1', 't']]",4인분,고급,15분이내,0.024647482,1.0,0.94,7.312553498102598,-0.45614655783521574,2.772588722239781,0.4609172489853286,1.94
7024145,사과샐러리주스,1042,4,기타,영양식,채소류,차/음료/술,"[['사과', '1/2', '개'], [' 셀러리', '30', 'g'], [' 물', '100', 'ml'], [' 꿀', '1/2', '큰술']]",1인분,고급,10분이내,0.017144644,,,6.949856455000773,-0.8188436009370408,1.6094379124341003,-0.7022335608203523,
7024162,앙버터휘낭시에,2643,1,기타,일상,밀가루,디저트,"[['무염버터', '75', 'g'], [' 계란흰자', '60', 'g'], [' 설탕', '60', 'g'], [' 꿀', '8', 'g'], [' 바닐라오일', '', '적당량'], [' 아몬드가루', '35', 'g'], [' 박력분', '25', 'g'], [' 무염버터', '', '적당량']]",3인분,고급,60분이내,0.043486845,,,7.880048200971577,0.11134814503376322,0.6931471805599453,-1.6185242926945071,
7024198,양배추볶음,3030,1,볶음,일상,채소류,메인반찬,"[['양배추', '1/4', '개'], [' 올리브유', '4', 't'], [' 소금', '1/2', 't']]",4인분,중급,30분이내,0.049854386,,,8.016647877057803,0.2479478211199897,0.6931471805599453,-1.6185242926945071,
7024201,소고기 두부조림,2647,95,조림,일상,소고기,메인반찬,"[['소고기 다짐육', '150', 'g'], [' 두부', '1', '모'], [' 소금', '2', '꼬집'], [' 대파', '1/2', '대'], [' 간장', '1', '스푼'], [' 맛술', '1', '스푼'], [' 다진마늘', '1/2', '스푼'], [' 후추', '', ''], [' 참기름', '1/2', '스푼'], [' 맛술', '1', '스푼'], [' 설탕', '1', '스푼'], [' 참기름', '1', '스푼'], [' 후추', '', ''], [' 물', '3', '스푼'], [' 통깨', '', '']]",3인분,고급,60분이내,0.04355266,1.0,0.9566666666666667,7.881559917056899,0.11285986111908564,4.564348191467836,2.2526767182133836,1.9566666666666666
7024207,시금치 두부된장국,946,6,끓이기,일상,채소류,국/탕,"[['시금치', '1', '단'], [' 건새우', '4', '스푼'], [' 두부', '1/2', '모'], [' 멸치육수', '1.2', 'l'], [' 된장', '2', '스푼'], [' 다진마늘', '1', '스푼'], [' 참치액', '1', '스푼'], [' 고춧가루', '', '약간']]",4인분,고급,60분이내,0.015565099,,,6.853299093186078,-0.9154009627517352,1.9459101490553132,-0.3657613241991393,
7024208,레몬에이드,1322,2,절임,간식,과일류,차/음료/술,"[['레몬', '1', ''], [' 설탕', '1', '']]",6인분이상,고급,60분이내,0.021751649,,,7.187657164114956,-0.5810428918228574,1.0986122886681098,-1.2130591845863428,
7024210,가리비찜,2809,4,찜,술안주,해물류,메인반찬,"[['가리비', '', '']]",6인분이상,중급,60분이내,0.046218142,,,7.940939762327791,0.17223970638997788,1.6094379124341003,-0.7022335608203523,
7024211,두릅장아찌,2018,11,절임,일상,채소류,밑반찬,"[['데친 두릅', '1', 'kg'], [' 물', '4', '컵'], [' 간장', '3', '컵'], [' 식초', '2', '컵'], [' 설탕', '1', '컵'], [' 소주', '2/3', '컵']]",6인분이상,고급,60분이내,0.03320335,1.0,0.96,7.610357618312838,-0.15834243762497557,2.4849066497880004,0.1732351765335478,1.96
7024227,티라미수라떼,2762,1,기타,일상,달걀/유제품,차/음료/술,"[['동물성 휘핑크림', '80', 'g'], [' 마스카포네치즈', '30', 'g'], [' 알룰로스', '10', 'g'], [' 우유', '110', 'ml'], [' 초코쿠키 시럽', '15', 'g'], [' 에스프레소', '2', '샷'], [' 레이디핑거쿠키', '1', '개']]",1인분,고급,15분이내,0.045444823,,,7.924072324923417,0.1553722689856034,0.6931471805599453,-1.6185242926945071,
7024229,버터식빵러스크,1062,2,굽기,초스피드,기타,빵,"[['식빵', '2', '장'], [' 버터', '2', ''], [' 올리고당', '1', ''], [' 파슬리가루', '', '약간'], [' 시나몬 가루', '', '약간']]",2인분,고급,30분이내,0.017473715,,,6.968850378341948,-0.7998496775958657,1.0986122886681098,-1.2130591845863428,
7024235,아보카도과카몰리,2321,0,비빔,간식,채소류,샐러드,"[['아보카도', '1', '개'], [' 토마토', '1/2', '개'], [' 양파', '1/4', '개'], [' 베트남 고추절임', '', '약간'], [' 레몬즙', '2', 'ts'], [' 소금', '', '약간'], [' 후춧가루', '', '약간']]",2인분,초급,30분이내,0.038188789,,,7.7501841622578365,-0.01851589367997697,0.0,-2.3116714732544525,
7024236,참치 두부쌈장,2190,25,볶음,일상,해물류,밑반찬,"[['두부', '2', '모'], [' 참치캔', '2', '개'], [' 양파', '1/2', '개'], [' 청양고추', '2', '개'], [' 고추장', '2', '큰술'], [' 알룰로스', '1', '큰술'], [' 생들기름', '2', '큰술']]",3인분,고급,30분이내,0.036033368,,,7.692113339595466,-0.07658671634234704,3.258096538021482,0.9464250647670296,
7024242,오리녹두백숙,4142,2,끓이기,영양식,닭고기,국/탕,"[['토종 오리', '1', '마리'], [' 생수', '', ''], [' 통마늘', '1', '줌'], [' 엄나무', '3~4', '토막'], [' 녹두', '200', 'g'], [' 찹쌀', '200', 'g']]",4인분,중급,60분이내,0.068150781,,,8.329175442077402,0.5604753861395881,1.0986122886681098,-1.2130591845863428,
7024245,치즈오믈렛,1106,34,기타,손님접대,달걀/유제품,메인반찬,"[['계란', '3', '개'], [' 생크림', '1', 't'], [' 소금', '1/2', 't'], [' 파슬리', '', '조금'], [' 치즈', '1', '개'], [' 버터', '5', 'ml'], [' 식용유', '', '조금']]",1인분,초급,15분이내,0.018197673,1.0,0.32,7.009408932708637,-0.7592911232291764,3.5553480614894135,1.243676588234961,1.32
7024247,엔초비파스타,1494,1,볶음,손님접대,기타,면/만두,"[['파스타면', '260', 'g'], [' 엔쵸비', '4', '개'], [' 올리브', '8', '개'], [' 마늘', '5', '알'], [' 양파', '1/2', '개'], [' 바질페스토', '2', 't'], [' 치킨스톡', '1', 't'], [' 엑스트라버진 올리브유', '2', 't']]",2인분,중급,30분이내,0.024581667,,,7.3098814858247865,-0.45881857011302696,0.6931471805599453,-1.6185242926945071,
7024248,우엉연근조림,1766,1,조림,일상,채소류,메인반찬,"[['우엉', '30', '개'], [' 연근', '6-7', '개'], [' 양조간장', '1', '컵'], [' 설탕', '3', '스푼'], [' 맛술', '2', '스푼'], [' 매실청', '2', '스푼'], [' 물', '1/2', '컵'], [' 액젓', '1', '스푼'], [' 올리고당', '3', '스푼'], [' 참기름', '1', '스푼'], [' 참깨', '1', '스푼']]",6인분이상,중급,60분이내,0.029057045,,,7.4770384723196965,-0.2916615836181169,0.6931471805599453,-1.6185242926945071,
7024269,소풍도시락,1678,8,기타,기타,기타,기타,"[['김밥', '1', '줄'], [' 유부초밥', '5', '개'], [' 볶음고추장깻잎 쌈', '8', '개'], [' 새우버터구이', '', ''], [' 방울토마토 부르스케타', '5', '조각']]",4인분,중급,2시간이내,0.027609128,,,7.425953657077541,-0.3427463988602728,2.1972245773362196,-0.11444689591823298,
7024270,갈릭새우버터구이,1608,3,볶음,술안주,해물류,메인반찬,"[['새우', '198', 'g'], [' 양송이버섯', '5', '개'], [' 통마늘', '5', '개'], [' 치커리', '', '조금'], [' 베트남 고추', '4', '개'], [' 올리브오일', '1', 't'], [' 화이트 와인', '2', 't'], [' 소금', '', '약간'], [' 후추', '', '약간']]",2인분,고급,15분이내,0.026457377,,,7.3833681469923835,-0.3853319089454299,1.3862943611198906,-0.925377112134562,
7024271,방울토마토부르스케타,1950,5,기타,기타,과일류,양식,"[['대추 방울토마토', '10', '개'], [' 바게트 빵', '10', '조각'], [' 바질', '6', '장'], [' 양파', '1/4', '개'], [' 올리고당', '2', 't'], [' 올리브오일', '1', 't'], [' 다진 마늘', '1', 't'], [' 파슬리', '', '약간'], [' 올리고당', '2', 't'], [' 레몬즙', '1', 't'], [' 발사믹비네거', '1', 't'], [' 소금', '', '소량']]",2인분,고급,30분이내,0.032084506,,,7.576097340623111,-0.19260271531470252,1.791759469228055,-0.5199120040263976,
7024273,아몬드모카크로와상,2743,2,기타,일상,밀가루,빵,"[['크로와상 생지', '2', '개'], [' 우유', '', '적당량'], [' 설탕', '20', 'g'], [' 소금', '2', 'g'], [' 인스턴트커피', '2', 'g'], [' 물', '4', 'g'], [' 계란', '14', 'g'], [' 박력분', '20', 'g']]",1인분,고급,60분이내,0.045132205,,,7.917171988845776,0.14847193290796223,1.0986122886681098,-1.2130591845863428,
7024274,들깨감자미역국,2226,13,끓이기,일상,해물류,국/탕,"[['건미역', '4', '인분'], [' 감자', '2', '개'], [' 들깨가루', '3', 't'], [' 양파', '1/2', '개'], [' 쌀뜨물', '1.5', 'l'], [' 까나리액젓', '', ''], [' 들기름', '', ''], [' 소금', '', '']]",4인분,초급,30분이내,0.036625697,,,7.708410667257367,-0.06028938868044609,2.6390573296152584,0.32738585636080586,
7024280,두부 깻잎전,1942,1,부침,명절,가공식품류,메인반찬,"[['깻잎', '2', '묶음'], [' 계란', '2', '개'], [' 부침가루', '2', 't'], [' 두부', '1', '모'], [' 당근', '1', '개'], [' 대파', '1', '대'], [' 간마늘', '2', 't'], [' 미림', '2', 't'], [' 부침가루', '2', 't'], [' 소금', '', ''], [' 후추가루', '', '']]",4인분,중급,60분이내,0.031952877,,,7.57198844937744,-0.19671160656037312,0.6931471805599453,-1.6185242926945071,
7024285,참치 미역국,3510,3,끓이기,일상,해물류,국/탕,"[['미역', '', ''], [' 물', '1.5~2', 'l'], [' 참치액', '1', 't'], [' 국간장', '1', 't'], [' 간마늘', '1', 't']]",4인분,중급,60분이내,0.05775211,,,8.163656176168432,0.3949561202306189,1.3862943611198906,-0.925377112134562,
7024286,가지 나물무침,5969,0,무침,일상,채소류,밑반찬,"[['가지', '2', '개'], [' 까나리액젓', '1', 't'], [' 간장', '1', 't'], [' 고추가루', '1', 't'], [' 참기름', '1', 't'], [' 파', '', ''], [' 간마늘', '', ''], [' 깨소금', '', '']]",2인분,초급,30분이내,0.098211494,,,8.694502206386648,0.9258021504488347,0.0,-2.3116714732544525,
7024299,미니 단호박죽,1009,0,끓이기,영양식,쌀,밥/죽/떡,"[['미니 단호박', '1', '개'], [' 찹쌀밥', '1', '그릇'], [' 물', '5', '컵'], [' 소금', '', ''], [' 설탕', '', '']]",2인분,초급,30분이내,0.016601675,,,6.917705609835305,-0.8509944461025087,0.0,-2.3116714732544525,
7024305,고등어김치조림,3622,2,끓이기,일상,해물류,메인반찬,"[['고등어', '1', '캔'], [' 김치', '1/2', '포기'], [' 고추가루', '1', 't'], [' 설탕', '1', 't'], [' 파', '1.5', '대'], [' 마늘', '3', '쪽'], [' 청양고추', '3', '개'], [' 말린 생강', '2', '조각'], [' 물', '200', 'ml'], [' 통조림국물', '200', 'ml']]",3인분,중급,30분이내,0.059594913,,,8.195057690895077,0.4263576349572631,1.0986122886681098,-1.2130591845863428,
7024312,양배추 계란전,2314,1,부침,일상,채소류,메인반찬,"[['볶은 양배추', '170', 'g'], [' 계란', '2', '개'], [' 돈까스 소스', '', '적당량'], [' 가쓰오부시', '', '적당량']]",1인분,고급,5분이내,0.038073613,,,7.747164966520335,-0.021535089417478837,0.6931471805599453,-1.6185242926945071,
7024340,소불고기덮밥,3337,18,볶음,일상,소고기,밥/죽/떡,"[['소고기', '1', '근'], [' 불고기양념', '1.5', '컵'], [' 양파', '1', '개'], [' 당근', '1', '개'], [' 대파', '2', '대'], [' 배주스', '1', '컵'], [' 물', '1', '컵'], [' 다진마늘', '1/3', '컵'], [' 참기름', '1/3', '컵'], [' 설탕', '1/2', '컵'], [' 깨', '1', 't'], [' 후춧가루', '', '']]",3인분,고급,30분이내,0.054905639,,,8.11312710422178,0.34442704828396664,2.9444389791664403,0.6327675059119877,
7024341,제육덮밥,1097,5,볶음,일상,돼지고기,밥/죽/떡,"[['돼지고기', '1', '근'], [' 양파', '1', '개'], [' 대파', '2', '대'], [' 고춧가루', '1', 't'], [' 고춧가루', '2', 't'], [' 간장', '2', 't'], [' 설탕', '2.5', 't'], [' 참기름', '2', 't'], [' 맛술', '4', 't'], [' 후춧가루', '', '약간'], [' 요리당', '1', 't'], [' 다진생강', '1', 't']]",3인분,고급,30분이내,0.018049591,,,7.001245622069476,-0.7674544338683376,1.791759469228055,-0.5199120040263976,
7024354,밤크림라떼,3241,2,기타,일상,달걀/유제품,차/음료/술,"[['동물성 휘핑크림', '60', 'g'], [' 밤잼', '17', 'g'], [' 설탕', '7', 'g'], [' 우유', '100', 'ml'], [' 에스프레소', '2', '샷']]",1인분,고급,10분이내,0.053326094,,,8.08394570229562,0.3152456463578073,1.0986122886681098,-1.2130591845863428,
7024375,자몽에이드,3235,0,기타,간식,기타,차/음료/술,"[['자몽', '', ''], [' 설탕', '', ''], [' 데미소다', '', '']]",1인분,중급,10분이내,0.053227372,,,8.082093278178382,0.31339322224056865,0.0,-2.3116714732544525,
7024376,간장양념장,24348,14,기타,일상,기타,양념/소스/잼,"[['대파', '45', 'g'], [' 고춧가루', '1.5', 't'], [' 진간장', '8', 't'], [' 깨', '', '적당량'], [' 참기름', '1', 't']]",6인분이상,고급,5분이내,0.400612074,,,10.100246059905626,2.331546003967812,2.70805020110221,0.3963787278477575,
7024378,채소소고기볶음,1286,40,볶음,초스피드,소고기,메인반찬,"[['소고기', '300', 'g'], [' 당근', '', '조금'], [' 깻잎', '7~8', '장'], [' 마늘', '6~7', '개'], [' 소금', '2~3', '꼬집'], [' 생강술', '1', '큰술'], [' 통깨', '', '조금']]",2인분,고급,10분이내,0.02115932,,,7.160069207596127,-0.6086308483416865,3.713572066704308,1.4019005934498554,
7024402,닭다리살구이,2378,6,굽기,술안주,닭고기,메인반찬,"[['닭다리살', '600', 'g'], [' 허브맛솔트', '', '톡톡']]",3인분,중급,30분이내,0.039126643,,,7.774435510302958,0.005735454365144221,1.9459101490553132,-0.3657613241991393,
7024405,열무김치,19147,9,무침,일상,채소류,김치/젓갈/장류,"[['열무', '2', '단'], [' 쪽파', '2', '줌'], [' 물', '1', '컵'], [' 찹쌀가루', '4', 't'], [' 양파', '1', '개'], [' 홍고추', '5', '개'], [' 고춧가루', '1+1/3', '컵'], [' 다진마늘', '4', 't'], [' 다진생강', '1/2', 't'], [' 까나리액젓', '2/3', '컵'], [' 매실액', '5', 't'], [' 깨', '', '']]",6인분이상,고급,2시간이내,0.315036938,,,9.8599535505124,2.0912534945745858,2.302585092994046,-0.009086380260406646,
7024406,양파 어묵볶음,986,8,볶음,일상,해물류,메인반찬,"[['납작 어묵', '6', '장'], [' 양파', '1', '개'], [' 청양고추', '3', '개'], [' 마늘', '', ''], [' 고춧가루', '1', 't'], [' 다진마늘', '1', 't'], [' 올리고당', '1', 't'], [' 참기름', '', ''], [' 깨', '', '']]",5인분,고급,30분이내,0.016223242,,,6.894670039433482,-0.8740300165043315,2.1972245773362196,-0.11444689591823298,
7024423,마라떡볶이,1621,3,끓이기,일상,가공식품류,밥/죽/떡,"[['우삼겹', '200', 'g'], [' 유부', '10', '개'], [' 누들 떡볶이떡', '500', 'g'], [' 고래사종합 어묵 종류별', '8', '개'], [' 양배추채', '40', 'g'], [' 삶은계란', '3', '개'], [' 고추장', '3', '큰술'], [' 고춧가루', '2', '큰술'], [' 양조간장', '1', '큰술'], [' 조청', '4', '큰술'], [' 마라상궈소스', '7', '큰술'], [' 해물육수', '2', '알'], [' 다진마늘', '4', '큰술'], [' 썬파', '4', '큰술'], [' 산초가루', '1', '작은술'], [' 물', '1.2', 'l']]",4인분,고급,60분이내,0.026671274,,,7.3914152346753585,-0.3772848212624549,1.3862943611198906,-0.925377112134562,
7024426,대패삼겹살찜,2693,16,찜,다이어트,돼지고기,메인반찬,"[['대패삼겹살', '300', 'g'], [' 양배추', '200', 'g'], [' 양파', '1/2', '개'], [' 팽이버섯', '1', '개'], [' 다진마늘', '1', '스푼'], [' 소주', '1', '스푼'], [' 소금', '2', '꼬집'], [' 후추', '', ''], [' 설탕', '2', '스푼'], [' 식초', '2', '스푼'], [' 물', '2', '스푼'], [' 참기름', '1', '스푼'], [' 통깨', '1', '스푼']]",2인분,고급,30분이내,0.044309525,,,7.898782356970309,0.13008230103249563,2.833213344056216,0.5215418708017636,
7024441,햄버거스테이크소스,1520,4,끓이기,일상,채소류,양념/소스/잼,"[['버터', '15', 'g'], [' 밀가루', '2', '스푼'], [' 홀 토마토', '1.5', '개'], [' 우스터소스', '3', '스푼'], [' 케첩', '5', '스푼'], [' 식초', '2', '스푼'], [' 설탕', '2', '스푼'], [' 후춧가루', '', '톡톡톡'], [' 소금', '', '']]",6인분이상,고급,30분이내,0.025009461,,,7.327123292259293,-0.44157676367852083,1.6094379124341003,-0.7022335608203523,
7024442,햄버거스테이크,2044,2,굽기,일상,돼지고기,메인반찬,"[['돼지고기', '600', 'g'], [' 소고기', '300', 'g'], [' 양파', '1', '개'], [' 표고버섯', '2', '개'], [' 마늘', '', ''], [' 밀가루', '2', '스푼'], [' 우스터 소스', '2', '스푼'], [' 홀 토마토', '1', '개'], [' 케쳡', '3', '스푼'], [' 식초', '2', '스푼'], [' 설탕', '2', '스푼'], [' 후춧가루', '', ''], [' 소금', '', '']]",6인분이상,고급,60분이내,0.033631143,,,7.623153068476902,-0.14554698746091166,1.0986122886681098,-1.2130591845863428,
7024472,감자튀김,3046,2,튀김,술안주,채소류,메인반찬,"[['감자', '3', '개'], [' 올리브유', '1.5', 't']]",2인분,중급,60분이내,0.050117643,,,8.021912778985708,0.2532127230478949,1.0986122886681098,-1.2130591845863428,
7024475,샤브샤브,2607,9,끓이기,영양식,소고기,메인반찬,"[['팽이버섯', '', ''], [' 느타리버섯', '', ''], [' 배추', '', ''], [' 어묵', '', ''], [' 숙주', '', ''], [' 청경채', '', ''], [' 물만두', '', ''], [' 소고기', '', ''], [' 무', '', ''], [' 대파', '', ''], [' 물', '', ''], [' 국간장', '', ''], [' 참치액젓', '', ''], [' 소금', '', ''], [' 땅콩소스', '', ''], [' 칠리소스', '', ''], [' 새싹채소', '', ''], [' 간장', '1', '스푼'], [' 설탕', '1/2', '스푼'], [' 식초', '1', '스푼'], [' 계란', '1', '개'], [' 당근', '1', '스푼'], [' 참기름', '1', '스푼'], [' 김', '1', '스푼'], [' 소금', '1/2', '티스푼']]",4인분,고급,30분이내,0.042894516,,,7.866338923046544,0.09763886710873049,2.302585092994046,-0.009086380260406646,
7024478,고추참치두부조림,3115,132,조림,일상,콩/견과류,메인반찬,"[['두부', '1', '모'], [' 고추참치', '1', '캔'], [' 물', '1', '종이컵'], [' 참치액젓', '1', '숟가락'], [' 진간장', '1', '숟가락'], [' 홍고추', '1/2', '개'], [' 청고추', '1/2', '개'], [' 대파', '1/2', '대'], [' 양파', '1/2', '개'], [' 들기름', '2', '숟가락'], [' 통깨', '', '약간']]",2인분,고급,60분이내,0.051252941,,,8.044305406990638,0.2756053510528247,4.890349128221754,2.578677654967301,
7024494,명이나물간장피클,1224,2,끓이기,일상,채소류,밑반찬,"[['명이나물', '360', 'g'], [' 설탕', '170', 'ml'], [' 매실청', '3', '스푼'], [' 양조간장', '200', 'ml'], [' 마늘', '4', '톨'], [' 생강', '1/3', '톨'], [' 청양고추', '1', '개'], [' 피클링스파이스', '1/2', '스푼'], [' 월계수잎', '2', '장'], [' 식초', '170', 'ml'], [' 레몬즙', '3', '스푼'], [' 소주', '4', '큰술']]",4인분,중급,30분이내,0.020139197,,,7.110696122978827,-0.6580039329589864,1.0986122886681098,-1.2130591845863428,
7024502,호두강정조림,1745,5,볶음,영양식,콩/견과류,메인반찬,"[['호두', '200', 'g'], [' 참기름', '1', '큰술'], [' 올리고당', '1', '큰술'], [' 통깨', '1', '큰술']]",6인분이상,고급,30분이내,0.028711519,,,7.465082736399547,-0.3036173195382661,1.791759469228055,-0.5199120040263976,
7024508,연포탕,6212,6,끓이기,영양식,해물류,국/탕,"[['낙지', '2', '마리'], [' 전복', '2~3', '마리'], [' 무', '1/6', '개'], [' 알배춧잎', '8', '장'], [' 대파', '1/2', '대'], [' 미나리', '1', '줌'], [' 새송이버섯', '1', '개'], [' 표고버섯', '3', '개'], [' 홍고추', '1', '개'], [' 국간장', '1/2', '큰술'], [' 다진마늘', '1', '작은술'], [' 소금', '', '약간']]",2인분,중급,60분이내,0.102209717,,,8.734399150063695,0.9656990941258812,1.9459101490553132,-0.3657613241991393,
7024511,콩비지찌개,5521,1,끓이기,일상,기타,찌개,"[['콩비지', '300', 'g'], [' 돼지고기 다짐육', '110', 'g'], [' 신김치', '97', 'g'], [' 양파', '28', 'g'], [' 홍고추 1개', '10', 'g'], [' 대파', '1', '큰술'], [' 다진 마늘', '0.5', '큰술'], [' 고춧가루', '0.5', '큰술'], [' 까나리액젓', '1~1.5', '큰술'], [' 참기름', '1', '큰술'], [' 동전 육수', '1', '개'], [' 물', '400', 'ml']]",2인분,고급,60분이내,0.090840285,,,8.6164953924901,0.8477953365522861,0.6931471805599453,-1.6185242926945071,
7024512,낙지젓갈무침,1020,14,무침,일상,해물류,밑반찬,"[['낙지젓갈', '1', '통'], [' 청양고추', '2', '개'], [' 홍고추', '1', '개'], [' 대파', '1/4', '대'], [' 마늘', '3', '개'], [' 다진마늘', '1/2', '수저'], [' 설탕', '1/2', '수저'], [' 참기름', '1/2', '수저'], [' 깨소금', '1/2', '수저']]",2인분,중급,30분이내,0.016782664,,,6.928537818164665,-0.8401622377731481,2.70805020110221,0.3963787278477575,
7024515,마늘쫑볶음,1397,24,볶음,일상,채소류,메인반찬,"[['마늘쫑', '1', '움큼'], [' 다진마늘', '0.5', ''], [' 간장', '3', ''], [' 설탕', '1.5', ''], [' 참기름', '1', ''], [' 깨', '', '조금']]",2인분,고급,30분이내,0.022985669,,,7.242797922793756,-0.5259021331440579,3.2188758248682006,0.907204351613748,
7024523,현미누룽지닭백숙,912,7,끓이기,영양식,닭고기,국/탕,"[['닭', '1', '마리'], [' 현미누룽지', '150-200', 'g'], [' 통마늘', '5', '개'], [' 한알 육수', '2', '개'], [' 사골곰국', '2', '개'], [' 물', '1.5', 'l']]",4인분,고급,60분이내,0.015005676,,,6.816735880594968,-0.9519641753428454,2.0794415416798357,-0.2322299315746168,
7024534,잔치국수양념장,2388,10,기타,일상,채소류,면/만두,"[['청양고추', '2', '개'], [' 대파', '20', 'cm'], [' 간장', '4', '스푼'], [' 매실청', '1', '스푼'], [' 청양 고춧가루', '1', '스푼'], [' 깨', '1', '스푼']]",2인분,고급,10분이내,0.039291179,,,7.77863014732581,0.009930091387996498,2.3978952727983707,0.08622379954391812,
7024535,오가피나물무침,1436,6,무침,일상,채소류,밑반찬,"[['오가피순', '250', 'g'], [' 쌈장', '2', 'ts'], [' 고추장', '1', 'ts'], [' 올리고당', '1/2', 'ts'], [' 들기름', '2', 'ts'], [' 마늘', '1/2', 'ts'], [' 깨소금', '1', 'ts']]",2인분,초급,90분이내,0.023627359,,,7.270312886079025,-0.4983871698587885,1.9459101490553132,-0.3657613241991393,
7024542,보쌈,6538,6,삶기,일상,돼지고기,메인반찬,"[['돼지고기 앞다리살', '1', 'kg'], [' 월계수잎', '4~5', '장'], [' 건 생강', '5~6', '개'], [' 된장 듬뿍', '1', ''], [' 통마늘', '10', '개'], [' 새우젓', '1', '']]",4인분,고급,90분이내,0.107573589,,,8.785539527561276,1.016839471623463,1.9459101490553132,-0.3657613241991393,
