id,recipe_id,group_id,star_count,author_name,content,sentimental,score,positive_score,negative_score
347,7020594,549,5,부기,맛있게 만들어 먹었어요! 근데 계란빵에는 코팅안된 유산지 절대 쓰지마세요~~ 다 달라붙어서 유산지랑 나눠먹어야합니다 ㅋ,positive,0.9448,0.9448,0.0552
348,7020609,734,5,요리한번해볼까,"해외살이중 닭고기가 신선해서 뭘 해먹을까하다가 이 레시피로 두번째! 달콤짭조름, 자극적이지않고 아주 맛있어요 아들이 너무 맛있게 먹었어요!",positive,0.9923,0.9923,0.0077
349,7020609,675,5,어지짱,간단하고 너무 맛있어요 설탕이랑 물엿대신 김빠진콜라 넣었더니 그것도 괜찮네요~,positive,0.9921,0.9921,0.0079
350,7020614,818,5,저녁하는남자-,시금치된장국만 해서먹었는데 간단하고 쉽고 맛있는 레시피 알려주셔서 아침에 맛있게 먹었습니다,positive,0.9921,0.9921,0.0079
351,7020614,39,5,GUK NA RI,진짜 아침국으로 딱. 간편하니 좋아요,positive,0.9917,0.9917,0.0083
352,7020629,260,5,국화꽃향기,맛있어요! 감사합니다.^^,positive,0.9885,0.9885,0.0115
353,7020632,521,5,박혜진,맛있고간편하게 잘 해먹었어요~ 치킨스톡 대신 참치액을 넣어서 접근성이 더 좋았네요^^,positive,0.9922,0.9922,0.0078
354,7020632,465,5,몽글,엄지 척b 진짜 맛있어요. 참치액을 사용해서 더 간편하게 해 먹었어요~ 꿀팁 감사합니다!!,positive,0.9922,0.9922,0.0078
355,7020632,674,5,어린환자,알리오올리오 좋아하는데 간단히 맛있게 잘 먹었습니다,positive,0.99,0.99,0.01
356,7020640,10,5,13sun,계란은 너무 요리하기 좋은 제료랍니다 지단이 예쁘게 안 되서 ~sorry,positive,0.868,0.868,0.132
357,7020641,179,5,soojin cho,후딱 했는데 맛있어요~~,positive,0.9917,0.9917,0.0083
358,7020649,422,5,레몬트리,레시피대로 했는데 시간이 오래걸리는거 말고는 다 만족이에요!!아주 맛있게 먹었어요,positive,0.992,0.992,0.008
359,7020667,966,5,홍지현,무슨 촛물에 소금을 1/2스픈 넣으레요!!! 한꼬숩 넣으면 돼요. 비싼식초 썼는데 짜서못먹음. 소금 테러. 대박,negative,0.9958,0.0042,0.9958
360,7020705,744,5,운땡,맛있어요 좀 짜게되어서 다음엔 간장양을 좀 줄여서 해봐야겠어요~^^,positive,0.99,0.99,0.01
361,7020705,389,5,동글이양파,간단한데 맛있어요 저는 편마늘도 조금 넣어봤어요 감사합니다,positive,0.9893,0.9893,0.0107
362,7020705,819,5,전유현 01087978500,여태까지 요리해본 꽈리멸치볶음중 최고로맛나요,positive,0.9922,0.9922,0.0078
363,7020705,573,5,생각 키우기,정말 맛있네요. 감사합니다!^^,positive,0.9903,0.9903,0.0097
364,7020705,794,5,이재희데보라,따라했는데 맛있네요,positive,0.989,0.989,0.011
365,7020716,265,5,그냥주부당,어묵 볶음 자주하는데 늘 맛이 거기서 거기라 식구들도 딱히 맛있다고 하질 않는데 이 레시피로 했더니 너무 감칠맛 나고 맛있어요 자주 해먹게 될것 같아요,positive,0.9921,0.9921,0.0079
366,7020716,211,5,♡행복지수♡,최고!!,positive,0.9908,0.9908,0.0092
367,7020739,442,5,마리아사랑,맛이 좋았어요 근데 줄기가 길어서 4등분 하면 좋을거 같아요,positive,0.9563,0.9563,0.0437
368,7020739,409,5,똘망선우,맛나요. 감사합니다.,positive,0.9576,0.9576,0.0424
369,7020802,672,5,양초딩,간단하게 맛있는 국 완성이요~ 아이가 잘 먹어줬으면 좋겠네요~ 잘 먹을께요^^,positive,0.9921,0.9921,0.0079
370,7020808,323,5,꼬마뙈지,진짜진짜 바삭바삭맛있어요,positive,0.9914,0.9914,0.0086
371,7020842,73,5,Nastya Baskaeva,남편과 아이가 너무 맛있다고 날마다 해달라고 하네요^^; 감사합니다!,positive,0.9922,0.9922,0.0078
372,7020842,170,5,printemps,마늘 좋아해서 만들었는데 쉽고 엄청 맛있어용,positive,0.9921,0.9921,0.0079
373,7020842,916,4,티별,간편하게 만들어 먹을수 있어서 좋더라구요 다음에도 해먹을 생각입니다.,positive,0.9904,0.9904,0.0096
374,7020868,529,5,범그림,저녁에 간단히 먹고싶어서 시도해 보았는데 정말 맛있어요^^ 자주 이용할 레시피네요 고맙습니다!,positive,0.9923,0.9923,0.0077
375,7020878,52,5,Janet Kang,만드는 게 너무 간단하고 맛은 짱입니다매번 이런 방식으로 아침 식사를 합니다. 남편이 중국집 볶음밥맛같다고 합니다.감사합니다,positive,0.9906,0.9906,0.0094
376,7020886,392,5,두비두밥,소고기도 넣었는데 걸쭉 고소하니 맛있어요! 유아식하는 아기도 잘먹었어요,positive,0.9922,0.9922,0.0078
377,7020886,161,5,mjㅎ,오! 정말 간단한데 고소하고 맛나요 간도 저희한테 딱이네요~~ 요똥에게 자비를 베풀어주셔서 감사합니닷 ㅋㅋ,positive,0.9923,0.9923,0.0077
378,7020886,784,5,이슬기,코인육수 없어 그냥 제외하고 했는데 슴슴하니 맛있어요! 15갤 아기랑 잘먹어볼게요! 저녁엔 남편과 5살아이도~~~,positive,0.9921,0.9921,0.0079
379,7020886,467,5,무심이,간편하고 맛있게 만들수 있어 좋아요,positive,0.9895,0.9895,0.0105
380,7020896,907,5,킴으니으니,와!! 너무 맛있어요!! 집에 표고가 남은게 있어서 추가했더니 맛나네요~~ 맛있는 레시피로 후딱 만들어서 저녁먹었어요~~^^,positive,0.9924,0.9924,0.0076
381,7020924,50,4,JH. SEO,치킨스톡이 없어서 쇠고기다시다랑 코인 사골육수 써서해봤어요 다시다 조절에 실패해서 조금 짰지만ㅠ 맛있게 한끼먹었습니다 감사해요~,positive,0.9895,0.9895,0.0105
382,7020937,550,5,부울어라아바아람아,이거 진짜 맛있음,positive,0.9674,0.9674,0.0326
383,7020937,123,5,gotoe,잘 먹었습니다,positive,0.7428,0.7428,0.2572
384,7020969,672,5,양초딩,간단하면서도 맛있어요~ 아이 참나물 첫 도전인데 잘 먹었으면 좋겠네요~ 제 입맛엔 딱이예요~ 감사해요^^,positive,0.9923,0.9923,0.0077
385,7020969,137,5,jaesook,네 딸이 맞있다고하네요 또 사다가 딸해주워어요. 맞있네요 감사합니다,positive,0.9892,0.9892,0.0108
386,7021009,672,5,양초딩,가족들과 함께 잘 먹어써요~ 조리도 간단하고 재료도 집에 있는 것들도 해서 쉽게 했어요~ 소스도 아이가 맛있데요~ 감사해요~,positive,0.9924,0.9924,0.0076
387,7021009,268,5,글인,"감사합니다...소스도 맛있게 되고, 다 큰 애들인데 맛있다네요^^ 뿌듯뿌듯♡♡♡",positive,0.9924,0.9924,0.0076
388,7021009,877,5,초미니,아들이 처음 접하는 오무라이스. 처음에는 싫다더니 맛보고는 다음에 또 해달래요. 성공입니다~ 소스 맛도 묽기도 입맛에 딱입니다.,positive,0.9922,0.9922,0.0078
389,7021009,825,5,정예은,쉽고 맛있어요 ㅎㅎ 돈까스 소스는 없어서 그냥 케찹만 뿌렸는데 맛있습니다!,positive,0.9918,0.9918,0.0082
390,7021009,784,5,이슬기,"소스만 케찹 5큰술, 돈가스 소스 5큰술, 굴소스 반큰술, 물 100~120ml, 후추 아주 조금 요렇게 만들어봤는데 정말 맛있었어요!!",positive,0.9909,0.9909,0.0091
391,7021009,461,5,명랑소녀,넘 맛있어서 아이들이 다 긁어 먹었네요 좋은 레시피 감사드립니다~~,positive,0.9922,0.9922,0.0078
392,7021009,93,5,YooJoohyun,레시피 감사해요. 아이가 맛있다면서 잘먹어요,positive,0.992,0.992,0.008
393,7021009,616,5,스베리,애들이 맛있다고 매번 만들어 달라고 해요,positive,0.9919,0.9919,0.0081
394,7021009,238,5,개딸램꼬몽♡,아이들저녁메뉴로 해줬는데 너무맛있다고,positive,0.9919,0.9919,0.0081
395,7021009,479,5,미니양,정말 맛있어요! 가족들이 잘 먹네요,positive,0.9921,0.9921,0.0079
396,7021009,287,5,김성일,맛있어요 4남매 모두 잘 먹었어요,positive,0.9919,0.9919,0.0081
397,7021009,118,5,egg9404,재료도 간단하고 맛도 좋네요,positive,0.9886,0.9886,0.0114
398,7021009,776,5,음소희,조리도 쉽고 너무너무 맛나용~,positive,0.9921,0.9921,0.0079
399,7021009,262,5,권나현,했는데 너무 맛있었어요!,positive,0.9918,0.9918,0.0082
400,7021009,4,5,-슈퍼맨-,늘 감사합니다,positive,0.9685,0.9685,0.0315
401,7021009,926,5,풀문,맛있어용,positive,0.9214,0.9214,0.0786
402,7021068,728,5,요리왕이되고십다,맛있어엽,positive,0.9665,0.9665,0.0335
403,7021080,71,5,Nak keun.Kim,이런 수육이 있다니 정말 최고에요,positive,0.9916,0.9916,0.0084
404,7021091,720,5,요꼬하마,양배추로 뭘할까하다 발견한 요리 마침 맛살있길래 재료도 있겠다 만들어 봤습니다. 좋은 레시피 감사해요,positive,0.9917,0.9917,0.0083
405,7021091,685,3,엘라,좋은 레시피를 보고 쉽게 따라할수있어서 참좋네요,positive,0.9916,0.9916,0.0084
406,7021110,142,5,jm,저는 들어가는 재료 참고만하고 써는것도 계량도 맘대로 했는데 첨 먹어보는 나물이지만 생각보다 계속 손이가고? 괜찮네요~~ 소금은 조금에 참치액이랑 들기름도 곁들였더니 제 자극적인 입맛에는 더 맞음ㅋㅋ 레시피 감사해용,positive,0.9897,0.9897,0.0103
407,7021110,124,5,hahahoho2,맛있어요 양배추라페 느낌도 나고 ㅎㅎ 후기보고 식초1 했는데 딱 좋았어요,positive,0.9921,0.9921,0.0079
408,7021110,672,5,양초딩,처음 먹어보는 색다른 맛인데 매력있어요~ 제가 해본 양배추 요리중에 최고네요~ 감사해요~ 잘 먹을께요^^,positive,0.9923,0.9923,0.0077
409,7021110,468,5,무지개77,설마... 했는데 오~~~ 괜찮네요~~~~맛있어요~ 후기들보니 식초1T 넣으라고 되있어서 1T했어요~ 감사합니다,positive,0.9916,0.9916,0.0084
410,7021110,691,5,여씩씩,정말 맛있어요.저는 새콤할걸 싫어해서 식초1큰수로 바꾸고 통들깨 추가로 넣었어요~~ 맛있는 레시피 감사합니다,positive,0.9922,0.9922,0.0078
411,7021110,766,5,윤혜경,간단한데 맛있어요 양배추 식전디저트로 해먹을때 자주 해먹어야겠어요,positive,0.9915,0.9915,0.0085
412,7021110,808,5,임,양배추 요리중 제일 깔금해요! 저도 식초 한숙갈만 넣었습니당 굿,positive,0.9921,0.9921,0.0079
413,7021110,664,5,애꼼맘,오- 이거 별미네요!! 완전 맛있어요!!,positive,0.9904,0.9904,0.0096
414,7021110,199,5,zlzlrkdbs,식초를 반절만 넣는게 좋을듯,negative,0.865,0.135,0.865
415,7021162,408,5,또이,너무 맛있어요. 갑자기 스팸마요 주먹밥이 땡겨서 레시피 찾다가 해먹어봤는데 진짜 추천추천!!! 다른 레시피들은 여러번 해먹어봤지만 뭔가 맛있다눈 느낌을 못받았는데 스팸을 양념과 졸여서 먹으니까 진짜 감칠맛이 미쳤네요!!! 자주 해먹을게요 레시피 감사합니다,positive,0.9922,0.9922,0.0078
416,7021167,379,5,달려라자전거,맨날 쪄먹으려고 브로콜리 사다놓고 냉장고에 방치하기 일수라 다른 방법으로 먹을 수 있는게 없나 찾다가 발견했어요. 저는 모짜렐라가 짜서 소금을 안넣어도 될듯. 담에는 빼고 해볼까봐요. 적당히 익혀야겠더라구요. 진갈색으로 익혔더니 바삭바삭 ㅋㅋㅋ 암튼 잘 먹었습니다.,positive,0.9789,0.9789,0.0211
417,7021184,290,5,김수진,갈배랑 과일이 없어서 안들어가는 레시피 고르다가 따라해봤는데 정말 맛있어요 생강청은 없어서 매실청 넣고 생강가루 넣었습니다~~ 맛도리~~! 제사 산적맛 날줄 알았는데 정말 돼지갈비맛 나요 목심으로 해도 맛잇네요,positive,0.9921,0.9921,0.0079
418,7021184,555,5,브로콜리좋아요,"생강청대신 알룰로스와 생강가루로 대체했고 참기름향 강한게 싫어서 1만 했는데요, 아이들이 지금까지 먹은 돼지갈비중에 제일 맛있대요^^",positive,0.9922,0.9922,0.0078
419,7021205,788,5,이영희,남편이 전골요리 좋아해서 진짜 맛있게 먹었습니다 !! 당면 넘 마시쎠영 레시피 감사합니다ㅠㅠㅠ❤️,positive,0.9922,0.9922,0.0078
420,7021205,755,5,유밍밍,"감기걸려서 뜨끈 얼큰한거 뭐있을까 찾아보다가 만들어봤는데 세상에나!! 너무 맛있네여!! 버섯, 콩나물, 당면 다 좋아하는 것들이라 너무너무 맛있게 먹었습니다 ~~ 저한테는 좀 싱거워서 액젓 두 숟갈 정도 더 넣었어요ㅎㅎ",positive,0.9922,0.9922,0.0078
421,7021205,242,5,겸짱~,다먹고 찍은거라 예쁘게 못찍었네요 ㅎㅎ;; 일단 맛은 슴슴한 소고기국 같은 맛이예요 슴슴해서 설탕이랑 액젓 쪼금 더 넣었구요 제가 워낙 맵게 먹는편이라 담엔 청량고추 팍팍 더 넣어 먹어야겠어요 만들기도 엄청 쉽고 소주 안주로도 괜찬할듯요,positive,0.9777,0.9777,0.0223
422,7021205,331,5,꿀,맛있었어효!!!!!! 큰 기대 안했는데 넘 맛있어서 놀랐어요 ㅋㅋㅋ 맛소금으로 추가간만 했어요!!!! 그리고 양파반개 넣었어요 ㅋㅋ,positive,0.9922,0.9922,0.0078
423,7021205,796,5,이주연,"맛있습니다! 전 좀 간이 부족한 거 같아서 소금 조금, 다시다 1스푼, 올리고당 2바퀴 정도 추가했어요!",positive,0.9907,0.9907,0.0093
424,7021209,175,5,ruseu,사골없이도 간 좀 더해서 진짜 맛있게 먹었어요 ㅠㅠ 감사합니당,positive,0.992,0.992,0.008
425,7021209,542,5,보미니맘마,신랑이 맛있대요~^^레시피 감사합니다 ~^^,positive,0.9917,0.9917,0.0083
426,7021209,927,5,퓨리링,덕분에 후다닥 맛있게 먹었어요!!,positive,0.9918,0.9918,0.0082
427,7021209,202,5,★KJM★,자~~~알 먹었습니다. 감사합니다.,positive,0.9862,0.9862,0.0138
428,7021210,141,5,jjun♡Kyung,둘째아이가 양송이스프를 요즘 부쩍 찾아서 해줬는데~너무 맛나네요~감사해요^^,positive,0.9923,0.9923,0.0077
429,7021224,411,5,똥똥찌아맘 김은서,저는 계란을 부침개처럼 부치지않고 살짝 스크램블처럼 해줬어요. 맛난 레시피로 간단 아침밥 완성입니다.,positive,0.992,0.992,0.008
430,7021249,612,5,슈비쥬,와... 추가 간 하지 않고 레시피대로 딱 했는데 너무 맛있어요 ㅠㅠㅠㅠ 항상 된장찌개는 쉽지 않았는데 쉬운데다가 넘 맛있어요 감사합니다❤️❤️❤️,positive,0.992,0.992,0.008
431,7021249,646,5,아리샘,맛있습니다. 잘 먹었어요.~,positive,0.9899,0.9899,0.0101
432,7021252,251,5,광프로,아주 간단하네요 맛점할게요 ~^^,positive,0.9903,0.9903,0.0097
433,7021257,314,5,까미,독특한 비밥이에요~~ 감칠맛이 돌면서 청양고추매콤함이 더해 새로운 맛을 보았어요 남편도 맛있다하네요~^^ 잘먹었어요 레시피 저장해놓고 또 해먹어야겠어요,positive,0.9924,0.9924,0.0076
434,7021267,712,5,오일밸리,저희집 에프로는 30분 넘게 돌린 것 같아요~ 과자처럼 빠삭하게 해보려니 이정도는 해야되네요~ 넘나 맛있네요^^,positive,0.9922,0.9922,0.0078
435,7021267,174,5,rkdgowlwk,다이어트 간식으로 딱이에요! 불리고 삶는 과정이 오래 걸리지만 만들어두면 유용해요,positive,0.9921,0.9921,0.0079
436,7021270,35,5,E.Han,"쉽고 맛있어요. 명란을 올리브유 약한불에 타거나 튀지 않게 천천히 구웠어요. 다이어트 하시는 분은 마요네즈 대신 그릭 요거트, 알룰로스 조금만 섞어 하시면 맛나요. 저는 저염 명란젓이 아니라 오이를 두껍게 잘랐어요.",positive,0.9919,0.9919,0.0081
437,7021297,101,5,ami,"정말 간단하게 휘리릭 만들어서 먹기 좋아요. 달달 짭조름한 소스와 부드러운 달걀, 팽이버섯이 씹히는 식감과 크래미가 잘 어울리네요. 잘 먹었습니다~",positive,0.9923,0.9923,0.0077
438,7021336,751,5,윈터아이,담백하게 먹는다고 소금으로만 했었는데 이렇게 먹으니 훨씬 손이 더 자주가네요^^ 맛있어요. 굿,positive,0.9923,0.9923,0.0077
439,7021336,793,5,이재철,레시피대로 따라하니 맛난 보기좋은 표고버섯 볶음완성,positive,0.9915,0.9915,0.0085
440,7021338,80,5,Sarah kwak,음~~ 넘 맛있어요. 돼지고기 잘 안 먹는데 양념이 깔끔해요. 냉장고에 고수가 있길래 같이 쌈 싸먹으니,positive,0.9918,0.9918,0.0082
441,7021364,47,5,Hw A,맛있어용 일본된장으로 만드는 것도 좋아여 소스 많이 바르면 짜니까 많이 안발라도 돼요,positive,0.9919,0.9919,0.0081
442,7021365,742,5,우진마미,오늘 아들래미 좋아하는 재료를 넣고 계란찜을 해봤는데요 완전 대성공 했어요,positive,0.9916,0.9916,0.0084
443,7021365,931,5,플로라,항상 궁금했었는데 레시피데로 했더니 폭탄처럼 보글보글~~ 감사합니다^^,positive,0.9914,0.9914,0.0086
444,7021365,745,5,운평,레시피덕분에 맛있게 만들어 먹었읍니다 감사합니다,positive,0.9915,0.9915,0.0085
445,7021365,764,5,윤찬윤아맘,늘 실패했던 폭탄 계란찜였는데 드뎌 성공이요^^,positive,0.987,0.987,0.013
446,7021382,563,5,삐양이,매콤하니 맛있어요 ㅎㅎ 색다른 만두 요리에요 ;) 물을 다음에는 더 넣어야 겠어요,positive,0.9915,0.9915,0.0085
447,7021403,78,5,RANYea,덕분에 맛있게 잘 만들었어요! 감사합니당 :),positive,0.9916,0.9916,0.0084
448,7021403,107,5,beauty5535,감사합니다 맛있게 되었네요,positive,0.8869,0.8869,0.1131
449,7021408,98,5,^^,"대~~박여^^ 요즘 식단하면서 양배추,당근,사과 많이 먹는데 좀 색다른게 먹을게 없다 찾아보다^^ 넘 맛있어요^^ 자주 만들어 먹을거같아여~",positive,0.9923,0.9923,0.0077
450,7021414,360,5,노병헌,맛있게 잘 해먹었습니다 ^^,positive,0.9901,0.9901,0.0099
451,7021418,912,5,태현맘이유,소스가 너무 맛있어요. 아이둘 밥 순삭!! 저는 스팸이 너무 짜서 밥 많이 넣고 볶음밥처럼 했어요.,positive,0.9916,0.9916,0.0084
452,7021453,130,5,hmy9782,자주 따라하는 레시피입니나~^^맛나게 잘 먹었습니다,positive,0.9921,0.9921,0.0079
453,7021472,773,5,은옥,처음햇는데요 레시피따라 햇더니 넘~맛나게 요리가됫어요,positive,0.9908,0.9908,0.0092
454,7021472,779,5,이나용용,맛있고 간단해요~^^,positive,0.9907,0.9907,0.0093
455,7021474,74,5,Nev L,채썰기를 잘 못해서 다졌더니 못생겼지만 맛있었어요! 피자먹고 싶었는데 요거먹고 그 생각이 싹 사라졌네요 감사히 잘 먹을게요!,positive,0.992,0.992,0.008
456,7021474,689,5,여노마미,맛있어요~^^ 근데.. 소금은 안넣어도 될듯해요ㅋ 짭쪼롬하니 술 안주네요ㅎ,positive,0.9906,0.9906,0.0094
457,7021474,667,5,야호55,요리에 서툴어서 채써는데 오랜시간 걸렸지만 완성하고 보니 맛있어요,positive,0.9916,0.9916,0.0084
458,7021474,544,5,복순이엄마,덕분에 맛있게 해먹었어요,positive,0.989,0.989,0.011
459,7021474,608,4,수리수리이,맛있게 잘됐어요~ 얇게 채썰고 기름넉넉히 부으니 모양나왔네요,positive,0.9895,0.9895,0.0105
460,7021474,497,1,밍님09,감자 전분 넣어야 하는데 레시피에 없어서 그냥 안 넣고 만들었더니 감자가 붙지 않고 다 흩어져서 잘 안 되었어요. 감자전분 넣어야 되요.,negative,0.997,0.003,0.997
461,7021482,880,5,초초기,치킨스톡과 카레가루는 없어 그건 빼고 혼다시가 있어 고걸 조금 넣었는데 깔끔하고 맛나요! 저탄중이라서 고구마도 뺐답니다!,positive,0.9923,0.9923,0.0077
462,7021493,249,5,곡성의봄,ㅎㅎ 레시피대로 했더니 너무 맛있습니다 딸도 맛있다고 엄지척 해주네요 감사합니다^^,positive,0.9924,0.9924,0.0076
463,7021496,324,5,꼬모랑두부,"와우~~ 상큼한 레몬이 들어가 쿠키가 더 맛있어졌네요~~^^ 레몬이 많이 생겨서 뭐할까 레시피 검색하다 찾았는데, 보물을 발견한것 같아요. 앞으로도 종종 만들것 같아요. 좋은 레시피 감사드려요. 참, 데코는 레몬대신 예전에 만들어두었던 청귤청이 있어서 그걸로 했어요^^",positive,0.992,0.992,0.008
464,7021507,454,5,맛난거 묵자,덕분에 맛있는 칼국수 잘먹었습니다.가족들이 다 맛있다고 한냄비 다 먹었네여.사진은 깜빡하고 못 찍었습니다.감사합니다.,positive,0.9919,0.9919,0.0081
465,7021507,606,5,수뚜니,갯벌체험에서 캐온 동죽 어쩌나..하고 있었는데 간단한 레시피에 넘 시원하고 맛있는 국물맛이어서 온 가족 잘 먹었답니다. 어른들 거엔 고추랑 미원 조금 더 추가했어요.^^,positive,0.9923,0.9923,0.0077
466,7021521,458,5,매화-강지연/소나무-강보성,첫 청국장 도전 이 레시피 보고 잘 끓였어요 맛나요~,positive,0.9923,0.9923,0.0077
467,7021526,162,5,my K,고소해요 맛있어요~,positive,0.9895,0.9895,0.0105
468,7021528,711,5,오오메시,어색해도 요리하는 멋도 나고 ㅎㅎ 고맙습니다~!!,positive,0.9922,0.9922,0.0078
469,7021531,79,5,SH,아기 반찬 해주려고 버섯육수를 써잇는거에 두배로 써서 요리했는데 촉촉하고 넘 맛나서 잘먹네요 레시피 감사해요,positive,0.9921,0.9921,0.0079
470,7021535,64,5,Lydia aka 주미,고기를 별로 안좋아해서 고기 없이 무국을 끓이는 방법이 없나 팢고 있었는데...횡재를 했네여! 건새우가 톡톡히 한몫을 하네여. 감사합니다 ~,positive,0.9895,0.9895,0.0105
471,7021535,672,5,양초딩,간단하게 잘 끓였어요~ 잘 먹을께요^^ 감사해요~,positive,0.9909,0.9909,0.0091
472,7021536,147,5,kimdinggu,맛있게 잘 먹었습니다! 생각보다 짭짤해서 액젓 조금만 덜 넣어도 될 것 같아요~,positive,0.9915,0.9915,0.0085
473,7021536,657,5,안수정,맛있게 잘 먹었습니다,positive,0.9187,0.9187,0.0813
474,7021536,236,4,강정미,생으로 먹고싶어 찾다가 발견 밥 비벼 먹어두 되겠어요 맛있어요 감사합니다,positive,0.9919,0.9919,0.0081
475,7021543,672,5,양초딩,만두랑 어묵을 따로는 끓여봐써도 같이 끓이긴 처음이네요~ 아이가 좋아하겠어요~ 잘 먹을께요~,positive,0.9914,0.9914,0.0086
476,7021543,128,5,himnae,무가 없어서 걱정은 했는데 만두가 있어서 국물이 더 걸죽하고. 맛있었습니다.,positive,0.9919,0.9919,0.0081
477,7021543,136,5,ironman0202,20분내로 5인분을 완성했음. 담부터는 더 맛있는 어묵을 사용하면 더욱 맛있는 요리가 될 듯..,negative,0.9044,0.0956,0.9044
478,7021546,10,5,13sun,무에서 단맛이 나오고 김치 없이도 밥 한그릇 뚝딱입니다,positive,0.9918,0.9918,0.0082
479,7021550,341,5,나도,간고설굴식 54321 꿀팁이네요 잘 기억했다가 활용합니다,positive,0.962,0.962,0.038
480,7021551,441,5,마랄아,"너무 맛있었어요., 식구들이 먹고 담이 난다고 하네요 ㅎㅎㅎㅎ",positive,0.9917,0.9917,0.0083
481,7021562,470,5,문정,맛있습니다. 엄마가 해주신맛은 못 따라가지만 맛나요. 엄마가 보내 주시기로 했지만 한번 만들어 보고싶어 궈궈!!!!! 액젖을 추가했어요. 깔끔하니 좋습니당~잘 먹었습니다.,positive,0.9922,0.9922,0.0078
482,7021562,30,5,Clannad,잘못해서 통깨를 부어버렸는데 오히려 더 맛있어요^^ 엄마 멸치무침처럼 촉촉하게 되진 않았지만 맛나게 먹었습니다. (저는 청양 3개 넣고 간장이랑 참기름 조금 더 넣었어요) 감사합니다.,positive,0.9918,0.9918,0.0082
483,7021566,11,5,14071407,맛있게 잘 먹었습니다.,positive,0.9448,0.9448,0.0552
484,7021569,231,5,강다혜.민주맘(박은정),맛있게 저녁한끼 먹었어요,positive,0.9901,0.9901,0.0099
485,7021574,947,5,한통,쌈장 진짜 맛있어요!!! 양배추는 처음 삶아봐서 이뿌게 못말았지만 저장해놨다가 또 만들어 먹을래용,positive,0.9922,0.9922,0.0078
486,7021598,657,5,안수정,맛찐입니다,positive,0.5051,0.5051,0.4949
487,7021606,579,5,서현선율맘,금방 뚝딱 만들었어요!! 남편이 맛있다고 하네요. 시간상 한번만 튀겼지만 그래도 맛있어요!! 좋은 레시피 감사합니다^^,positive,0.9923,0.9923,0.0077
488,7021649,87,5,Vlloy,감사해요 남편이 너무 맛있다고 또해달라고 가문어를 사왔네요 ㅋㅋㅋ,positive,0.9916,0.9916,0.0084
489,7021652,424,5,레시피필수,오호~~처음 만들어봤는데 대성공이에요^^ 적당히 달달하고 맛있어요. 처음엔 설탕 물엿 적게 들어가는걸로 했다가 실패했었는데 이건 성공입니다~~맛있는 레시피 감사해요^^,positive,0.9922,0.9922,0.0078
490,7021679,134,5,hyejinjiii,맛있어요 액젓대신 국간장 넣고 멸치육수 대신 코인육수 넣고 간부족한것은 다시다넣었어요 부드럽고 아침으로 먹기 좋네요,positive,0.992,0.992,0.008
491,7021843,279,5,김미애,한입 두입 먹다보니 먹을만해요 ㅎㅎㅎ 오트밀사놓고 처치곤란이었는데 감사합니다,positive,0.9907,0.9907,0.0093
492,7021857,432,5,루피,엄마레시피를 이제야 찾았네요. 엄마고향이 부산이신데 어렸을때 부터 먹던 요게 얼마나 먹고싶었던지... 엄마는 정확하게 계량을 안하셔서 제가 하면 항상 실패했거든요ㅋ 기가막힙니다♡♡♡,positive,0.9895,0.9895,0.0105
493,7021869,336,5,뀨,크 저는 부추버섯 조금 이것저것넣엇는데 소스가 딱 좋아요 제 입맛이에여!!!! 맛나게 되서 기분좋아요!!!감사합니당!!♡♡,positive,0.9923,0.9923,0.0077
494,7021869,173,5,richard.park,맛나게 먹었습니다.. 감사합니다. 새우와만두로 했습니다.,positive,0.9906,0.9906,0.0094
495,7021871,885,5,최은미,간단하고 넘 맛있어요~~ 사진을 넘 못찍었네요~ 요리초보에 굿,positive,0.9923,0.9923,0.0077
496,7021874,754,5,유또유상,도토리묵이 생각나는 맛이네요 어렵게 생각했는데 두부부쳐 맛있게 무쳐 먹었어요,positive,0.9575,0.9575,0.0425
497,7021874,717,5,와니고,감사합니다 너무 맛있네요ㅎ,positive,0.6159,0.6159,0.3841
498,7021874,638,5,썬282,맛있게 잘 먹었습니다!,positive,0.9844,0.9844,0.0156
499,7021882,672,5,양초딩,제가 먹어보니 맛있네요~ 아이반찬이라 아이도 잘 먹으면 좋겠어요~ 감사해요^^,positive,0.9923,0.9923,0.0077
500,7021882,200,5,союн,굿 입니다 ㅎ 전 파프리카도넣고 그대러따라햇는데 맛좋습니다~,positive,0.9921,0.9921,0.0079
501,7021882,362,4,누수주의,확실히 굴소스가 빠지니 약간 밍밍한? 맛이 나는 것 같아요. 설탕은 1스푼만 넣어도 적당해서 더 안 넣었습니다ㅎㅎ,positive,0.8985,0.8985,0.1015
502,7021936,898,5,코코아123,간단한데 맛은 고오급져요! 감사합니다,positive,0.974,0.974,0.026
503,7022045,852,5,지지쥬,고기를 물에 넣는 요리를 두려워하는데 레시피대로 했더니 고기냄새도 안 나고 맛있었어요 7살 아이도 잘 먹었어요,positive,0.9913,0.9913,0.0087
504,7022045,97,5,\- 맛있게,정말 맛있어요 ~^^남편이 맛있다고 놀라워해요 ㅎㅎ,positive,0.9914,0.9914,0.0086
505,7022132,602,5,솜사탕 ♡,레몬수가쓴맛이나면어떻게해야하나요씨를다뺐는데도쓴맛이나요,positive,0.5051,0.5051,0.4949
