RCP_SNO,CKG_NM,ingredients_raw,aliases_matched,ingredients_normalized,others_count,others_items
7018903,안동찜닭,"[[""닭볶음탕용"", ""1"", ""마리""], [""양파"", ""1/2"", ""개""], [""당근"", ""1"", ""개""], [""감자"", ""2"", ""개""], [""대파"", ""1"", ""대""], [""청양고추"", ""2"", ""개""], [""건고추"", ""2"", ""개""], [""당면"", """", ""약간""], [""흑설탕"", ""3"", ""스푼""], [""맛술"", ""1"", ""스푼""], [""다진 마늘"", ""2"", ""스푼""], [""물엿"", ""2"", ""스푼""], [""굴 소스"", ""1/2"", ""스푼""], [""참기름"", ""1"", ""스푼""], [""가루 육수"", ""1"", ""포""], [""후추"", """", ""약간""]]","[{""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0318"", ""name"": ""감자""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0520"", ""name"": ""건고추""}, {""alias_id"": ""alias_0054"", ""name"": ""당면""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0161"", ""name"": ""물엿""}, {""alias_id"": ""alias_0095"", ""name"": ""굴소스""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}, {""alias_id"": ""alias_0816"", ""name"": ""닭고기""}, {""alias_id"": ""alias_1329"", ""name"": ""육수분말""}]","[[""닭고기"", ""1"", ""마리""], [""양파"", ""1/2"", ""개""], [""당근"", ""1"", ""개""], [""감자"", ""2"", ""개""], [""대파"", ""1"", ""대""], [""청양고추"", ""2"", ""개""], [""건고추"", ""2"", ""개""], [""당면"", """", ""약간""], [""설탕"", ""3"", ""큰술""], [""맛술"", ""1"", ""큰술""], [""마늘"", ""2"", ""큰술""], [""물엿"", ""2"", ""큰술""], [""굴소스"", ""1/2"", ""큰술""], [""참기름"", ""1"", ""큰술""], [""육수분말"", ""1"", ""포""], [""후추"", """", ""약간""]]",0,[]
7018908,스팸감자볶음,"[[""감자"", ""2"", ""개""], [""양파"", ""1"", ""개""], [""당근"", ""1/6"", ""개""], [""스팸"", ""1/2"", ""개""], [""후추"", ""1/4"", ""큰술""]]","[{""alias_id"": ""alias_0318"", ""name"": ""감자""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0910"", ""name"": ""스팸""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}]","[[""감자"", ""2"", ""개""], [""양파"", ""1"", ""개""], [""당근"", ""1/6"", ""개""], [""스팸"", ""1/2"", ""개""], [""후추"", ""1/4"", ""큰술""]]",0,[]
7018912,들깨 강정,"[[""볶은 들깨"", ""2"", ""컵""], [""견과류"", ""1"", ""컵""], [""올리고당"", ""3"", ""큰술""], [""물"", ""1.5"", ""큰술""]]","[{""alias_id"": ""alias_0453"", ""name"": ""들깨""}, {""alias_id"": ""alias_0430"", ""name"": ""견과류""}, {""alias_id"": ""alias_0190"", ""name"": ""올리고당""}]","[[""들깨"", ""2"", ""컵""], [""견과류"", ""1"", ""컵""], [""올리고당"", ""3"", ""큰술""], [""물"", ""1.5"", ""큰술""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""1.5"", ""unit"": ""큰술""}]"
7018913,참치김치덮밥,"[[""김치"", ""2"", ""컵""], [""참치 작은거"", ""2"", ""캔""], [""설탕"", ""2"", ""t""], [""고추장"", ""0.5"", ""t""], [""소고기다시다"", ""0.5"", ""t""], [""고춧가루"", ""1"", ""t""]]","[{""alias_id"": ""alias_0022"", ""name"": ""배추김치""}, {""alias_id"": ""alias_0684"", ""name"": ""참치""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0151"", ""name"": ""고추장""}, {""alias_id"": ""alias_0100"", ""name"": ""소고기다시다""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}]","[[""배추김치"", ""2"", ""컵""], [""참치"", ""2"", ""캔""], [""설탕"", ""2"", ""큰술""], [""고추장"", ""0.5"", ""큰술""], [""소고기다시다"", ""0.5"", ""큰술""], [""고춧가루"", ""1"", ""큰술""]]",0,[]
7018920,콘파냐,"[[""에스프레소"", ""1"", ""샷""], [""스프레이휘핑크림"", """", ""적당량""], [""코코아파우더"", """", ""약간""]]","[{""alias_id"": ""alias_0900"", ""name"": ""휘핑크림""}, {""alias_id"": ""alias_1365"", ""name"": ""에스프레소""}, {""alias_id"": ""alias_1411"", ""name"": ""코코아파우더""}]","[[""에스프레소"", ""1"", ""샷""], [""휘핑크림"", """", ""적당량""], [""코코아파우더"", """", ""약간""]]",0,[]
7018922,크래미 깻잎전,"[[""크래미"", ""1"", ""팩""], [""깻잎"", ""6"", ""장""], [""달걀"", ""2"", ""개""], [""부침가루"", ""3"", ""숟가락""], [""소금"", """", ""약간""], [""식용유"", """", ""약간""]]","[{""alias_id"": ""alias_0737"", ""name"": ""크래미""}, {""alias_id"": ""alias_0529"", ""name"": ""깻잎""}, {""alias_id"": ""alias_0812"", ""name"": ""달걀""}, {""alias_id"": ""alias_0295"", ""name"": ""부침가루""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}]","[[""크래미"", ""1"", ""팩""], [""깻잎"", ""6"", ""장""], [""달걀"", ""2"", ""개""], [""부침가루"", ""3"", ""큰술""], [""소금"", """", ""약간""], [""식용유"", """", ""약간""]]",0,[]
7018923,명란 오차즈케,"[[""후리가케"", ""1"", ""봉""], [""물"", ""150"", ""ml""], [""밥"", ""1"", ""공기""], [""명란"", ""1"", ""개""]]","[{""alias_id"": ""alias_0348"", ""name"": ""밥""}, {""alias_id"": ""alias_0017"", ""name"": ""명란""}, {""alias_id"": ""alias_1287"", ""name"": ""후리가케""}]","[[""후리가케"", ""1"", ""봉""], [""물"", ""150"", ""ml""], [""밥"", ""1"", ""공기""], [""명란"", ""1"", ""개""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""150"", ""unit"": ""ml""}]"
7018924,냉이솥밥,"[[""냉이"", ""80"", ""g""], [""쌀"", ""250"", ""g""], [""표고버섯"", ""3"", ""개""], [""당근"", ""1/4"", ""개""], [""육수"", ""200"", ""ml""], [""쪽파"", ""2"", ""줄""], [""고춧가루"", ""1/2"", ""큰술""], [""설탕"", ""1/2"", ""큰술""], [""참기름"", ""1"", ""큰술""], [""통깨"", ""1"", ""큰술""]]","[{""alias_id"": ""alias_0531"", ""name"": ""냉이""}, {""alias_id"": ""alias_0338"", ""name"": ""쌀""}, {""alias_id"": ""alias_0515"", ""name"": ""표고버섯""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0631"", ""name"": ""쪽파""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}, {""alias_id"": ""alias_0984"", ""name"": ""육수""}]","[[""냉이"", ""80"", ""g""], [""쌀"", ""250"", ""g""], [""표고버섯"", ""3"", ""개""], [""당근"", ""1/4"", ""개""], [""육수"", ""200"", ""ml""], [""쪽파"", ""2"", ""줄""], [""고춧가루"", ""1/2"", ""큰술""], [""설탕"", ""1/2"", ""큰술""], [""참기름"", ""1"", ""큰술""], [""통깨"", ""1"", ""큰술""]]",0,[]
7018927,마른오징어 꽈리고추볶음,"[[""오징어"", ""2"", ""마리""], [""꽈리고추"", ""1"", ""줌""], [""마늘"", ""5"", ""개""], [""간장"", ""2"", ""수저""], [""미림"", ""1"", ""수저""], [""설탕"", ""1/2"", ""수저""], [""깨소금"", """", ""조금""]]","[{""alias_id"": ""alias_0706"", ""name"": ""마른오징어""}, {""alias_id"": ""alias_0522"", ""name"": ""꽈리고추""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0247"", ""name"": ""미림""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0202"", ""name"": ""깨소금""}]","[[""마른오징어"", ""2"", ""마리""], [""꽈리고추"", ""1"", ""줌""], [""마늘"", ""5"", ""개""], [""간장"", ""2"", ""큰술""], [""미림"", ""1"", ""큰술""], [""설탕"", ""1/2"", ""큰술""], [""깨소금"", """", ""조금""]]",0,[]
7018928,묵은지 갈치 무조림,"[[""갈치"", ""9"", ""토막""], [""무"", ""300"", ""g""], [""묵은지"", ""1/4"", ""포기""], [""양파"", ""1/2"", """"], [""대파"", ""1"", ""대""], [""청양고추"", ""2"", ""개""], [""생강 저민것"", ""2"", ""쪽""], [""물"", ""600"", ""ml""], [""고추가루"", ""3"", ""t""], [""마늘"", ""1"", ""t""], [""고추장"", ""1"", ""t""], [""황설탕"", ""1"", ""t""], [""맛술"", ""2"", ""t""], [""물엿"", ""2"", ""t""], [""소금"", ""1/6"", ""t""], [""식초"", ""1"", ""t""]]","[{""alias_id"": ""alias_0559"", ""name"": ""무""}, {""alias_id"": ""alias_0021"", ""name"": ""묵은지""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0574"", ""name"": ""생강""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0151"", ""name"": ""고추장""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0161"", ""name"": ""물엿""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0169"", ""name"": ""식초""}, {""alias_id"": ""alias_1535"", ""name"": ""갈치""}]","[[""갈치"", ""9"", ""토막""], [""무"", ""300"", ""g""], [""묵은지"", ""1/4"", ""포기""], [""양파"", ""1/2"", """"], [""대파"", ""1"", ""대""], [""청양고추"", ""2"", ""개""], [""생강"", ""2"", ""쪽""], [""물"", ""600"", ""ml""], [""고춧가루"", ""3"", ""큰술""], [""마늘"", ""1"", ""큰술""], [""고추장"", ""1"", ""큰술""], [""설탕"", ""1"", ""큰술""], [""맛술"", ""2"", ""큰술""], [""물엿"", ""2"", ""큰술""], [""소금"", ""1/6"", ""큰술""], [""식초"", ""1"", ""큰술""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""600"", ""unit"": ""ml""}]"
7018935,영광굴비 조기찜,"[[""굴비"", ""4"", ""마리""], [""계란"", ""1"", ""알""], [""실고추"", """", ""약간""], [""맛술"", ""4"", ""큰술""], [""다진 대파"", ""1"", ""작은술""], [""참기름"", ""1"", ""큰술""], [""통깨"", """", ""약간""]]","[{""alias_id"": ""alias_0701"", ""name"": ""굴비""}, {""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0521"", ""name"": ""고추""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}]","[[""굴비"", ""4"", ""마리""], [""계란"", ""1"", ""개""], [""고추"", """", ""약간""], [""맛술"", ""4"", ""큰술""], [""대파"", ""1"", ""작은술""], [""참기름"", ""1"", ""큰술""], [""통깨"", """", ""약간""]]",0,[]
7018943,콩나물전,"[[""콩나물"", ""200"", ""g""], [""대파"", ""1/2"", ""개""], [""당근"", ""1/5"", ""개""], [""청양고추"", ""2"", ""개""], [""부침가루"", ""4"", ""t""], [""참치액"", ""1/2"", ""t""]]","[{""alias_id"": ""alias_0617"", ""name"": ""콩나물""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0295"", ""name"": ""부침가루""}, {""alias_id"": ""alias_0038"", ""name"": ""참치액""}]","[[""콩나물"", ""200"", ""g""], [""대파"", ""1/2"", ""개""], [""당근"", ""1/5"", ""개""], [""청양고추"", ""2"", ""개""], [""부침가루"", ""4"", ""큰술""], [""참치액"", ""1/2"", ""큰술""]]",0,[]
7018944,돼지앞다리살 제육볶음,"[[""돼지고기 앞다리살"", ""600"", ""g""], [""청양고추"", ""3"", ""개""], [""참치액"", ""2"", ""t""], [""다진마늘"", ""2"", ""t""], [""설탕"", ""1.5"", ""t""], [""고추장"", ""4"", ""t""], [""고춧가루"", ""2"", ""t""], [""참기름"", ""1"", ""t""], [""생강즙"", ""1/2"", ""t""], [""물"", ""100"", ""ml""]]","[{""alias_id"": ""alias_0836"", ""name"": ""돼지고기""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0038"", ""name"": ""참치액""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0151"", ""name"": ""고추장""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0244"", ""name"": ""생강즙""}]","[[""돼지고기"", ""600"", ""g""], [""청양고추"", ""3"", ""개""], [""참치액"", ""2"", ""큰술""], [""마늘"", ""2"", ""큰술""], [""설탕"", ""1.5"", ""큰술""], [""고추장"", ""4"", ""큰술""], [""고춧가루"", ""2"", ""큰술""], [""참기름"", ""1"", ""큰술""], [""생강즙"", ""1/2"", ""큰술""], [""물"", ""100"", ""ml""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""100"", ""unit"": ""ml""}]"
7018946,물파래전,"[[""파래"", ""350"", ""g""], [""부침가루"", ""4"", ""t""], [""튀김가루"", ""4"", ""t""], [""참치액"", ""1"", ""t""], [""물"", """", ""적당량""]]","[{""alias_id"": ""alias_0798"", ""name"": ""파래""}, {""alias_id"": ""alias_0295"", ""name"": ""부침가루""}, {""alias_id"": ""alias_0317"", ""name"": ""튀김가루""}, {""alias_id"": ""alias_0038"", ""name"": ""참치액""}]","[[""파래"", ""350"", ""g""], [""부침가루"", ""4"", ""큰술""], [""튀김가루"", ""4"", ""큰술""], [""참치액"", ""1"", ""큰술""], [""물"", """", ""적당량""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": """", ""unit"": ""적당량""}]"
7018950,동태꽃게탕,"[[""물"", ""2"", ""l""], [""해물육수 팩"", ""1"", ""개""], [""순살동태큐브 밥"", ""1"", ""공기""], [""꽃게"", ""2"", ""마리""], [""무"", ""3"", ""cm""], [""양파"", ""1/2"", ""개""], [""파"", ""15"", ""cm""], [""멸치액젓"", ""1"", ""큰술""], [""생강가루"", ""2~3"", ""꼬집""], [""새우젓"", ""1"", ""t""], [""소금"", """", ""조금""]]","[{""alias_id"": ""alias_0655"", ""name"": ""동태""}, {""alias_id"": ""alias_0640"", ""name"": ""꽃게""}, {""alias_id"": ""alias_0559"", ""name"": ""무""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0034"", ""name"": ""멸치액젓""}, {""alias_id"": ""alias_0164"", ""name"": ""생강가루""}, {""alias_id"": ""alias_0035"", ""name"": ""새우젓""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_1340"", ""name"": ""해물육수팩""}]","[[""물"", ""2"", ""L""], [""해물육수팩"", ""1"", ""개""], [""동태"", ""1"", ""공기""], [""꽃게"", ""2"", ""마리""], [""무"", ""3"", ""cm""], [""양파"", ""1/2"", ""개""], [""대파"", ""15"", ""cm""], [""멸치액젓"", ""1"", ""큰술""], [""생강가루"", ""2~3"", ""꼬집""], [""새우젓"", ""1"", ""큰술""], [""소금"", """", ""조금""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""2"", ""unit"": ""L""}]"
7018951,숙주 나물무침,"[[""숙주"", ""500"", ""g""], [""쪽파"", ""2"", ""줄기""], [""다진마늘"", ""2/3"", ""t""], [""고운소금"", ""1"", ""t""], [""참기름"", ""1"", ""t""], [""갈은 깨"", ""1"", ""t""]]","[{""alias_id"": ""alias_0576"", ""name"": ""숙주""}, {""alias_id"": ""alias_0631"", ""name"": ""쪽파""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0449"", ""name"": ""갈은깨""}]","[[""숙주"", ""500"", ""g""], [""쪽파"", ""2"", ""줄기""], [""마늘"", ""2/3"", ""큰술""], [""소금"", ""1"", ""큰술""], [""참기름"", ""1"", ""큰술""], [""깨"", ""1"", ""큰술""]]",0,[]
7018952,돼지고기 동그랑땡,"[[""돼지고기"", ""300"", ""g""], [""당근"", ""1/2"", ""개""], [""두부"", ""160"", ""g""], [""양파"", ""1/2"", ""개""], [""쪽파"", ""1/2"", ""줌""], [""새송이버섯"", ""1"", ""개""], [""홍고추"", ""1/2"", ""개""], [""청양고추"", ""2"", ""개""], [""부침가루"", ""2"", ""스푼""], [""계란"", ""2"", ""개""], [""다진 마늘"", ""0.8"", ""스푼""], [""참기름"", ""0.5"", ""스푼""], [""후추"", """", ""약간""], [""포도씨유"", """", ""넉넉히""], [""다진마늘"", ""0.5"", ""스푼""], [""참치액"", ""1"", ""스푼""], [""후추"", """", ""조금""], [""맛술"", ""1"", ""스푼""], [""식초"", ""0.5"", ""스푼""], [""깨소금"", ""0.5"", ""스푼""], [""쪽파"", ""2"", ""줄기""]]","[{""alias_id"": ""alias_0836"", ""name"": ""돼지고기""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0277"", ""name"": ""두부""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0631"", ""name"": ""쪽파""}, {""alias_id"": ""alias_0513"", ""name"": ""새송이버섯""}, {""alias_id"": ""alias_0528"", ""name"": ""홍고추""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0295"", ""name"": ""부침가루""}, {""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}, {""alias_id"": ""alias_0137"", ""name"": ""포도씨유""}, {""alias_id"": ""alias_0038"", ""name"": ""참치액""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0169"", ""name"": ""식초""}, {""alias_id"": ""alias_0202"", ""name"": ""깨소금""}]","[[""돼지고기"", ""300"", ""g""], [""당근"", ""1/2"", ""개""], [""두부"", ""160"", ""g""], [""양파"", ""1/2"", ""개""], [""쪽파"", ""1/2"", ""줌""], [""새송이버섯"", ""1"", ""개""], [""홍고추"", ""1/2"", ""개""], [""청양고추"", ""2"", ""개""], [""부침가루"", ""2"", ""큰술""], [""계란"", ""2"", ""개""], [""마늘"", ""0.8"", ""큰술""], [""참기름"", ""0.5"", ""큰술""], [""후추"", """", ""약간""], [""포도씨유"", """", ""넉넉히""], [""마늘"", ""0.5"", ""큰술""], [""참치액"", ""1"", ""큰술""], [""후추"", """", ""조금""], [""맛술"", ""1"", ""큰술""], [""식초"", ""0.5"", ""큰술""], [""깨소금"", ""0.5"", ""큰술""], [""쪽파"", ""2"", ""줄기""]]",0,[]
7018956,멸치국수,"[[""멸치"", ""2~30"", ""마리""], [""대파"", ""1/4"", ""대""], [""양파"", ""1/2"", ""개""], [""표고버섯"", ""1~2"", ""개""], [""달걀"", ""2"", ""개""], [""간장"", ""2"", ""t""], [""청양고추"", ""1"", ""개""], [""설탕"", ""1"", ""티스푼""], [""고춧가루"", ""0.5"", ""t""], [""물"", ""1"", ""t""], [""참기름"", ""1"", ""t""]]","[{""alias_id"": ""alias_0711"", ""name"": ""멸치""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0515"", ""name"": ""표고버섯""}, {""alias_id"": ""alias_0812"", ""name"": ""달걀""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}]","[[""멸치"", ""2~30"", ""마리""], [""대파"", ""1/4"", ""대""], [""양파"", ""1/2"", ""개""], [""표고버섯"", ""1~2"", ""개""], [""달걀"", ""2"", ""개""], [""간장"", ""2"", ""큰술""], [""청양고추"", ""1"", ""개""], [""설탕"", ""1"", ""작은술""], [""고춧가루"", ""0.5"", ""큰술""], [""물"", ""1"", ""큰술""], [""참기름"", ""1"", ""큰술""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""1"", ""unit"": ""큰술""}]"
7018961,호떡 떡볶이,"[[""떡국떡"", ""200"", ""g""], [""물"", ""200"", ""ml""], [""비정제 설탕"", ""4"", ""숟가락""], [""소금"", ""3"", ""꼬집""], [""통깨"", ""2"", ""숟가락""], [""참기름"", ""2"", ""숟가락""], [""시나몬 가루"", ""2"", ""꼬집""], [""견과류"", ""1"", ""봉""]]","[{""alias_id"": ""alias_0058"", ""name"": ""떡국떡""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0150"", ""name"": ""시나몬""}, {""alias_id"": ""alias_0430"", ""name"": ""견과류""}]","[[""떡국떡"", ""200"", ""g""], [""물"", ""200"", ""ml""], [""설탕"", ""4"", ""큰술""], [""소금"", ""3"", ""꼬집""], [""통깨"", ""2"", ""큰술""], [""참기름"", ""2"", ""큰술""], [""시나몬"", ""2"", ""꼬집""], [""견과류"", ""1"", ""봉""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""200"", ""unit"": ""ml""}]"
7018967,꼬지전,"[[""맛살"", ""7"", ""줄""], [""김밥용 햄"", ""5"", ""줄""], [""쪽파"", ""1"", ""줌""], [""단무지"", ""4"", ""줄""], [""밀가루"", ""2"", ""큰술""], [""계란"", ""2"", ""개""], [""맛소금"", ""1"", ""꼬집""], [""식용유"", """", """"]]","[{""alias_id"": ""alias_0736"", ""name"": ""맛살""}, {""alias_id"": ""alias_0631"", ""name"": ""쪽파""}, {""alias_id"": ""alias_0008"", ""name"": ""단무지""}, {""alias_id"": ""alias_0290"", ""name"": ""밀가루""}, {""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0204"", ""name"": ""맛소금""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}, {""alias_id"": ""alias_0912"", ""name"": ""햄""}]","[[""맛살"", ""7"", ""줄""], [""햄"", ""5"", ""줄""], [""쪽파"", ""1"", ""줌""], [""단무지"", ""4"", ""줄""], [""밀가루"", ""2"", ""큰술""], [""계란"", ""2"", ""개""], [""맛소금"", ""1"", ""꼬집""], [""식용유"", """", """"]]",0,[]
7018970,고구마전,"[[""고구마"", ""2"", ""개""], [""치자"", ""3"", ""개""], [""물"", ""1"", ""컵""], [""부침가루"", ""7"", ""큰술""], [""치자우린 물"", ""9"", ""큰술""]]","[{""alias_id"": ""alias_0319"", ""name"": ""고구마""}, {""alias_id"": ""alias_0295"", ""name"": ""부침가루""}]","[[""고구마"", ""2"", ""개""], [""치자"", ""3"", ""개""], [""물"", ""1"", ""컵""], [""부침가루"", ""7"", ""큰술""], [""치자물"", ""9"", ""큰술""]]",3,"[{""raw"": ""치자"", ""name"": ""치자"", ""amount"": ""3"", ""unit"": ""개""}, {""raw"": ""물"", ""name"": ""물"", ""amount"": ""1"", ""unit"": ""컵""}, {""raw"": ""치자우린 물"", ""name"": ""치자물"", ""amount"": ""9"", ""unit"": ""큰술""}]"
7018972,얼큰 콩나물 어묵탕,"[[""어묵"", ""200~300"", ""g""], [""무 작은것"", ""1/2"", ""개""], [""콩나물"", ""200"", ""g""], [""대파"", """", ""조금""], [""청양고추"", ""2~3"", ""개""], [""고추가루"", ""2"", ""큰술""], [""생강술"", ""2"", ""큰술""], [""다진마늘"", ""1"", ""작은술""], [""국간장"", ""2~3"", ""큰술""], [""후추가루"", """", ""아주조금""]]","[{""alias_id"": ""alias_0728"", ""name"": ""어묵""}, {""alias_id"": ""alias_0559"", ""name"": ""무""}, {""alias_id"": ""alias_0617"", ""name"": ""콩나물""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0250"", ""name"": ""생강술""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0178"", ""name"": ""국간장""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}]","[[""어묵"", ""200~300"", ""g""], [""무"", ""1/2"", ""개""], [""콩나물"", ""200"", ""g""], [""대파"", """", ""조금""], [""청양고추"", ""2~3"", ""개""], [""고춧가루"", ""2"", ""큰술""], [""생강술"", ""2"", ""큰술""], [""마늘"", ""1"", ""작은술""], [""간장"", ""2~3"", ""큰술""], [""후추"", """", ""아주조금""]]",0,[]
7018975,파프리카 계란찜,"[[""파프리카"", ""3"", ""개""], [""달걀"", ""4"", ""개""], [""당근"", ""1/4"", ""개""], [""물"", ""30"", ""ml""], [""스틱 육수"", ""1"", ""포""], [""통깨"", """", ""약간""]]","[{""alias_id"": ""alias_0636"", ""name"": ""파프리카""}, {""alias_id"": ""alias_0812"", ""name"": ""달걀""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}, {""alias_id"": ""alias_0984"", ""name"": ""육수""}]","[[""파프리카"", ""3"", ""개""], [""달걀"", ""4"", ""개""], [""당근"", ""1/4"", ""개""], [""물"", ""30"", ""ml""], [""육수"", ""1"", ""포""], [""통깨"", """", ""약간""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""30"", ""unit"": ""ml""}]"
7018976,크림브륄레 라떼,"[[""동물성 휘핑크림"", ""60"", ""g""], [""슈크림파우더"", ""15"", ""g""], [""우유"", ""110"", ""ml""], [""에스프레소"", ""2"", ""샷""], [""설탕"", """", ""적당량""]]","[{""alias_id"": ""alias_0900"", ""name"": ""휘핑크림""}, {""alias_id"": ""alias_0894"", ""name"": ""우유""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_1365"", ""name"": ""에스프레소""}]","[[""휘핑크림"", ""60"", ""g""], [""슈크림파우더"", ""15"", ""g""], [""우유"", ""110"", ""ml""], [""에스프레소"", ""2"", ""샷""], [""설탕"", """", ""적당량""]]",1,"[{""raw"": ""슈크림파우더"", ""name"": ""슈크림파우더"", ""amount"": ""15"", ""unit"": ""g""}]"
