RCP_SNO,CKG_NM,INQ_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,INQ_CNT_RATE,REVIEW_STAR_NORM_AVG,REVIEW_SENTIMENT_AVG,INQ_CNT_LOG,INQ_CNT_LOG_CENTERED,SRAP_CNT_LOG,SRAP_CNT_LOG_CENTERED,REVIEW_RANK_SCORE,INQ_CNT_2024,INQ_CNT_RATE_2024,INQ_CNT_LOG_2024,INQ_CNT_LOG_CENTERED_2024,INQ_CNT_2026,INQ_CNT_2026_CRAWLED_AT_UTC,INQ_CNT_DELTA_2024_2026,INQ_CNT_GROWTH_RATE_2024_2026,INQ_CNT_RATE_2026,INQ_CNT_LOG_2026,INQ_CNT_LOG_CENTERED_2026
7016873,녹두빈대떡,19732,15,부침,술안주,곡류,밥/죽/떡,"[['녹두', '200', 'g'], [' 물', '200', 'g'], [' 돼지고기 다짐육', '160', 'g'], [' 배추김치', '1', '컵'], [' 숙주', '2', '줌'], [' 고사리 데친거', '1', '줌'], [' 대파', '1/2', '대'], [' 찹쌀가루', '40', 'ml'], [' 소금', '', ''], [' 식용유', '', ''], [' 들기름', '', '약간'], [' 다진 마늘', '1', 't'], [' 생강가루', '1/3', 't'], [' 후추', '', '약간']]",2인분,고급,2시간이상,0.32466229,,,9.890047640169426,2.1213475842316125,2.772588722239781,0.4609172489853286,,19732,0.32466229,9.890047640169426,2.1213475842316125,20914,2026-07-07T06:07:28.556766+00:00,1182.0,0.059902696128116766,0.12582422871444385,9.948221883876299,1.4426905394180274
7016890,버터구이오징어,1684,9,굽기,술안주,해물류,메인반찬,"[['반건조오징어', '1-2', '마리'], [' 버터', '20', 'g'], [' 설탕', '1', 't'], [' 올리고당', '1/2', 't']]",2인분,고급,15분이내,0.02770785,,,7.429520842786462,-0.3391792131513513,2.302585092994046,-0.0090863802604066,,1684,0.02770785,7.429520842786462,-0.3391792131513513,2373,2026-07-07T06:07:30.412513+00:00,689.0,0.40914489311163893,0.014276603937045771,7.772331575169614,-0.7331997692886576
7016893,파계란국,1023,20,끓이기,일상,달걀/유제품,국/탕,"[['계란', '3', '개'], [' 육수', '700', 'ml'], [' 국간장', '1.5', '큰술'], [' 양파', '1/4', '개'], [' 파', '1', '움큼'], [' 후추', '', '약간'], [' 소금', '', '약간'], [' 간마늘', '1', 't']]",4인분,고급,10분이내,0.016832025,,,6.931471805599453,-0.8372282503383603,3.044522437723423,0.7328509644689705,,1023,0.016832025,6.931471805599453,-0.8372282503383603,1264,2026-07-07T06:07:32.684342+00:00,241.0,0.23558162267839688,0.0076045627376425855,7.142827401161621,-1.3627039432966503
7016895,삼겹살김밥,1931,4,기타,도시락,돼지고기,밥/죽/떡,"[['밥', '1', '공기'], [' 김', '3', '장'], [' 묵은지', '3~6', '잎'], [' 삼겹살', '100', 'g'], [' 양파', '1/2', '개'], [' 당근', '1/4', '개'], [' 식용유', '', '약간'], [' 소금', '', '약간'], [' 깨소금', '', '약간'], [' 참기름', '1', 't'], [' 매실청', '0.5', 't'], [' 참기름', '0.5', 't']]",2인분,초급,30분이내,0.031771887,,,7.566311014772463,-0.2023890411653504,1.6094379124341005,-0.7022335608203523,,1931,0.031771887,7.566311014772463,-0.2023890411653504,2798,2026-07-07T06:07:34.902696+00:00,867.0,0.44899016053858104,0.016833517832218318,7.937017489515454,-0.5685138549428173
7016898,매콤 스팸마요덮밥,1148,15,볶음,일상,가공식품류,밥/죽/떡,"[['달걀', '2', '개'], [' 스팸', '1/2', '통'], [' 밥', '1', '그릇'], [' 양파', '1/3', '개'], [' 대파흰부분', '1/2', '개'], [' 청양고추', '1/2', '개'], [' 다진마늘', '1/2', '숟갈'], [' 마요네즈', '1.5', '숟갈'], [' 김가루', '1', '젓가락'], [' 참기름', '1', '티스푼'], [' 맛소금', '1', '꼬집'], [' 식용유', '2', '숟갈'], [' 케첩', '2', '큰숟갈'], [' 진간장', '1', '숟갈']]",1인분,고급,30분이내,0.018888724,,,7.046647277848756,-0.7220527780890578,2.772588722239781,0.4609172489853286,,1148,0.018888724,7.046647277848756,-0.7220527780890578,1529,2026-07-07T06:07:36.801761+00:00,381.0,0.3318815331010453,0.009198873754632526,7.333023014386481,-1.17250833007179
7016900,고등어 두부조림,4551,10,조림,일상,해물류,메인반찬,"[['손질고등어', '2', '마리'], [' 무', '500', 'g'], [' 양파', '1', '개'], [' 두부', '1/2', '모'], [' 다진마늘', '1', 't'], [' 올리고당', '2', 't'], [' 간장', '3~4', 't'], [' 참치액젓', '1', 't'], [' 맛술', '2', 't'], [' 된장', '1/2', ''], [' 물', '500', 'ml']]",3인분,중급,30분이내,0.0748803,,,8.423321975806166,0.6546219198683527,2.3978952727983707,0.0862237995439181,,4551,0.0748803,8.423321975806166,0.6546219198683527,7104,2026-07-07T06:07:39.202453+00:00,2553.0,0.5609756097560976,0.0427395677913077,8.868554040531201,0.3630226960729299
7016902,깻잎나물볶음,1834,92,볶음,일상,채소류,밑반찬,"[['깻잎순', '200', 'g'], [' 소금', '0.5', '스푼'], [' 물', '500', 'ml'], [' 깨', '', '조금'], [' 다진대파', '1', '스푼'], [' 국간장', '1', '스푼'], [' 들기름', '1', '스푼']]",3인분,초급,30분이내,0.030175889,1.0,0.94,7.51479976048867,-0.2539002954491431,4.532599493153256,2.220928019898804,1.94,1834,0.030175889,7.51479976048867,-0.2539002954491431,3458,2026-07-07T06:07:41.180727+00:00,1624.0,0.8854961832061069,0.020804254704721567,8.148734808937169,-0.35679653552110224
7016909,계란찜,7567,175,찜,일상,달걀/유제품,메인반찬,"[['계란', '4', '개'], [' 물', '120', 'ml'], [' 다진쪽파', '2', '큰술'], [' 쯔유', '2', '큰술'], [' 후추', '', '톡톡'], [' 참기름', '1', '큰술']]",2인분,초급,10분이내,0.124504336,1.0,0.92,8.931684110731714,1.1629840547939008,5.170483995038151,2.858812521783699,1.92,7567,0.124504336,8.931684110731714,1.1629840547939008,9688,2026-07-07T06:07:43.630122+00:00,2121.0,0.2802960222016651,0.05828560427395678,9.178746500385005,0.6732151559267336
7016914,고구마 닭볶음탕,963,17,조림,일상,닭고기,국/탕,"[['닭 볶음용', '1', '팩'], [' 고구마', '5', '개'], [' 대파', '', '넉넉히'], [' 양파', '1', '개'], [' 맛술', '1', '스푼'], [' 고춧가루', '2', '스푼'], [' 맛술', '1', '스푼'], [' 다진마늘', '2', '스푼'], [' 진간장', '2', '스푼'], [' 물엿', '2', '스푼'], [' 후춧가루', '', '약간']]",4인분,중급,30분이내,0.01584481,,,6.871091294610546,-0.8976087613272679,2.8903717578961645,0.578700284641712,,963,0.01584481,6.871091294610546,-0.8976087613272679,1516,2026-07-07T06:07:45.306335+00:00,553.0,0.5742471443406023,0.00912066227078019,7.324489979348532,-1.1810413651097393
7016922,묵은지볶음,1496,16,볶음,초스피드,채소류,메인반찬,"[['신김치', '1/4', '포기'], [' 설탕', '1', 't'], [' 깨', '2', 't']]",4인분,초급,10분이내,0.024614575,,,7.311218384419629,-0.4574816715181846,2.833213344056216,0.5215418708017636,,1496,0.024614575,7.311218384419629,-0.4574816715181846,1974,2026-07-07T06:07:46.969976+00:00,478.0,0.3195187165775401,0.011876113009577898,7.5883236773352225,-0.9172076671230487
7016923,흑임자크림라떼,4699,3,기타,일상,달걀/유제품,차/음료/술,"[['흑임자파우더', '2', 't'], [' 설탕', '1', 't'], [' 동물성 휘핑크림', '60', 'g'], [' 우유', '110', 'ml'], [' 에스프레소', '2', '샷']]",1인분,고급,15분이내,0.077315432,,,8.45531778769815,0.6866177317603359,1.3862943611198906,-0.925377112134562,,4699,0.077315432,8.45531778769815,0.6866177317603359,4917,2026-07-07T06:07:48.995565+00:00,218.0,0.046392849542455844,0.029581989700149202,8.500657222776137,-0.004874121682133747
7016926,고구마 피자,4004,102,굽기,간식,곡류,퓨전,"[['고구마 중', '1', '개'], [' 피망', '1/4', '개'], [' 양파', '1/4', '개'], [' 베이컨', '4', '장'], [' 달걀', '1', '개'], [' 옥수수콘', '1~2', '큰술'], [' 소금', '1/3', '큰술'], [' 설탕', '1', '큰술'], [' 모짜렐라치즈', '', ''], [' 파슬리가루', '', '']]",2인분,고급,30분이내,0.065880185,1.0,0.96,8.29529885950246,0.5265988035646458,4.634728988229636,2.3230575149751838,1.96,4004,0.065880185,8.29529885950246,0.5265988035646458,4731,2026-07-07T06:07:51.213159+00:00,727.0,0.18156843156843158,0.028462963854261926,8.462103225098277,-0.043428119359994355
7016928,들기름 두부지짐,1227,9,부침,일상,콩/견과류,메인반찬,"[['마른 두부', '500', 'g'], [' 들기름', '5', '큰술'], [' 김장김치', '', ''], [' 양념간장', '', '']]",2인분,고급,10분이내,0.020188558,,,7.113142108707088,-0.6555579472307258,2.302585092994046,-0.0090863802604066,,1227,0.020188558,7.113142108707088,-0.6555579472307258,2342,2026-07-07T06:07:52.947779+00:00,1115.0,0.908720456397718,0.014090099629397891,7.759187438507795,-0.746343905950476
7016935,간장계란비빔밥,1828,10,비빔,초스피드,달걀/유제품,밥/죽/떡,"[['밥', '2', '공기'], [' 계란', '2', '개'], [' 간장', '2', '큰술'], [' 참기름', '2', '큰술'], [' 깨', '', '조금']]",2인분,중급,5분이내,0.030077167,,,7.511524648390866,-0.2571754075469474,2.3978952727983707,0.0862237995439181,,1828,0.030077167,7.511524648390866,-0.2571754075469474,5471,2026-07-07T06:07:54.722970+00:00,3643.0,1.9928884026258207,0.03291500216585647,8.607399459302387,0.10186811484411606
7016936,일본 카레,2496,15,끓이기,일상,돼지고기,기타,"[['에스비 골든 카레', '220', 'g'], [' 돼지고기 카레용', '400', 'g'], [' 감자', '400', 'g'], [' 당근', '250', 'g'], [' 양파', '300', 'g'], [' 냉동 완두콩', '150', 'g'], [' 후추', '', '약간']]",6인분이상,고급,30분이내,0.041068167,1.0,0.8999999999999999,7.822845290279774,0.0541452343419601,2.772588722239781,0.4609172489853286,1.9,2496,0.041068167,7.822845290279774,0.0541452343419601,6025,2026-07-07T06:07:56.659599+00:00,3529.0,1.4138621794871795,0.03624801463156375,8.703838719690246,0.19830737523197506
7016939,홍합밥,1163,4,끓이기,일상,해물류,밥/죽/떡,"[['쌀', '1.5', '컵'], [' 홍합살', '200', 'g'], [' 당근', '1/4', '개'], [' 대파', '1/2', '대'], [' 쯔유', '1', '큰술'], [' 청주', '2', '작은술'], [' 다시마물', '1.5', '컵']]",3인분,고급,90분이내,0.019135528,,,7.059617628291383,-0.7090824276464307,1.6094379124341005,-0.7022335608203523,,1163,0.019135528,7.059617628291383,-0.7090824276464307,2336,2026-07-07T06:07:58.830593+00:00,1173.0,1.0085984522785898,0.014054002021466044,7.756623334538858,-0.748908009919413
7016948,양송이 햄버거,1230,32,기타,손님접대,채소류,디저트,"[['양송이버섯', '12', '개'], [' 냉동새우', '5', '마리'], [' 오이', '1/2', '개'], [' 방울토마토', '3', '개'], [' 슬라이스치즈', '2', '장'], [' 상추', '', '약간'], [' 소금', '', '약간'], [' 후추', '', '약간'], [' 올리브유', '', '약간']]",2인분,고급,15분이내,0.020237919,,,7.115582126184454,-0.6531179297533596,3.49650756146648,1.1848360882120277,,1230,0.020237919,7.115582126184454,-0.6531179297533596,1593,2026-07-07T06:08:00.596790+00:00,363.0,0.2951219512195122,0.009583914905905568,7.374001859350161,-1.1315294851081106
7016950,고구마튀김,1800,2,튀김,간식,채소류,메인반찬,"[['고구마 큰 것', '2', '개'], [' 튀김가루', '1', '종이컵'], [' 차가운 물', '1', '종이컵'], [' 밀가루 박력분', '2~3', 't']]",2인분,중급,60분이내,0.029616467,,,7.496097345175956,-0.2726027107618574,1.0986122886681098,-1.2130591845863428,,1800,0.029616467,7.496097345175956,-0.2726027107618574,2610,2026-07-07T06:08:02.974767+00:00,810.0,0.45,0.015702459450353756,7.8674885686991285,-0.6380427757591427
7016952,새우 잡채,917,8,볶음,초스피드,해물류,밑반찬,"[['새우', '15', '마리'], [' 부추', '20', 'g'], [' 당면', '100', 'g'], [' 굴소스', '1', 't'], [' 진간장', '1', 't'], [' 후추', '', '소량'], [' 소금', '', '소량'], [' 참기름', '1', 't'], [' 참깨', '', '소량']]",2인분,고급,30분이내,0.015087944,,,6.822197390620491,-0.9465026653173229,2.19722457733622,-0.1144468959182329,,917,0.015087944,6.822197390620491,-0.9465026653173229,1639,2026-07-07T06:08:04.518888+00:00,722.0,0.787350054525627,0.009860663233383068,7.402451520818244,-1.1030798236400274
7016963,연근치즈구이,1887,16,굽기,간식,채소류,메인반찬,"[['연근', '100', 'g'], [' 모짜렐라치즈', '', ''], [' 소금', '3~4', '꼬집'], [' 파슬리가루', '', '']]",2인분,고급,15분이내,0.031047929,,,7.543273346705446,-0.2254267092323676,2.833213344056216,0.5215418708017636,,1887,0.031047929,7.543273346705446,-0.2254267092323676,2530,2026-07-07T06:08:06.465094+00:00,643.0,0.34075251722310546,0.015221158011262453,7.836369760545124,-0.6691615839131471
7016964,감자 버터구이,1042,4,굽기,간식,채소류,메인반찬,"[['감자', '4', '개'], [' 튀김유', '2', 't'], [' 버터', '2', 't'], [' 설탕', '1', 't']]",4인분,초급,30분이내,0.017144644,,,6.949856455000773,-0.8188436009370408,1.6094379124341005,-0.7022335608203523,,1042,0.017144644,6.949856455000773,-0.8188436009370408,2209,2026-07-07T06:08:08.878893+00:00,1167.0,1.1199616122840692,0.013289935986908601,7.700747794511798,-0.8047835499464728
7016972,갈치 간장조림,1187,11,조림,일상,해물류,메인반찬,"[['갈치', '1', '마리'], [' 대파 흰 부분', '2', '대'], [' 생강즙', '1/2', 't'], [' 청주', '150', 'ml'], [' 맛술', '150', 'ml'], [' 양조간장', '50', 'ml'], [' 설탕', '3', 't']]",4인분,고급,30분이내,0.019530414,1.0,0.7,7.080026499922591,-0.6886735560152228,2.4849066497880004,0.1732351765335478,1.7,1187,0.019530414,7.080026499922591,-0.6886735560152228,2719,2026-07-07T06:08:11.282979+00:00,1532.0,1.290648694187026,0.016358232661115656,7.908387159290043,-0.5971441851682284
7016973,버터갈릭새우,2695,11,볶음,손님접대,해물류,양식,"[['새우', '200', 'g'], [' 버터', '20', 'g'], [' 통마늘', '5~6', '개'], [' 다진마늘', '2', 't'], [' 소금', '1', 't'], [' 후추', '1', 't'], [' 파슬리', '1', 't'], [' 페페론치노', '3~4', '개']]",2인분,초급,10분이내,0.044342432,,,7.899524472032198,0.1308244160943843,2.4849066497880004,0.1732351765335478,,2695,0.044342432,7.899524472032198,0.1308244160943843,4197,2026-07-07T06:08:13.199351+00:00,1502.0,0.5573283858998145,0.02525027674832748,8.342363500380579,-0.1631678440776927
7016974,차돌박이된장찌개,7178,116,끓이기,일상,채소류,찌개,"[['감자', '1', '개'], [' 애호박', '1/3', '개'], [' 양파', '1', '개'], [' 대파', '1', '대'], [' 청양고추', '2-3', '개'], [' 두부', '1/2', '모'], [' 차돌박이', '200', 'g'], [' 쌈장 듬뿍', '1', 't'], [' 굵은 소금', '1/5', 't'], [' 식초', '1/2', 't'], [' 물', '1', 'l']]",6인분이상,고급,60분이내,0.118103888,1.0,0.8999999999999999,8.878915376576483,1.1102153206386696,4.762173934797756,2.450502461543304,1.9,7178,0.118103888,8.878915376576483,1.1102153206386696,10264,2026-07-07T06:08:15.091659+00:00,3086.0,0.4299247701309557,0.06175097463541416,9.236495329453033,0.7309639849947622
7016979,홍합탕,3940,5,끓이기,술안주,해물류,국/탕,"[['홍합', '1', 'kg'], [' 청양고추', '2', '개'], [' 대파', '1', '개'], [' 통마늘', '4~5', '개']]",3인분,고급,15분이내,0.064827155,,,8.279189777195004,0.5104897212571906,1.791759469228055,-0.5199120040263976,,3940,0.064827155,8.279189777195004,0.5104897212571906,4203,2026-07-07T06:08:16.962561+00:00,263.0,0.066751269035533,0.025286374356259324,8.343791731996841,-0.16173961246142987
7016981,냉장족발,1496,2,기타,손님접대,돼지고기,기타,"[['냉장 족발', '1', '개']]",4인분,중급,90분이내,0.024614575,,,7.311218384419629,-0.4574816715181846,1.0986122886681098,-1.2130591845863428,,1496,0.024614575,7.311218384419629,-0.4574816715181846,2868,2026-07-07T06:08:19.101841+00:00,1372.0,0.9171122994652406,0.01725465659142321,7.9617188159813645,-0.5438125284769066
7016983,고추장두부찌개,918,4,끓이기,일상,돼지고기,찌개,"[['돼지고기 찌개용', '600', 'g'], [' 고추장', '3', '스푼'], [' 고춧가루', '1', '스푼'], [' 두부', '2', '모'], [' 다진마늘', '1', '스푼'], [' 표고버섯가루', '1', '스푼'], [' 쌀뜨물', '400', 'ml'], [' 들기름', '2', '스푼']]",4인분,초급,30분이내,0.015104398,,,6.823286122355687,-0.9454139335821266,1.6094379124341005,-0.7022335608203523,,918,0.015104398,6.823286122355687,-0.9454139335821266,1032,2026-07-07T06:08:21.220364+00:00,114.0,0.12418300653594772,0.0062087885642778074,6.940222469119639,-1.5653088753386326
7016993,들깨 무나물볶음,3639,30,볶음,일상,채소류,밑반찬,"[['무', '630', 'g'], [' 대파', '20', 'g'], [' 들기름', '4', '큰술'], [' 다진마늘', '1', '큰술'], [' 소금', '1', '큰술'], [' 들깨가루', '2', '큰술'], [' 맛술', '2', '큰술']]",2인분,초급,30분이내,0.059874624,,,8.199738960630786,0.4310389046929721,3.4339872044851463,1.1223157312306935,,3639,0.059874624,8.199738960630786,0.4310389046929721,4429,2026-07-07T06:08:23.708780+00:00,790.0,0.217092607859302,0.026646050921692255,8.39615486303918,-0.10937648141909051
7016998,해독주스,5796,10,기타,영양식,채소류,차/음료/술,"[['양배추', '1/2', '통'], [' 당근', '3~4', '개'], [' 토마토', '10', '개'], [' 사과', '2', '개'], [' 샐러리', '', '조금'], [' 비트', '', '조금'], [' 브로콜리', '', '조금'], [' 삶은 고구마 작은것', '3', '개'], [' 매실액', '1', '컵'], [' 물', '1.5', 'l']]",4인분,고급,60분이내,0.095365023,,,8.665095821339733,0.8963957654019197,2.3978952727983707,0.0862237995439181,,5796,0.095365023,8.665095821339733,0.8963957654019197,7837,2026-07-07T06:08:25.972136+00:00,2041.0,0.3521394064872326,0.04714949222698176,8.966738978759576,0.46120763430130474
