RCP_SNO,CKG_NM,INQ_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,INQ_CNT_RATE,REVIEW_STAR_NORM_AVG,REVIEW_SENTIMENT_AVG,INQ_CNT_LOG,INQ_CNT_LOG_CENTERED,SRAP_CNT_LOG,SRAP_CNT_LOG_CENTERED,REVIEW_RANK_SCORE,INQ_CNT_2024,INQ_CNT_RATE_2024,INQ_CNT_LOG_2024,INQ_CNT_LOG_CENTERED_2024,INQ_CNT_2026,INQ_CNT_2026_CRAWLED_AT_UTC,INQ_CNT_DELTA_2024_2026,INQ_CNT_GROWTH_RATE_2024_2026,INQ_CNT_RATE_2026,INQ_CNT_LOG_2026,INQ_CNT_LOG_CENTERED_2026
7018024,톳두부무침,1945,4,무침,영양식,콩/견과류,밑반찬,"[['톳', '200', 'g'], [' 두부', '1/2', '모'], [' 다진마늘', '0.3', 't'], [' 참기름', '1', 't']]",3인분,중급,10분이내,0.032002238,,,7.57353126274595,-0.1951687931918631,1.6094379124341005,-0.7022335608203523,,1945,0.032002238,7.57353126274595,-0.1951687931918631,2331,2026-07-07T06:17:45.609538+00:00,386.0,0.19845758354755785,0.014023920681522837,7.754481547470383,-0.7510497969878882
7018027,오트밀죽,1384,6,끓이기,영양식,곡류,밥/죽/떡,"[['오트밀', '60', 'g'], [' 우유', '250', 'ml'], [' 바나나', '1', '개'], [' 블루베리', '30', 'g'], [' 사과잼', '1', '큰술'], [' 시나몬파우더', '0.5', '작은술']]",1인분,초급,15분이내,0.022771772,,,7.233455418621439,-0.5352446373163744,1.9459101490553128,-0.3657613241991393,,1384,0.022771772,7.233455418621439,-0.5352446373163744,1966,2026-07-07T06:17:47.286483+00:00,582.0,0.42052023121387283,0.011827982865668768,7.584264818389059,-0.9212665260692123
7018033,애호박 된장찌개,3760,11,끓이기,일상,채소류,찌개,"[['감자 3개', '155', 'g'], [' 애호박', '67', 'g'], [' 양파', '45', 'g'], [' 두부', '100', 'g'], [' 새송이버섯 1개', '46', 'g'], [' 홍고추 1개', '17', 'g'], [' 쪽파', '10', 'g'], [' 다진 마늘', '0.7', '큰술'], [' 된장', '1.5', '큰술'], [' 쌈장', '1', '큰술'], [' 물', '750', 'ml'], [' 다시팩 20g', '1', '개']]",3인분,고급,60분이내,0.061865508,,,8.232440158470336,0.4637401025325225,2.4849066497880004,0.1732351765335478,,3760,0.061865508,8.232440158470336,0.4637401025325225,4650,2026-07-07T06:17:49.646345+00:00,890.0,0.23670212765957446,0.02797564614718198,8.444837529224097,-0.06069381523417405
7018034,육회김밥,1891,5,기타,초스피드,소고기,밥/죽/떡,"[['소고기 육회용', '150', 'g'], [' 간장', '1', '큰술'], [' 설탕', '1/2', '큰술'], [' 참기름', '1', '큰술'], [' 다진 마늘', '1', '작은술'], [' 참기름', '1', '큰술'], [' 소금', '1', '꼬집'], [' 오이', '1/2', '개'], [' 단무지', '20', 'g'], [' 쪽파', '', ''], [' 노른자', '1', '알']]",1인분,초급,10분이내,0.031113744,,,7.545389749611823,-0.22331030632599,1.791759469228055,-0.5199120040263976,,1891,0.031113744,7.545389749611823,-0.22331030632599,4551,2026-07-07T06:17:51.636576+00:00,2660.0,1.406663141195135,0.027380035616306492,8.423321975806166,-0.08220936865210504
7018035,서리태 콩밥,2371,7,끓이기,일상,쌀,밥/죽/떡,"[['서리태', '1', '컵'], [' 쌀', '3', '컵'], [' 물', '3.5', '컵']]",4인분,고급,2시간이상,0.039011468,,,7.771488760117616,0.0027887041798022,2.079441541679836,-0.2322299315746168,,2371,0.039011468,7.771488760117616,0.0027887041798022,9907,2026-07-07T06:17:53.871186+00:00,7536.0,3.1784057359763813,0.05960316696346922,9.20109779060925,0.6955664461509787
7018038,들깨 감자국,6860,9,끓이기,명절,곡류,국/탕,"[['감자 小', '5', '개'], [' 애호박', '1/4', '개'], [' 부추', '30', 'g'], [' 홍고추', '1/2', '개'], [' 코인 육수', '2', '개'], [' 물', '1.2', 'l'], [' 전분가루', '1', 't'], [' 소금', '', '약간'], [' 들깨가루', '2', 't'], [' 소금', '', '약간']]",2인분,중급,60분이내,0.112871646,,,8.833608482690892,1.0649084267530782,2.302585092994046,-0.0090863802604066,,6860,0.112871646,8.833608482690892,1.0649084267530782,10127,2026-07-07T06:17:55.415299+00:00,3267.0,0.4762390670553936,0.060926745920970304,9.223059144383958,0.717527799925687
7018039,뼈다귀 해장국,5759,6,끓이기,영양식,돼지고기,국/탕,"[['돼지등뼈', '1.5', 'kg'], [' 삶은 우거지', '200', 'g'], [' 대파', '2', '대'], [' 들깨가루', '4', 't'], [' 깻잎', '15', '장'], [' 홍고추', '1/2', '개'], [' 양파', '1/2', '개'], [' 생강', '', ''], [' 월계수잎', '4~5', '장'], [' 소금', '1/2', 't'], [' 고추가루', '4', 't'], [' 다진 마늘', '2', ''], [' 맛술', '3', 't'], [' 새우젓', '2', 't'], [' 액젓', '3', 't']]",4인분,고급,2시간이상,0.09475624,,,8.658692753689937,0.889992697752124,1.9459101490553128,-0.3657613241991393,,5759,0.09475624,8.658692753689937,0.889992697752124,10920,2026-07-07T06:17:57.390639+00:00,5161.0,0.8961625282167043,0.06569764643596285,9.298442820197728,0.7929114757394569
7018042,나물 소고기비빔밥,3646,17,비빔,일상,쌀,밥/죽/떡,"[['표고버섯', '2', '개'], [' 당근', '1', '개'], [' 호박', '1', '개'], [' 양파', '1/4', ''], [' 콩나물무침', '', ''], [' 고추장', '1', '스푼'], [' 밥', '1', '공기'], [' 상추', '4', '장'], [' 소갈비양념', '2', '스푼'], [' 참기름', '1', '스푼'], [' 다진마늘', '1', '스푼']]",4인분,초급,30분이내,0.059989799,,,8.20166019080868,0.432960134870866,2.8903717578961645,0.578700284641712,,3646,0.059989799,8.20166019080868,0.432960134870866,4933,2026-07-07T06:17:59.203123+00:00,1287.0,0.3529895776193088,0.029678249987967465,8.503905297089302,-0.0016260473689690969
7018055,평생김치찌개,16628,38,끓이기,일상,채소류,찌개,"[['돼지고기 앞다리살', '300', 'g'], [' 간장', '2', '스푼'], [' 고춧가루', '2', '스푼'], [' 두부', '1', '모'], [' 양파', '1', ''], [' 다진마늘', '1', '스푼'], [' 새우젓', '1', '티스푼'], [' 다진파', '1', '스푼'], [' 김치', '1/4', '포기'], [' 식초', '1', '스푼']]",4인분,고급,2시간이내,0.273590338,,,9.718903438087914,1.9502033821501,3.6635616461296463,1.3518901728751938,,16628,0.273590338,9.718903438087914,1.9502033821501,26458,2026-07-07T06:18:00.750866+00:00,9830.0,0.5911715179215781,0.15917841844347114,10.183351644059842,1.6778202996015708
7018056,탕후루,9044,14,기타,간식,과일류,국/탕,"[['딸기', '1', '팩'], [' 샤인머스캣', '1/2', '송이'], [' 설탕', '1', '컵'], [' 물', '1/2', '컵'], [' 물엿', '1', '스푼'], [' 한천가루', '1', '티스푼']]",4인분,고급,60분이내,0.148806292,,,9.109967397829395,1.341267341891582,2.70805020110221,0.3963787278477575,,9044,0.148806292,9.109967397829395,1.341267341891582,14770,2026-07-07T06:18:02.544284+00:00,5726.0,0.6331269349845201,0.0888602781922318,9.6004210780406,1.0948897335823293
7018059,매생이 굴국,10864,11,끓이기,일상,해물류,국/탕,"[['매생이 1팩', '160', 'g'], [' 굴', '250', 'g'], [' 동전 육수', '1', '알'], [' 소금', '1', '스푼'], [' 참치액', '5', '스푼']]",2인분,고급,60분이내,0.17875183,1.0,0.98,9.29330189269053,1.5246018367527174,2.4849066497880004,0.1732351765335478,1.98,10864,0.17875183,9.29330189269053,1.5246018367527174,24512,2026-07-07T06:18:04.225543+00:00,13648.0,1.256259204712813,0.1474707609375752,10.106958868052818,1.6014275235945465
7018060,홍합 미역국,1318,10,끓이기,일상,해물류,국/탕,"[['건미역', '20', 'g'], [' 홍합살', '200', 'g'], [' 멸치 다시 팩', '1', '개'], [' 들기름', '1', '큰술'], [' 참치 액', '1', '큰술'], [' 다진 마늘', '0.5', '큰술']]",4인분,고급,15분이내,0.021685835,,,7.1846291527173145,-0.5840709032204989,2.3978952727983707,0.0862237995439181,,1318,0.021685835,7.1846291527173145,-0.5840709032204989,1872,2026-07-07T06:18:06.077086+00:00,554.0,0.4203338391502276,0.011262453674736488,7.5352967024440884,-0.9702346420141827
7018065,배추 우거지,3390,10,데치기,일상,채소류,밑반찬,"[['배추', '1', '포기'], [' 소금', '1', '작은술']]",6인분이상,중급,15분이내,0.055777679,,,8.128880142125638,0.3601800861878246,2.3978952727983707,0.0862237995439181,,3390,0.055777679,8.128880142125638,0.3601800861878246,4072,2026-07-07T06:18:08.287165+00:00,682.0,0.20117994100294986,0.024498243249747316,8.312135107648412,-0.19339623680985873
7018067,양배추김치,2325,11,무침,일상,채소류,김치/젓갈/장류,"[['양배추', '1/2', '통'], [' 대파', '1', '대'], [' 다진 마늘', '1', '스푼'], [' 멸치 액젓', '2', '스푼'], [' 매실청', '2', '스푼'], [' 참치 액', '1', '스푼'], [' 설탕', '1', '스푼'], [' 식초', '1', '스푼'], [' 통깨', '1', '스푼'], [' 식초', '2', '스푼']]",6인분이상,고급,15분이내,0.038254603,,,7.75190533307861,-0.0167947228592035,2.4849066497880004,0.1732351765335478,,2325,0.038254603,7.75190533307861,-0.0167947228592035,2570,2026-07-07T06:18:10.720383+00:00,245.0,0.1053763440860215,0.015461808730808105,7.852050207265889,-0.6534811371923821
7018069,딸기청 라떼,2237,12,절임,일상,과일류,차/음료/술,"[['딸기', '500', 'g'], [' 설탕', '450', 'g'], [' 레몬즙', '1', '숟가락'], [' 우유', '100', 'ml']]",6인분이상,고급,10분이내,0.036806687,,,7.71333788887187,-0.0553621670659429,2.5649493574615367,0.2532778842070842,,2237,0.036806687,7.71333788887187,-0.0553621670659429,3005,2026-07-07T06:18:12.710229+00:00,768.0,0.34331694233348237,0.018078885305867064,8.00836557031292,-0.49716577414535124
7018070,굴 강된장,1193,10,끓이기,일상,해물류,찌개,"[['생굴', '300', 'g'], [' 두부', '1/3', '모'], [' 양파', '1/2', '개'], [' 청양고추', '2', '개'], [' 홍고추', '1', '개'], [' 대파흰부분', '', ''], [' 고추장', '1', '스푼'], [' 다진 마늘', '1/2', '스푼'], [' 고춧가루', '1', '스푼'], [' 설탕', '1', '스푼'], [' 들기름', '1', '스푼'], [' 물', '150', 'ml']]",4인분,고급,15분이내,0.019629136,,,7.085064293952548,-0.6836357619852658,2.3978952727983707,0.0862237995439181,,1193,0.019629136,7.085064293952548,-0.6836357619852658,1593,2026-07-07T06:18:14.764034+00:00,400.0,0.3352891869237217,0.009583914905905568,7.374001859350161,-1.1315294851081106
7018072,마카로니샐러드,2583,10,무침,일상,채소류,샐러드,"[['마카로니', '100', 'g'], [' 캔옥수수', '1/2', '캔'], [' 파프리카', '1/2', '개'], [' 당근', '1/3', '개'], [' 양파', '1/4', '개'], [' 해바라기씨', '1', '줌'], [' 건포도', '1', '줌'], [' 삶은 계란', '1', '개'], [' 허니머스타드', '2', ''], [' 꿀', '1~2', ''], [' 소금', '', '약간'], [' 후추', '', '약간']]",4인분,중급,30분이내,0.04249963,,,7.857093864902493,0.0883938089646791,2.3978952727983707,0.0862237995439181,,2583,0.04249963,7.857093864902493,0.0883938089646791,3597,2026-07-07T06:18:16.899847+00:00,1014.0,0.39256678281068524,0.021640515955142707,8.188133414510478,-0.31739792994779314
7018075,쪽파 김무침,993,17,무침,일상,채소류,밑반찬,"[['쪽파', '170', 'g'], [' 소금', '1', '작은술'], [' 조미김 큰 것', '3', '장'], [' 깨소금', '3', '큰술'], [' 맛소금', '', '조금'], [' 참기름', '1', '큰술'], [' 통깨', '1/2', '큰술']]",2인분,초급,15분이내,0.016338417,,,6.901737206656574,-0.8669628492812391,2.8903717578961645,0.578700284641712,,993,0.016338417,6.901737206656574,-0.8669628492812391,1537,2026-07-07T06:18:18.852102+00:00,544.0,0.5478348439073515,0.009247003898541656,7.338238150065589,-1.1672931943926823
7018078,굴 감바스,979,8,끓이기,손님접대,해물류,퓨전,"[['생굴', '200', 'g'], [' 마늘', '5', '톨'], [' 올리브오일', '130', 'ml'], [' 쥐똥고추', '6', '개'], [' 버터', '3', 'g'], [' 소금', '', '약간'], [' 후추', '', '약간']]",3인분,초급,15분이내,0.016108067,,,6.887552571664617,-0.8811474842731961,2.19722457733622,-0.1144468959182329,,979,0.016108067,6.887552571664617,-0.8811474842731961,2100,2026-07-07T06:18:20.412890+00:00,1121.0,1.1450459652706844,0.0126341627761467,7.650168700845001,-0.8553626436132706
7018081,돌체 크림라떼,2961,0,기타,일상,달걀/유제품,차/음료/술,"[['동물성 휘핑크림', '60', 'g'], [' 연유', '10', 'g'], [' 우유', '100', 'g'], [' 에스프레소', '2', '샷'], [' 시나몬파우더', '', '약간']]",1인분,고급,15분이내,0.048719088,,,7.993619994827744,0.224919938889931,0.0,-2.3116714732544525,,2961,0.048719088,7.993619994827744,0.224919938889931,3047,2026-07-07T06:18:22.481214+00:00,86.0,0.029044241810199257,0.01833156856139,8.022240916806537,-0.4832904276517347
7018087,오이 고추된장무침,1170,16,무침,일상,채소류,밑반찬,"[['오이고추', '300', 'g'], [' 된장', '1', '큰술'], [' 고춧가루', '1', '큰술'], [' 설탕', '1/2', '큰술'], [' 참기름', '1.5', '큰술'], [' 다진마늘', '1', '큰술'], [' 깨소금', '1', '큰술']]",4인분,중급,10분이내,0.019250703,,,7.065613363597717,-0.7030866923400962,2.833213344056216,0.5215418708017636,,1170,0.019250703,7.065613363597717,-0.7030866923400962,1357,2026-07-07T06:18:24.784753+00:00,187.0,0.15982905982905982,0.008164075660586224,7.213768308118642,-1.2917630363396295
7018088,들깨 두부솥톳밥,952,6,기타,일상,채소류,밥/죽/떡,"[['쌀', '2', '종이컵'], [' 톳', '150', 'g'], [' 참기름', '1', '큰술'], [' 진간장', '1/2', '큰술'], [' 두부', '1/4~1/2', '모'], [' 설탕', '1/2', '큰술'], [' 통깨', '1', '큰술'], [' 진간장', '4', '큰술'], [' 참기름', '1', '큰술'], [' 간마늘', '1/2', '큰술']]",3인분,고급,15분이내,0.01566382,,,6.859614903654202,-0.9090851522836116,1.9459101490553128,-0.3657613241991393,,952,0.01566382,6.859614903654202,-0.9090851522836116,1362,2026-07-07T06:18:26.445496+00:00,410.0,0.43067226890756305,0.008194157000529431,7.217443431696533,-1.2880879127617382
7018093,귤잼,1073,2,조림,간식,과일류,양념/소스/잼,"[['귤 1kg', '10', '개'], [' 설탕 300g', '1.5', '컵'], [' 레몬청', '2', '큰술'], [' 소금', '1/2', '작은술']]",6인분이상,초급,60분이내,0.017654705,,,6.97914527506881,-0.7895547808690031,1.0986122886681098,-1.2130591845863428,,1073,0.017654705,6.97914527506881,-0.7895547808690031,2286,2026-07-07T06:18:28.785364+00:00,1213.0,1.130475302889096,0.01375318862203398,7.734996194022781,-0.7705351504354905
7018096,스팸 감자채전,1091,64,부침,초스피드,가공식품류,메인반찬,"[['감자', '3', '개'], [' 스팸', '1/2', '캔'], [' 감자전분', '1', '숟가락'], [' 부침가루', '2', '숟가락'], [' 소금', '', '약간'], [' 후추', '', '약간']]",2인분,고급,30분이내,0.01795087,,,6.9957661563048505,-0.7729338996329629,4.174387269895637,1.8627157966411845,,1091,0.01795087,6.9957661563048505,-0.7729338996329629,1408,2026-07-07T06:18:30.620432+00:00,317.0,0.29055912007332724,0.008470905328006931,7.25063551189868,-1.2548958325595914
7018098,데리야끼 치킨덮밥,1609,6,볶음,일상,닭고기,밥/죽/떡,"[['치킨', '', '약간'], [' 밥', '1.5', '공기'], [' 굴소스', '1', 't'], [' 간장', '1', 't'], [' 통깨', '', '약간'], [' 후추', '', '약간'], [' 양파 볶음', '1', 't'], [' 계란', '3', '개'], [' 데리야끼소스', '1', 't']]",2인분,고급,10분이내,0.026473831,,,7.383989457978509,-0.3847105979593044,1.9459101490553128,-0.3657613241991393,,1609,0.026473831,7.383989457978509,-0.3847105979593044,2246,2026-07-07T06:18:32.710284+00:00,637.0,0.3958980733374767,0.013512537902488329,7.717351272185329,-0.788180072272942
7018100,고등어 유자청구이,1210,7,굽기,일상,해물류,메인반찬,"[['고등어', '1', '마리'], [' 쌀뜨물', '700', 'ml'], [' 부침가루', '2', '스푼'], [' 대파', '1/2', '대'], [' 양파', '1/4', '개'], [' 다진마늘', '1/2', '스푼'], [' 맛술', '1', '스푼'], [' 유자청', '1.5', '스푼'], [' 편생강', '1', '쪽'], [' 후추', '', ''], [' 물', '2', '스푼']]",2인분,고급,30분이내,0.019908847,,,7.099201743553092,-0.6694983123847216,2.079441541679836,-0.2322299315746168,,1210,0.019908847,7.099201743553092,-0.6694983123847216,2091,2026-07-07T06:18:34.901205+00:00,881.0,0.728099173553719,0.012580016364248929,7.645875825184813,-0.8596555192734581
7018104,양파 초절임,1965,9,무침,술안주,기타,양념/소스/잼,"[['연어회', '150', 'g'], [' 케이퍼', '', '적당량'], [' 양파', '130', 'g'], [' 매실청', '2', '큰술'], [' 와사비', '2', '작은술'], [' 후추', '', '톡톡'], [' 파슬리가루', '1', '작은술'], [' 소금', '1', '작은술'], [' 설탕', '0.5', '큰술']]",1인분,초급,15분이내,0.03233131,,,7.583756300707112,-0.1849437552307016,2.302585092994046,-0.0090863802604066,,1965,0.03233131,7.583756300707112,-0.1849437552307016,5987,2026-07-07T06:18:36.585833+00:00,4022.0,2.046819338422392,0.03601939644799538,8.69751274553952,0.1919814010812484
7018107,쪽파 크림치즈 베이글 샌드위치,937,17,무침,간식,가공식품류,빵,"[['베이글', '1', '개'], [' 다진쪽파', '4', '큰술'], [' 베이컨', '60', 'g'], [' 크림치즈', '4', '큰술'], [' 단감잼', '', '적당량'], [' 레몬즙', '1', '큰술'], [' 후추', '', '톡톡']]",2인분,초급,30분이내,0.015417016,,,6.843749949006225,-0.9249501069315887,2.8903717578961645,0.578700284641712,,937,0.015417016,6.843749949006225,-0.9249501069315887,1327,2026-07-07T06:18:38.603951+00:00,390.0,0.41622198505869795,0.007983587620926987,7.191429330036379,-1.3141020144218922
7018111,에그 샌드위치,8018,14,기타,간식,가공식품류,빵,"[['피타브레드', '1', '개'], [' 계란', '3', '개'], [' 체다치즈', '2', '장'], [' 토마토', '1', '개'], [' 로메인상추', '2', '장'], [' 소세지', '2', '개'], [' 무화과잼', '2', '큰술'], [' 쯔유', '1', '큰술'], [' 후추', '', '톡톡'], [' 설탕', '1', '작은술']]",2인분,초급,30분이내,0.131924906,,,8.989569004807029,1.2208689488692157,2.70805020110221,0.3963787278477575,,8018,0.131924906,8.989569004807029,1.2208689488692157,19175,2026-07-07T06:18:40.492519+00:00,11157.0,1.3914941381890746,0.11536193868219666,9.86141477611422,1.3558834316559487
7018112,군만두,2020,6,굽기,일상,가공식품류,면/만두,"[['물만두', '14', '개']]",1인분,초급,10분이내,0.033236257,,,7.611347717403621,-0.1573523385341921,1.9459101490553128,-0.3657613241991393,,2020,0.033236257,7.611347717403621,-0.1573523385341921,5535,2026-07-07T06:18:42.078255+00:00,3515.0,1.74009900990099,0.03330004331712952,8.619027497297505,0.1134961528392342
7018123,바스크 치즈케이크,4383,21,기타,간식,달걀/유제품,디저트,"[['크림치즈', '138', 'g'], [' 설탕', '35', 'g'], [' 계란', '1', '개'], [' 동물성 휘핑크림', '80', 'g'], [' 옥수수전분', '7', 'g'], [' 바닐라오일', '', '약간']]",3인분,고급,60분이내,0.072116097,,,8.385716828627851,0.6170167726900377,3.091042453358316,0.7793709801038635,,4383,0.072116097,8.385716828627851,0.6170167726900377,5573,2026-07-07T06:18:44.149192+00:00,1190.0,0.27150353639060004,0.03352866150069789,8.625868208041894,0.12033686358362239
7018125,꽈리고추찜무침,4368,17,무침,일상,채소류,밑반찬,"[['꽈리고추', '200', 'g'], [' 밀가루', '2', '스푼'], [' 까나리액젓', '1', '스푼'], [' 참치액', '1', '스푼'], [' 물엿', '1', '스푼'], [' 매실청', '1', '스푼'], [' 참기름', '1', '스푼'], [' 고춧가루', '2', '스푼'], [' 다진마늘', '1', '스푼'], [' 다진파', '1', '스푼']]",2인분,고급,90분이내,0.071869293,,,8.382289428951436,0.6135893730136228,2.8903717578961645,0.578700284641712,,4368,0.071869293,8.382289428951436,0.6135893730136228,5275,2026-07-07T06:18:46.374201+00:00,907.0,0.20764652014652016,0.03173581364008279,8.570923513837204,0.06539216937893322
7018129,당근라페 샌드위치,2059,13,무침,일상,채소류,빵,"[['당근', '350', 'g'], [' 소금', '1', 't'], [' 닭가슴살', '1', '덩이'], [' 로메인', '8', '장'], [' 당근 라페', '', '양껏'], [' 홀그레인', '1', 't'], [' 레몬즙', '3', 't'], [' 홀 그레인 머스터드', '3', 't'], [' 설탕', '1', 't'], [' 후추', '1', 't'], [' 다진파슬리', '1', 't']]",3인분,고급,15분이내,0.033877947,,,7.630461261783627,-0.1382387941541862,2.6390573296152584,0.3273858563608058,,2059,0.033877947,7.630461261783627,-0.1382387941541862,3195,2026-07-07T06:18:47.999384+00:00,1136.0,0.5517241379310345,0.019221976223708907,8.069655306886165,-0.4358760375721058
7018130,규동,4848,25,볶음,일상,소고기,메인반찬,"[['우삼겹', '200', 'g'], [' 양파', '1', '개'], [' 대파', '1/3', '뿌리'], [' 계란 노른자', '1', '알'], [' 진간장', '3', '숟가락'], [' 올리고당', '2', '숟가락'], [' 생강가루', '1/3', '숟가락'], [' 다진마늘', '1', '숟가락']]",2인분,고급,15분이내,0.079767017,1.0,0.92,8.486527777105353,0.7178277211675397,3.258096538021482,0.9464250647670296,1.92,4848,0.079767017,8.486527777105353,0.7178277211675397,10775,2026-07-07T06:18:49.547522+00:00,5927.0,1.22256600660066,0.06482528757760986,9.2850767180902,0.7795453736319296
7018132,매콤 순살 간장찜닭,1697,7,볶음,일상,닭고기,메인반찬,"[['닭다리살', '400', 'g'], [' 청양고추', '3', '개'], [' 대파', '2', '줄기'], [' 양파', '1', '개'], [' 당면사리', '30', 'g'], [' 진간장', '7', '숟가락'], [' 올리고당', '2', '숟가락'], [' 다진마늘', '1', '숟가락'], [' 굴소스', '1', '숟가락']]",2인분,초급,30분이내,0.027921747,,,7.437206366871292,-0.3314936890665212,2.079441541679836,-0.2322299315746168,,1697,0.027921747,7.437206366871292,-0.3314936890665212,2861,2026-07-07T06:18:51.175701+00:00,1164.0,0.6859163229228049,0.01721254271550272,7.959275960116396,-0.5462553843418751
7018133,우삼겹 솥밥,1272,28,끓이기,일상,소고기,밥/죽/떡,"[['우삼겹', '200', 'g'], [' 표고버섯', '2', '개'], [' 다진마늘', '1', '숟가락'], [' 쌀', '3', '종이컵'], [' 대파', '1/3', '뿌리'], [' 진간장', '2', '숟가락'], [' 액젓', '1', '숟가락']]",3인분,중급,60분이내,0.02092897,,,7.149131598557407,-0.6195684573804066,3.367295829986474,1.0556243567320216,,1272,0.02092897,7.149131598557407,-0.6195684573804066,2683,2026-07-07T06:18:52.827206+00:00,1411.0,1.1092767295597483,0.01614164701352457,7.895063498091573,-0.6104678463666984
7018144,물미역나물무침,2424,13,무침,일상,해물류,밑반찬,"[['물미역', '600', 'g'], [' 굵은소금', '1', '큰술'], [' 참치액', '1', '큰술'], [' 간 마늘', '1', '큰술'], [' 깨소금', '2', '큰술'], [' 참기름', '1', '큰술']]",4인분,초급,30분이내,0.039883509,,,7.793586803371584,0.0248867474337703,2.6390573296152584,0.3273858563608058,,2424,0.039883509,7.793586803371584,0.0248867474337703,4048,2026-07-07T06:18:54.792568+00:00,1624.0,0.66996699669967,0.024353852818019925,8.30622521603216,-0.19930612842611062
7018148,메추리알장조림,14463,43,조림,일상,달걀/유제품,메인반찬,"[['깐메추리알', '1', 'kg'], [' 간장', '150', 'ml'], [' 미림', '5', 't'], [' 올리고당', '3', 't'], [' 멸치다시마육수', '200', 'ml'], [' 물', '400', 'ml']]",4인분,고급,60분이내,0.23796831,,,9.57941808263196,1.8107180266941447,3.784189633918261,1.4725181606638085,,14463,0.23796831,9.57941808263196,1.8107180266941447,19370,2026-07-07T06:18:57.234724+00:00,4907.0,0.3392795408974625,0.11653511093998171,9.871532381294577,1.3660010368363054
7018161,간장 닭볶음탕,1206,19,끓이기,일상,닭고기,국/탕,"[['닭', '1', 'kg'], [' 당근', '1/2', '개'], [' 감자', '1', '개'], [' 고구마', '1', '개'], [' 파', '20', 'cm'], [' 다진마늘', '2', '스푼'], [' 송송썬파', '1', '컵'], [' 간장', '120', 'ml'], [' 물', '240', 'ml'], [' 설탕', '8', '스푼'], [' 다진생강', '1/2', '스푼']]",3인분,고급,30분이내,0.019843033,,,7.095893221097532,-0.6728068348402818,2.995732273553991,0.6840608002995383,,1206,0.019843033,7.095893221097532,-0.6728068348402818,1384,2026-07-07T06:18:59.245331+00:00,178.0,0.14759535655058043,0.00832651489627954,7.233455418621439,-1.2720759258368322
7018162,김자반,939,8,볶음,일상,건어물류,밑반찬,"[['김', '4', '장'], [' 식용유', '1', '스푼'], [' 참기름', '2', '스푼'], [' 설탕', '1', '스푼'], [' 소금', '1', '티스푼'], [' 깨', '1', '스푼']]",2인분,고급,5분이내,0.015449923,,,6.84587987526405,-0.9228201806737636,2.19722457733622,-0.1144468959182329,,939,0.015449923,6.84587987526405,-0.9228201806737636,2182,2026-07-07T06:19:01.689482+00:00,1243.0,1.323748668796592,0.013127496751215287,7.688455356549944,-0.8170759879083276
7018169,달래 양념장,17260,12,부침,일상,해물류,양념/소스/잼,"[['달래', '60', 'g'], [' 간장', '8', '스푼'], [' 올리고당', '1', '스푼'], [' 매실액', '2', '스푼'], [' 다진마늘', '1', '스푼'], [' 들기름', '2', '스푼'], [' 통깨', '1', '스푼'], [' 고춧가루', '1', '스푼']]",4인분,고급,30분이내,0.283989009,,,9.75620490038669,1.9875048444488763,2.5649493574615367,0.2532778842070842,,17260,0.283989009,9.75620490038669,1.9875048444488763,17557,2026-07-07T06:19:03.577537+00:00,297.0,0.017207415990730012,0.10562761707657506,9.773264965486154,1.2677336210278831
7018171,멸치 두부조림,1768,1,조림,일상,콩/견과류,메인반찬,"[['두부', '1', '모'], [' 들기름', '2', '스푼'], [' 식용유', '2', '스푼'], [' 파', '1', '줌'], [' 양파', '1', '개'], [' 멸치', '1', '줌'], [' 다진마늘', '1', '스푼'], [' 고춧가루', '2', '스푼'], [' 까나리액젓', '1.5', '스푼'], [' 참치액젓', '0.5', '스푼'], [' 국물 멸치', '1', '줌']]",3인분,중급,30분이내,0.029089952,,,7.478169694159785,-0.2905303617780284,0.6931471805599453,-1.6185242926945071,,1768,0.029089952,7.478169694159785,-0.2905303617780284,2544,2026-07-07T06:19:05.890010+00:00,776.0,0.43891402714932126,0.015305385763103432,7.841885928984623,-0.6636454154736482
7018178,굴소스 어묵소세지볶음,5336,453,조림,일상,가공식품류,양념/소스/잼,"[['납작 어묵', '4~5', '장'], [' 프랑크소세지', '4~5', '개'], [' 대파', '1/2', '개'], [' 다진마늘', '1', '작은술'], [' 굴소스', '1', '큰술'], [' 올리고당', '2', '큰술'], [' 참기름', '', '조금'], [' 통깨', '', '조금']]",4인분,고급,15분이내,0.08779637,0.75,0.29,8.582418976333944,0.8137189203961306,6.118097198041348,3.806425724786896,1.04,5336,0.08779637,8.582418976333944,0.8137189203961306,8737,2026-07-07T06:19:07.401057+00:00,3401.0,0.6373688155922039,0.05256413341675892,9.075436609511382,0.5699052650531105
