recipe_id,recipe_name,positive_avg,negative_avg,star_count_avg,star_norm_avg,y_hat,y_hat_linear,review_rank_score
7016814,된장수육,,,,,-0.09046346694231033,1.7844629603706124,
7016815,우거지 감자탕,,,,,0.1442391574382782,1.8194525229213507,
7016816,만두전골,,,,,0.008094164542853832,1.7991559720947197,
7016817,무수분보쌈,,,,,0.0618787556886673,1.8071742007835931,
7016820,참치 카나페,,,,,-0.2521216869354248,1.7603628872878423,
7016824,소고기 떡국,,,,,-0.007996869273483753,1.7967571142391305,
7016834,대파 간장계란밥,,,,,0.2541636824607849,1.8358401157498752,
7016836,브라운슈가헤이즐넛라떼,,,,,-0.6327835321426392,1.703613664825126,
7016837,떡국,,,,,0.022547276690602303,1.8013106479228282,
7016842,짜사이무침,,,,,0.2373994141817093,1.8333408918271938,
7016862,생선초밥,,,,,-0.2655899226665497,1.7583550372358627,
7016868,소불고기파스타,,,,,0.17876888811588287,1.8246002291926067,
7016872,새우샐러드,,,,,-0.21454666554927826,1.7659645867345597,
7016873,녹두빈대떡,,,,,0.1475103497505188,1.8199401935996258,
7016890,버터구이오징어,,,,,0.01594948209822178,1.8003270460257625,
7016893,파계란국,,,,,0.18303632736206055,1.8252364207683494,
7016895,삼겹살김밥,,,,,-0.04418255016207695,1.7913625382379716,
7016898,매콤 스팸마요덮밥,,,,,0.436853289604187,1.8630755565694392,
7016900,고등어 두부조림,,,,,0.2419644147157669,1.8340214439605673,
7016902,깻잎나물볶음,0.97,0.03,5.0,1.0,0.26867252588272095,1.838003100018971,1.94
7016909,계란찜,0.96,0.04,5.0,1.0,0.24221119284629822,1.8340582337444786,1.92
7016914,고구마 닭볶음탕,,,,,0.292954683303833,1.8416230939078129,
7016922,묵은지볶음,,,,,-0.005316100083291531,1.7971567643986115,
7016923,흑임자크림라떼,,,,,-0.5398363471031189,1.7174702689148258,
7016926,고구마 피자,0.98,0.02,5.0,1.0,0.011777582578361034,1.799705097551216,1.96
7016928,들기름 두부지짐,,,,,-0.10682005435228348,1.7820245136774477,
7016935,간장계란비빔밥,,,,,0.10245633125305176,1.8132235222264803,
7016936,일본 카레,0.95,0.05,5.0,1.0,0.2574461102485657,1.8363294614174064,1.9
7016939,홍합밥,,,,,-0.2484043836593628,1.7609170643697607,
7016948,양송이 햄버거,,,,,0.033804088830947876,1.802988818047879,
7016950,고구마튀김,,,,,-0.44139301776885986,1.7321462404278605,
7016952,새우 잡채,,,,,0.26434651017189026,1.8373581758400912,
7016963,연근치즈구이,,,,,-0.0384739451110363,1.792213579397132,
7016964,감자 버터구이,,,,,-0.06247808039188385,1.7886350331618601,
7016972,갈치 간장조림,0.85,0.15,5.0,1.0,0.12620100378990173,1.8167633876505143,1.7
7016973,버터갈릭새우,,,,,0.10841365158557892,1.814111641960803,
7016974,차돌박이된장찌개,0.95,0.05,5.0,1.0,0.26251697540283203,1.837085428053782,1.9
7016979,홍합탕,,,,,-0.045581359416246414,1.7911540031863316,
7016981,냉장족발,,,,,-0.4098252058029175,1.7368523826548055,
7016983,고추장두부찌개,,,,,-0.07979945093393326,1.7860527562075865,
7016993,들깨 무나물볶음,,,,,0.3256628215312958,1.846499236436889,
7016998,해독주스,,,,,-0.290256530046463,1.7546777293910454,
7017002,오리주물럭,0.98,0.02,5.0,1.0,0.3923932909965515,1.8564474419226895,1.96
7017003,김치 비지찌개,0.98,0.02,5.0,1.0,0.17567716538906097,1.8241393139130049,1.96
