recipe_id,recipe_name,positive_avg,negative_avg,star_count_avg,star_norm_avg,y_hat,y_hat_linear,review_rank_score
7016814,된장수육,,,,,-0.10667362809181213,1.7829342819487533,
7016815,우거지 감자탕,,,,,0.14084623754024506,1.82075712565491,
7016816,만두전골,,,,,0.008320008404552937,1.800506149682675,
7016817,무수분보쌈,,,,,0.057784345000982285,1.8080646616725635,
7016820,참치 카나페,,,,,-0.2641628682613373,1.7588687755251675,
7016824,소고기 떡국,,,,,-0.021286778151988983,1.795982016406705,
7016834,대파 간장계란밥,,,,,0.22931016981601715,1.8342750607731861,
7016836,브라운슈가헤이즐넛라떼,,,,,-0.6495946049690247,1.699971990413955,
7016837,떡국,,,,,-0.001848510466516018,1.7989523257138336,
7016842,짜사이무침,,,,,0.20777589082717896,1.830984465626652,
7016862,생선초밥,,,,,-0.2686993181705475,1.75817557283835,
7016868,소불고기파스타,,,,,0.17108868062496185,1.8253783918921258,
7016872,새우샐러드,,,,,-0.21879519522190094,1.765801287395683,
7016873,녹두빈대떡,,,,,0.14407813549041748,1.8212509832720813,
7016890,버터구이오징어,,,,,-0.002077976707369089,1.798917261595883,
7016893,파계란국,,,,,0.16424578428268433,1.8243327473407662,
7016895,삼겹살김밥,,,,,-0.055352549999952316,1.7907765176034274,
7016898,매콤 스팸마요덮밥,,,,,0.4217577576637268,1.8636824581075524,
7016900,고등어 두부조림,,,,,0.2291749119758606,1.8342543923870944,
7016902,깻잎나물볶음,0.97,0.03,5.0,1.0,0.2587199807167053,1.838769094729951,1.94
7016909,계란찜,0.96,0.04,5.0,1.0,0.2221025973558426,1.8331736910468983,1.92
7016914,고구마 닭볶음탕,,,,,0.27945849299430847,1.8419380909095953,
7016922,묵은지볶음,,,,,-0.01530228741466999,1.79689649031061,
7016923,흑임자크림라떼,,,,,-0.5759682655334473,1.7112226329513418,
7016926,고구마 피자,0.98,0.02,5.0,1.0,-0.0003654272004496306,1.7991789516714407,1.96
7016928,들기름 두부지짐,,,,,-0.12387780100107193,1.7803053586444397,
7016935,간장계란비빔밥,,,,,0.0824694037437439,1.8118367189832794,
7016936,일본 카레,0.95,0.05,5.0,1.0,0.23288805782794952,1.8348217881993987,1.9
7016939,홍합밥,,,,,-0.26441490650177,1.7588302622407832,
7016948,양송이 햄버거,,,,,0.034220531582832336,1.804463938838621,
7016950,고구마튀김,,,,,-0.44310057163238525,1.7315257872342702,
7016952,새우 잡채,,,,,0.2478855699300766,1.8371135176117892,
7016963,연근치즈구이,,,,,-0.047295019030570984,1.7920077671992294,
7016964,감자 버터구이,,,,,-0.09618180245161057,1.7845375095538114,
7016972,갈치 간장조림,0.85,0.15,5.0,1.0,0.10462325066328049,1.8152219886358305,1.7
7016973,버터갈릭새우,,,,,0.10567990690469742,1.8153834534288409,
7016974,차돌박이된장찌개,0.95,0.05,5.0,1.0,0.2524315118789673,1.8378081707516134,1.9
7016979,홍합탕,,,,,-0.0551561564207077,1.7908065279770744,
7016981,냉장족발,,,,,-0.42100799083709717,1.7349016949754612,
7016983,고추장두부찌개,,,,,-0.09537505358457565,1.784660786674337,
7016993,들깨 무나물볶음,,,,,0.3074103593826294,1.8462093402939674,
7016998,해독주스,,,,,-0.2990638315677643,1.7535356533656088,
7017002,오리주물럭,0.98,0.02,5.0,1.0,0.3904305398464203,1.8588954303664575,1.96
7017003,김치 비지찌개,0.98,0.02,5.0,1.0,0.16804750263690948,1.8249136776784565,1.96
7017004,콩나물 무밥,,,,,0.20171670615673065,1.8300585779440943,
7017007,짬뽕국,,,,,-0.04532108083367348,1.792309399376171,
7017008,배추전,,,,,0.20814579725265503,1.8310409900307882,
7017009,파닭,,,,,0.34736764430999756,1.8523151053357796,
7017010,구운 계란,,,,,-0.3384335935115814,1.7475196661277879,
7017012,양배추 밥,0.99,0.01,5.0,1.0,0.5105844736099243,1.877255829220958,1.98
7017013,연유라떼,,,,,-0.7839390635490417,1.67944317569969,
7017014,부대볶음,,,,,0.43133828043937683,1.8651464319774531,
7017015,참치 두부김치,,,,,0.3588758409023285,1.8540736418473438,
7017021,순대볶음,,,,,0.34637489914894104,1.8521634066227457,
7017023,두부전골,,,,,0.13397729396820068,1.8197075008965562,
7017024,깻잎쌈밥,0.45,0.55,5.0,1.0,0.2061682492494583,1.830738806249073,0.8999999999999999
7017025,계란 야채죽,,,,,0.22282087802886963,1.8332834495810817,
7017031,시금치된장국,,,,,0.11900939792394638,1.8174202970341664,
7017033,유자청무생채,0.95,0.05,5.0,1.0,0.4011225402355194,1.8605292461355085,1.9
7017034,우거지 선지국,,,,,0.02581240050494671,1.8031791149849572,
7017039,유산슬달걀덮밥,,,,,0.32145798206329346,1.8483559196634136,
7017042,딸기라떼,,,,,-0.3629462420940399,1.7437739543490958,
7017052,마늘빵,,,,,-0.10616163909435272,1.7830125176078617,
7017058,팽이버섯 김말이 간장조림,,,,,0.5200105309486389,1.8786961996436595,
7017060,백합무침,,,,,-0.08130169659852982,1.7868112984336453,
7017065,양배추 청경채무침,,,,,0.08854711055755615,1.8127654369846553,
7017066,훈제삼겹살쌈무말이,,,,,0.08030536770820618,1.8115060384678483,
7017071,콩나물 무나물,,,,,0.08994986861944199,1.812979788664254,
7017076,김밥전,,,,,-0.14101174473762512,1.7776871668707699,
7017079,소고기 샤브샤브,,,,,0.21851949393749237,1.8326261666684847,
7017083,참치 뽈살,,,,,-0.18080690503120422,1.77160617565739,
7017084,간장소고기볶음,,,,,0.3579816222190857,1.8539369986998977,
7017086,마늘멸치볶음,,,,,0.37313252687454224,1.8562521676150345,
7017087,황태미역국,,,,,-0.25597116351127625,1.7601205278548537,
7017089,매쉬드포테이토,0.96,0.04,5.0,1.0,0.2304035723209381,1.834442140663707,1.92
7017093,도토리묵양념장,,,,,-0.021997198462486267,1.7958734589933394,
7017095,온묵밥,,,,,0.18093453347682953,1.8268829101360213,
7017096,딴삥,,,,,0.2343357354402542,1.8350430039144576,
7017097,대패삼겹 배추찜,0.8414285714285714,0.15857142857142859,4.571428571428571,0.7857142857142857,0.726063072681427,1.910182533321623,1.4685714285714284
7017106,우삼겹크림파스타,0.98,0.02,5.0,1.0,0.16062013804912567,1.8237787221093953,1.96
7017108,단호박샐러드,,,,,-0.3006696403026581,1.7532902740598033,
7017110,간장연어장,,,,,0.03812795132398605,1.8050610211204274,
7017112,콩나물 미역무침,,,,,0.23460081219673157,1.8350835095793454,
7017115,애호박 부침개,,,,,0.08970490097999573,1.812942355819354,
7017116,황태무국,,,,,-0.03231465071439743,1.7942968769158836,
7017125,올갱이국,,,,,-0.1363258957862854,1.7784031988226483,
7017130,브로콜리 참깨소스무침,0.965,0.035,5.0,1.0,0.33664441108703613,1.8506765169615451,1.93
7017138,깐풍만두,,,,,0.49012041091918945,1.874128770943158,
7017140,어묵칩,,,,,0.07653376460075378,1.8109297099598696,
7017147,대패삼겹살숙주찜,,,,,0.20342054963111877,1.8303189376742799,
7017151,비트무피클,,,,,-0.07912164181470871,1.7871444267308376,
7017154,카푸치노,,,,,-0.6798973083496094,1.6953415159633036,
7017170,잣죽,,,,,-0.17667165398597717,1.7722380722268631,
7017171,바나나브륄레,,,,,-0.4356462359428406,1.7326648641847158,
7017172,에그인헬,,,,,0.10435796529054642,1.8151814510928546,
7017173,핫초코브라우니,,,,,-0.29218927025794983,1.754586136555334,
7017174,돼지고기 비지찌개,,,,,-0.058870892971754074,1.7902388890943488,
7017176,스지사태수육전골,,,,,-0.056772734969854355,1.790559502964973,
7017177,뱅쇼,,,,,-0.524253249168396,1.7191250652520458,
7017180,무나물,,,,,0.33163192868232727,1.8499105730317962,
7017181,등갈비김치찜,0.98,0.02,5.0,1.0,0.4478003680706024,1.8676619592300352,1.96
7017182,샤인머스캣탕후루,,,,,-0.5071283578872681,1.7217418737443948,
7017183,소고기 잡채,,,,,0.36133652925491333,1.8544496530039907,
7017192,고구마 순갈치조림,,,,,0.11822953075170517,1.8173011276329876,
7017194,식빵마늘빵,,,,,-0.24710945785045624,1.7614746612183445,
7017196,쪽파무침,,,,,0.0995970368385315,1.8144539464447855,
7017197,토마토 달걀볶음,,,,,0.27111783623695374,1.8406635776250369,
7017198,사골굴떡국,,,,,-0.014085703529417515,1.7970823932159377,
7017200,치즈 토마토리조또,0.96,0.04,5.0,1.0,0.2185053825378418,1.8326240103435283,1.92
7017210,소고기 사태장조림,,,,,0.13266009092330933,1.8195062226485699,
7017211,굴밥,,,,,-0.19957399368286133,1.768738427409876,
7017221,팬케이크,,,,,-0.42284369468688965,1.7346211860166179,
7017225,애호박 깻잎전,0.93,0.07,5.0,1.0,0.32704243063926697,1.8492092642025872,1.86
7017228,된장삼겹살구이,,,,,0.05645141005516052,1.807860979475187,
7017229,톳무침,,,,,0.08153494447469711,1.8116939267803478,
7017232,두부 야채포케,,,,,0.004957548808306456,1.7999923412921754,
7017237,닭가슴살야채찜,,,,,0.03655848279595375,1.804821194863711,
7017250,돼지고기 육전,,,,,0.07186581939458847,1.8102164138310481,
7017253,키토김밥,,,,,0.08886600285768509,1.8128141660577586,
7017255,들기름 두부구이,0.9666666666666667,0.03333333333333333,5.0,1.0,0.3960920572280884,1.8597605515821616,1.9333333333333331
7017263,메이플시나몬라떼,,,,,-0.7452222108840942,1.6853593936299205,
7017270,식빵피자,,,,,-0.3534458577632904,1.7452256824791705,
7017273,로제파스타,,,,,0.1959243267774582,1.8291734600591538,
7017276,동파육,,,,,0.1840093582868576,1.8273527658298927,
7017283,바지락미역국,,,,,-0.07809419929981232,1.7873014274530172,
7017284,고추장제육볶음,,,,,0.5707547068595886,1.8864502804305756,
7017288,매운팽이버섯조림,,,,,0.5809913277626038,1.888014510887413,
7017289,얼큰 수제비,,,,,0.3103182911872864,1.846653693517394,
7017291,돼지고기김치찌개,0.96,0.04,4.5,0.75,0.10192090272903442,1.81480905012968,1.67
7017292,우렁강된장,0.97,0.03,5.0,1.0,0.22079218924045563,1.8329734511137803,1.94
7017296,소고기 장조림,,,,,0.2452341616153717,1.83670836305164,
7017297,브로콜리볶음,,,,,0.2385958880186081,1.8356939863506512,
7017300,뚝배기계란찜,0.9349999999999999,0.065,5.0,1.0,0.407787561416626,1.8615477100627877,1.8699999999999999
7017306,병어무조림,,,,,-0.02537837065756321,1.795356791181035,
7017310,월남쌈,,,,,-0.09214488416910172,1.7851543801587786,
7017313,페페로니파스타,,,,,-0.012213950045406818,1.7973684108222474,
7017315,무굴밥,,,,,0.2296692430973053,1.8343299297937496,
7017316,스팸계란볶음밥,,,,,0.19698500633239746,1.8293355396438624,
7017327,매콤 돼지등갈비찜,,,,,0.19730940461158752,1.8293851100707896,
7017330,소고기 갈비찜,,,,,0.10131792724132538,1.8147169110701666,
7017336,부타동,,,,,0.4536273777484894,1.868552368877593,
7017341,물갈비,,,,,0.26678651571273804,1.8400017202068037,
7017342,김치 어묵콩나물국,0.98,0.02,5.0,1.0,0.33632978796958923,1.850628440250744,1.96
7017347,스팸참치김치찌개,,,,,0.25979214906692505,1.8389329298865091,
7017351,사골김치찌개,,,,,-0.06090034171938896,1.7899287744997265,
7017353,돼지고기 숙주볶음,0.8,0.2,5.0,1.0,0.2211192548274994,1.8330234291248333,1.6
7017356,양배추 쌈,,,,,0.1314849555492401,1.81932665337855,
7017357,크래미볶음밥,,,,,0.2952660620212555,1.8443536029379075,
7017361,땅콩버터크림치즈샌드,,,,,-0.33248254656791687,1.7484290295757012,
7017366,감자 계란샐러드샌드위치,,,,,-0.0442383773624897,1.7924748443761758,
7017367,달래무침,,,,,0.20682421326637268,1.8308390423429528,
7017369,토마토 해물스튜,,,,,-0.18911975622177124,1.7703359112665684,
7017382,백합볶음,,,,,0.09158439934253693,1.8132295568996828,
7017383,햄 계란말이,,,,,0.03336013853549957,1.8043324644954526,
7017386,참치 마요김밥,,,,,-0.019016781821846962,1.7963288884292365,
7017388,사골 배추국,,,,,0.0997261181473732,1.8144736710117702,
7017395,등심스테이크,,,,,-0.25145357847213745,1.7608108478517084,
7017397,와인 통삼겹살 수육,0.98,0.02,5.0,1.0,0.20155730843544006,1.830034220807813,1.96
7017399,고구마 약밥,,,,,-0.19611626863479614,1.7692667930573682,
7017403,나폴리탄파스타,,,,,-0.02487671934068203,1.7954334471670301,
7017409,피스타치오 크림라떼,,,,,-0.5795482993125916,1.7106755776362237,
7017410,보쌈 무김치,,,,,0.24667879939079285,1.836929114257416,
7017413,샤인머스켓 타르트,0.97,0.03,5.0,1.0,-0.2292722761631012,1.7642003128883486,1.94
7017421,딸기탕후루,,,,,-0.46938657760620117,1.7275090934910509,
7017432,돼지고기 두부조림,0.98,0.02,5.0,1.0,0.45332884788513184,1.8685067513335847,1.96
7017433,계란 김국,0.98,0.02,5.0,1.0,0.13245661556720734,1.819475130127684,1.96
7017437,고갈비,,,,,-0.04382983222603798,1.792537273057621,
7017441,김치전,,,,,0.1349181830883026,1.8198512756277017,
7017450,소고기 콩나물국,,,,,0.15426860749721527,1.8228081618404395,
7017458,미역 오트밀죽,0.97,0.03,5.0,1.0,0.06618274748325348,1.8093479989257462,1.94
7017463,잡채볶음밥,0.98,0.02,5.0,1.0,0.3399922549724579,1.8511880919646568,1.96
7017464,바지락 콩나물국,,,,,0.04637806862592697,1.8063216993147695,
7017465,해물탕,,,,,-0.2008068561553955,1.7685500370174898,
7017467,바지락 칼국수,,,,,0.05644991248846054,1.807860750636055,
7017470,차요테 장아찌,,,,,-0.30739912390708923,1.752261959803315,
7017471,새우 감바스,,,,,0.22085142135620117,1.832982502213782,
7017473,학꽁치조림,0.96,0.04,5.0,1.0,0.19432002305984497,1.8289283107309835,1.92
7017475,근대된장국,,,,,-0.09523072093725204,1.784682841757259,
7017477,수란,,,,,0.1254528909921646,1.8184049098474393,
7017484,에그 베네딕트,,,,,-0.19956699013710022,1.7687394976028323,
7017492,헤이즐넛 라떼,,,,,-0.8441827297210693,1.6702375034030768,
7017494,동태찌개,,,,,0.16092634201049805,1.8238255123116427,
7017499,육전,0.88,0.12,5.0,1.0,0.1975337415933609,1.8294193904004814,1.76
7017510,대구탕,,,,,-0.011595613323152065,1.79746289719062,
7017512,고추 된장무침,0.99,0.01,5.0,1.0,0.3493928909301758,1.8526245778146282,1.98
7017513,고사리 닭개장,,,,,0.08067936450242996,1.8115631879102108,
7017514,고추장 어묵볶음,,,,,0.30326253175735474,1.8455755219311858,
7017519,배추나물무침,0.98,0.02,5.0,1.0,0.2563110589981079,1.8384009938931547,1.96
7017520,명란 계란볶음밥,,,,,0.13615256547927856,1.8200398982747297,
7017526,소고기 무국,,,,,0.12412222474813461,1.8182015743242703,
7017537,감자 뇨끼,,,,,0.02717135287821293,1.8033867728353157,
7017553,바나나 브레드푸딩,,,,,-0.38674667477607727,1.7401370743630273,
7017558,크로플,,,,,-0.5704532861709595,1.7120653620871928,
7017562,아롱사태 수육전골,,,,,0.23412927985191345,1.8350114559923134,
7017565,흑임자 연근샐러드,,,,,0.19572705030441284,1.8291433147728842,
7017569,곱도리탕,,,,,0.04392870143055916,1.8059474181136512,
7017570,청국장찌개,0.96,0.04,5.0,1.0,0.1184207946062088,1.8173303541472192,1.92
