recipe_id,recipe_name,positive_avg,negative_avg,star_count_avg,star_norm_avg,y_hat,y_hat_linear,review_rank_score
7016814,된장수육,,,,,-0.08838463574647903,1.7846356799838465,
7016815,우거지 감자탕,,,,,0.14899466931819916,1.8207274047309812,
7016816,만두전골,,,,,0.019223682582378387,1.8009967094534078,
7016817,무수분보쌈,,,,,0.06888758391141891,1.80854772935444,
7016820,참치 카나페,,,,,-0.2508510649204254,1.7599338904120965,
7016824,소고기 떡국,,,,,-0.014894877560436726,1.795809240894986,
7016834,대파 간장계란밥,,,,,0.23919343948364258,1.8344414443118715,
7016836,브라운슈가헤이즐넛라떼,,,,,-0.6287787556648254,1.7024728485367289,
7016837,떡국,,,,,0.016181400045752525,1.8005341534446395,
7016842,짜사이무침,,,,,0.2233687788248062,1.8320354245598132,
7016862,생선초밥,,,,,-0.2540862560272217,1.7594420041168735,
7016868,소불고기파스타,,,,,0.17820818722248077,1.825169098781815,
7016872,새우샐러드,,,,,-0.22089862823486328,1.7644879314649453,
7016873,녹두빈대떡,,,,,0.1528550386428833,1.821314344637351,
7016890,버터구이오징어,,,,,0.009640451520681381,1.7995396517812037,
7016893,파계란국,,,,,0.18590253591537476,1.8263389662016254,
7016895,삼겹살김밥,,,,,-0.04873000830411911,1.7906648656291995,
7016898,매콤 스팸마요덮밥,,,,,0.4223753809928894,1.8622928705758253,
7016900,고등어 두부조림,,,,,0.234974667429924,1.8338000119861166,
7016902,깻잎나물볶음,0.97,0.03,5.0,1.0,0.25749078392982483,1.837223416898636,1.94
7016909,계란찜,0.96,0.04,5.0,1.0,0.23942820727825165,1.8344771389762409,1.92
7016914,고구마 닭볶음탕,,,,,0.27789098024368286,1.8403251121788824,
7016922,묵은지볶음,,,,,0.0023796737659722567,1.7984357055374414,
7016923,흑임자크림라떼,,,,,-0.5472052097320557,1.7148754881250918,
7016926,고구마 피자,0.98,0.02,5.0,1.0,0.0038993179332464933,1.7986667559189558,1.96
7016928,들기름 두부지짐,,,,,-0.12161743640899658,1.7795828844431352,
7016935,간장계란비빔밥,,,,,0.10021340847015381,1.8133105836274477,
7016936,일본 카레,0.95,0.05,5.0,1.0,0.25409141182899475,1.8367065681272454,1.9
7016939,홍합밥,,,,,-0.25751611590385437,1.7589205199101734,
7016948,양송이 햄버거,,,,,0.03536054864525795,1.8034501976716169,
7016950,고구마튀김,,,,,-0.44830238819122314,1.729912912768298,
7016952,새우 잡채,,,,,0.2628624439239502,1.838040137100468,
7016963,연근치즈구이,,,,,-0.047237128019332886,1.7908918467651678,
7016964,감자 버터구이,,,,,-0.0777738019824028,1.7862489768609533,
7016972,갈치 간장조림,0.85,0.15,5.0,1.0,0.11871478706598282,1.8161235780607292,1.7
7016973,버터갈릭새우,,,,,0.11773774772882462,1.815975026632397,
7016974,차돌박이된장찌개,0.95,0.05,5.0,1.0,0.25654926896095276,1.8370802666813388,1.9
7016979,홍합탕,,,,,-0.048448558896780014,1.7907076578790848,
7016981,냉장족발,,,,,-0.39648687839508057,1.7377910684343334,
7016983,고추장두부찌개,,,,,-0.0925220400094986,1.7840066190141557,
7016993,들깨 무나물볶음,,,,,0.31077876687049866,1.8453254509495858,
7016998,해독주스,,,,,-0.3079211115837097,1.7512568222282623,
7017002,오리주물럭,0.98,0.02,5.0,1.0,0.40172162652015686,1.8591526236986948,1.96
7017003,김치 비지찌개,0.98,0.02,5.0,1.0,0.18354582786560059,1.8259806465990862,1.96
7017004,콩나물 무밥,,,,,0.20700593292713165,1.8295475778199393,
7017007,짬뽕국,,,,,-0.028278954327106476,1.7937742934317875,
7017008,배추전,,,,,0.21931762993335724,1.8314194780658253,
7017009,파닭,,,,,0.3535841703414917,1.8518336882171276,
7017010,구운 계란,,,,,-0.3160804212093353,1.7500162610215704,
7017012,양배추 밥,0.99,0.01,5.0,1.0,0.5026114583015442,1.874492158193694,1.98
7017013,연유라떼,,,,,-0.7579642534255981,1.682831172421648,
7017014,부대볶음,,,,,0.4411720037460327,1.8651507546462052,
7017015,참치 두부김치,,,,,0.3713432848453522,1.8545338270192508,
7017021,순대볶음,,,,,0.34772205352783203,1.8509423977720043,
7017023,두부전골,,,,,0.14923591911792755,1.8207640849351159,
7017024,깻잎쌈밥,0.45,0.55,5.0,1.0,0.19793373346328735,1.8281682186301778,0.8999999999999999
7017025,계란 야채죽,,,,,0.22664253413677216,1.8325331742502369,
7017031,시금치된장국,,,,,0.12327053397893906,1.8168162448606224,
7017033,유자청무생채,0.95,0.05,5.0,1.0,0.40964388847351074,1.860357143602893,1.9
7017034,우거지 선지국,,,,,0.034078411757946014,1.8032552584724628,
7017039,유산슬달걀덮밥,,,,,0.3341637849807739,1.8488809657684233,
7017042,딸기라떼,,,,,-0.3537694215774536,1.7442859340795895,
7017052,마늘빵,,,,,-0.09998135268688202,1.7828724870396704,
7017058,팽이버섯 김말이 간장조림,,,,,0.5349608063697815,1.8794106314612349,
7017060,백합무침,,,,,-0.07186166197061539,1.7871478729543335,
7017065,양배추 청경채무침,,,,,0.08597675710916519,1.8111460086570148,
7017066,훈제삼겹살쌈무말이,,,,,0.09062368422746658,1.8118525387162718,
7017071,콩나물 무나물,,,,,0.07688120007514954,1.8097630981256856,
7017076,김밥전,,,,,-0.13663585484027863,1.777299447712998,
7017079,소고기 샤브샤브,,,,,0.23493826389312744,1.833794477104171,
7017083,참치 뽈살,,,,,-0.16780489683151245,1.7725604310414604,
7017084,간장소고기볶음,,,,,0.37288039922714233,1.8547675336145133,
7017086,마늘멸치볶음,,,,,0.3805081844329834,1.855927280560459,
7017087,황태미역국,,,,,-0.24830374121665955,1.7603211916805583,
